@timestamp,system.network.in.bytes,system.network.in.packets,system.network.in.dropped,system.network.out.bytes,system.network.out.packets,system.network.out.errors
2018-01-01 00:00:00,4000000,8988,0,4000000,9153,8
2018-01-01 00:00:10,4000000,7667,0,3000000,7559,9
2018-01-01 00:00:20,4000000,10225,0,4000000,10356,4
2018-01-01 00:00:30,4000000,8960,1,5000000,9067,18
2018-01-01 00:00:40,5000000,7500,2,4000000,7584,19
2018-01-01 00:00:50,5000000,7414,1,4000000,7378,18
2018-01-01 00:01:00,4000000,6624,1,4000000,6582,17
2018-01-01 00:01:10,5000000,6950,0,5000000,7137,11
2018-01-01 00:01:20,4000000,7332,0,4000000,7846,14
2018-01-01 00:01:30,5000000,6701,2,4000000,6791,18
2018-01-01 00:01:40,4000000,7143,2,4000000,7196,19
2018-01-01 00:01:50,5000000,6759,0,4000000,7062,18
2018-01-01 00:02:00,4000000,6722,1,4000000,6862,18
2018-01-01 00:02:10,5000000,7144,0,5000000,7256,15
2018-01-01 00:02:20,4000000,7147,0,4000000,7265,19
2018-01-01 00:02:30,4000000,6779,3,4000000,6688,18
2018-01-01 00:02:40,5000000,6985,0,4000000,6859,14
2018-01-01 00:02:50,4000000,6905,0,4000000,7343,14
2018-01-01 00:03:00,5000000,6848,1,4000000,6842,14
2018-01-01 00:03:10,4000000,7324,0,5000000,7527,15
2018-01-01 00:03:20,4000000,6607,0,4000000,6744,16
2018-01-01 00:03:30,5000000,6950,3,4000000,7204,10
2018-01-01 00:03:40,5000000,7743,1,4000000,7688,16
2018-01-01 00:03:50,4000000,6546,0,4000000,6588,14
2018-01-01 00:04:00,4000000,7272,1,5000000,7170,15
2018-01-01 00:04:10,5000000,6959,0,4000000,6991,14
2018-01-01 00:04:20,4000000,6735,2,4000000,6809,15
2018-01-01 00:04:30,5000000,6989,1,4000000,6968,14
2018-01-01 00:04:40,4000000,7620,0,4000000,8095,8
2018-01-01 00:04:50,5000000,6338,0,4000000,6443,18
2018-01-01 00:05:00,4000000,6905,0,4000000,6959,17
2018-01-01 00:05:10,4000000,7008,3,5000000,7121,16
2018-01-01 00:05:20,5000000,7377,1,4000000,7361,14
2018-01-01 00:05:30,4000000,6866,1,4000000,7286,15
2018-01-01 00:05:40,5000000,6580,0,4000000,6706,20
2018-01-01 00:05:50,4000000,6765,0,4000000,6648,17
2018-01-01 00:06:00,5000000,7305,1,4000000,7288,14
2018-01-01 00:06:10,4000000,7061,3,5000000,7369,19
2018-01-01 00:06:20,5000000,6942,1,4000000,6881,15
2018-01-01 00:06:30,4000000,7444,0,4000000,7482,19
2018-01-01 00:06:40,4000000,6851,0,4000000,7007,17
2018-01-01 00:06:50,5000000,6970,1,4000000,6987,19
2018-01-01 00:07:00,4000000,7131,0,4000000,7228,11
2018-01-01 00:07:10,5000000,7348,3,4000000,7436,15
2018-01-01 00:07:20,4000000,6945,1,5000000,7200,14
2018-01-01 00:07:30,4000000,7509,0,4000000,7544,17
2018-01-01 00:07:40,5000000,7775,1,4000000,7487,13
2018-01-01 00:07:50,4000000,7161,0,4000000,7257,16
2018-01-01 00:08:00,5000000,7678,2,4000000,7648,10
2018-01-01 00:08:10,4000000,7531,1,4000000,7469,11
2018-01-01 00:08:20,4000000,6930,1,4000000,7040,13
2018-01-01 00:08:30,5000000,7959,0,4000000,7670,12
2018-01-01 00:08:40,4000000,6790,0,4000000,7200,16
2018-01-01 00:08:50,5000000,7030,0,4000000,7080,19
2018-01-01 00:09:00,4000000,7294,1,5000000,7399,14
2018-01-01 00:09:10,5000000,6910,0,4000000,6626,14
2018-01-01 00:09:20,4000000,6231,0,4000000,6602,11
2018-01-01 00:09:30,5000000,7231,2,4000000,7240,15
2018-01-01 00:09:40,4000000,7161,0,4000000,7687,17
2018-01-01 00:09:50,5000000,7133,1,5000000,6982,17
2018-01-01 00:10:00,4000000,6919,1,4000000,6950,13
2018-01-01 00:10:10,5000000,6920,0,4000000,7205,20
2018-01-01 00:10:20,4000000,6732,2,4000000,6798,16
2018-01-01 00:10:30,4000000,6832,0,4000000,7107,17
2018-01-01 00:10:40,5000000,6828,1,4000000,6683,16
2018-01-01 00:10:50,4000000,7575,2,4000000,7418,14
2018-01-01 00:11:00,5000000,7073,0,5000000,7476,14
2018-01-01 00:11:10,4000000,6637,1,3000000,6658,18
2018-01-01 00:11:20,5000000,6844,1,5000000,6944,17
2018-01-01 00:11:30,4000000,6920,0,4000000,7279,15
2018-01-01 00:11:40,4000000,7027,1,3000000,6781,14
2018-01-01 00:11:50,5000000,7166,2,5000000,7499,15
2018-01-01 00:12:00,4000000,7001,1,4000000,7517,13
2018-01-01 00:12:10,5000000,6889,0,5000000,7127,16
2018-01-01 00:12:20,4000000,7029,1,4000000,7218,14
2018-01-01 00:12:30,5000000,6960,0,4000000,7106,14
2018-01-01 00:12:40,4000000,7319,1,4000000,7320,8
2018-01-01 00:12:50,4000000,6209,2,4000000,6430,20
2018-01-01 00:13:00,5000000,6897,1,5000000,7187,19
2018-01-01 00:13:10,4000000,8594,0,3000000,8314,11
2018-01-01 00:13:20,5000000,7336,1,4000000,7944,18
2018-01-01 00:13:30,4000000,6898,1,5000000,7535,14
2018-01-01 00:13:40,4000000,8540,1,3000000,8451,6
2018-01-01 00:13:50,4000000,9250,1,4000000,9044,10
2018-01-01 00:14:00,5000000,7417,0,4000000,7598,18
2018-01-01 00:14:10,4000000,7088,0,4000000,7110,15
