@timestamp,system.diskio.iostat.await,system.diskio.iostat.queue.avg_size,system.diskio.iostat.read.per_sec.bytes,system.diskio.iostat.write.per_sec.bytes,label
2018-01-01 00:00:00,9.633,0.086,15991.0,50516.0,0
2018-01-01 00:01:00,4.283,0.008,68.679,27968.0,0
2018-01-01 00:02:00,34.667,0.059000000000000004,684.95,35518.0,0
2018-01-01 00:03:00,6.1739999999999995,0.01,0.0,58478.0,0
2018-01-01 00:04:00,14.258,0.039,0.0,89295.0,0
2018-01-01 00:05:00,59.523999999999994,0.084,0.0,34998.0,0
2018-01-01 00:06:00,6.353,0.011000000000000001,0.0,59448.0,0
2018-01-01 00:07:00,5.545,0.009000000000000001,0.0,60871.0,0
2018-01-01 00:08:00,28.912,0.055,0.0,60715.0,0
2018-01-01 00:09:00,21.504,0.045,0.0,60218.0,0
2018-01-01 00:10:00,6.532,0.012,343.56699999999995,60728.0,0
2018-01-01 00:11:00,8.583,0.013999999999999999,0.0,82652.0,0
2018-01-01 00:12:00,7.56,0.013000000000000001,0.0,58712.0,0
2018-01-01 00:13:00,8.894,0.011000000000000001,0.0,10949.0,0
2018-01-01 00:14:00,8.146,0.019,0.0,93344.0,0
2018-01-01 00:15:00,8.702,0.019,0.0,52374.0,0
2018-01-01 00:16:00,30.897,0.045,962.2280000000001,43762.0,0
2018-01-01 00:17:00,8.913,0.013999999999999999,0.0,40220.0,0
2018-01-01 00:18:00,5.846,0.01,0.0,39152.0,0
2018-01-01 00:19:00,7.18,0.015,0.0,61294.0,0
2018-01-01 00:20:00,6.987,0.009000000000000001,0.0,56071.0,0
2018-01-01 00:21:00,7.577000000000001,0.013000000000000001,0.0,60624.0,0
2018-01-01 00:22:00,7.45,0.013999999999999999,342.69,59101.0,0
2018-01-01 00:23:00,7.925,0.013999999999999999,0.0,61616.0,0
2018-01-01 00:24:00,9.068,0.022000000000000002,0.0,63536.0,0
2018-01-01 00:25:00,8.277000000000001,0.013999999999999999,0.0,59979.0,0
2018-01-01 00:26:00,8.113999999999999,0.013999999999999999,0.0,61025.0,0
2018-01-01 00:27:00,9.98,0.017,0.0,60437.0,0
2018-01-01 00:28:00,39.731,0.069,0.0,60107.0,0
2018-01-01 00:29:00,7.309,0.017,0.0,63740.0,0
2018-01-01 00:30:00,12.244000000000002,0.017,0.0,55096.0,0
2018-01-01 00:31:00,7.2520000000000024,0.015,0.0,61293.0,0
2018-01-01 00:32:00,5.5920000000000005,0.01,0.0,42833.0,0
2018-01-01 00:33:00,16.024,0.045,20679.0,42432.0,0
2018-01-01 00:34:00,8.594,0.025,4828.0,44655.0,0
2018-01-01 00:35:00,48.412,0.079,0.0,58458.0,0
2018-01-01 00:36:00,6.928,0.011000000000000001,68.696,59304.0,0
2018-01-01 00:37:00,5.9570000000000025,0.009000000000000001,0.0,58343.0,0
2018-01-01 00:38:00,6.452999999999999,0.011000000000000001,0.0,60112.0,0
2018-01-01 00:39:00,7.17,0.023,68.843,92306.0,0
2018-01-01 00:40:00,14.81,0.021,68.722,58722.0,0
2018-01-01 00:41:00,3.44,0.006,0.0,34867.0,0
2018-01-01 00:42:00,7.327000000000001,0.012,68.71300000000001,59118.0,0
2018-01-01 00:43:00,61.736000000000004,0.11,0.0,60818.0,0
2018-01-01 00:44:00,7.624,0.022000000000000002,0.0,67008.0,0
2018-01-01 00:45:00,9.266,0.012,0.0,56602.0,0
2018-01-01 00:46:00,8.529,0.017,0.0,63874.0,0
2018-01-01 00:47:00,52.545,0.09699999999999999,0.0,54040.0,0
2018-01-01 00:48:00,4.978,0.008,0.0,23538.0,0
2018-01-01 00:49:00,14.765,0.037000000000000005,0.0,46227.0,0
2018-01-01 00:50:00,5.365,0.011000000000000001,0.0,64153.0,0
2018-01-01 00:51:00,6.694,0.011000000000000001,0.0,59081.0,0
2018-01-01 00:52:00,5.332999999999998,0.009000000000000001,0.0,35444.0,0
2018-01-01 00:53:00,7.789,0.012,0.0,106542.0,0
2018-01-01 00:54:00,6.5,0.016,412.366,62620.0,0
2018-01-01 00:55:00,7.101,0.011000000000000001,0.0,11157.0,0
2018-01-01 00:56:00,5.7079999999999975,0.009000000000000001,137.156,57595.0,0
2018-01-01 00:57:00,7.148,0.013000000000000001,0.0,84739.0,0
2018-01-01 00:58:00,6.364,0.012,0.0,85315.0,0
2018-01-01 00:59:00,14.651,0.086,137.27100000000002,120716.0,0
2018-01-01 01:00:00,5.4879999999999995,0.011000000000000001,68.684,61306.0,0
2018-01-01 01:01:00,13.838,0.034,0.0,63750.0,0
2018-01-01 01:02:00,20.941,0.048,0.0,59915.0,0
2018-01-01 01:03:00,30.329,0.04,963.643,45977.0,0
2018-01-01 01:04:00,7.975,0.021,0.0,58508.0,0
2018-01-01 01:05:00,5.0760000000000005,0.01,1675.0,30894.0,0
2018-01-01 01:06:00,7.289,0.011000000000000001,0.0,53722.0,0
2018-01-01 01:07:00,5.6979999999999995,0.01,0.0,58279.0,0
2018-01-01 01:08:00,13.296,0.024,0.0,84440.0,0
2018-01-01 01:09:00,35.446,0.077,0.0,37417.0,0
2018-01-01 01:10:00,5.808,0.01,0.0,60279.0,0
2018-01-01 01:11:00,14.511,0.023,0.0,83143.0,0
2018-01-01 01:12:00,17.679000000000006,0.033,0.0,61340.0,0
2018-01-01 01:13:00,5.83,0.009000000000000001,0.0,34023.0,0
2018-01-01 01:14:00,8.818999999999997,0.025,0.0,42493.0,0
2018-01-01 01:15:00,8.203,0.016,0.0,85008.0,0
2018-01-01 01:16:00,18.807000000000002,0.036000000000000004,0.0,38166.0,0
2018-01-01 01:17:00,8.051,0.011000000000000001,0.0,56561.0,0
2018-01-01 01:18:00,18.593,0.034,1072.0,92782.0,0
2018-01-01 01:19:00,9.228,0.02,0.0,45362.0,0
2018-01-01 01:20:00,6.545,0.01,0.0,10717.0,0
2018-01-01 01:21:00,11.009,0.021,548.809,59289.0,0
2018-01-01 01:22:00,7.612,0.013000000000000001,0.0,60035.0,0
2018-01-01 01:23:00,8.449,0.013000000000000001,137.27100000000002,58850.0,0
2018-01-01 01:24:00,54.08600000000001,0.127,0.0,62050.0,0
2018-01-01 01:25:00,4.819,0.013000000000000001,68.759,67618.0,0
2018-01-01 01:26:00,9.021,0.013999999999999999,68.748,58342.0,0
2018-01-01 01:27:00,7.494,0.01,68.829,56528.0,0
2018-01-01 01:28:00,16.038,0.027999999999999997,0.0,36312.0,0
2018-01-01 01:29:00,8.916,0.02,0.0,111569.0,0
2018-01-01 01:30:00,9.314,0.021,0.0,64021.0,0
2018-01-01 01:31:00,5.191,0.008,0.0,11203.0,0
2018-01-01 01:32:00,8.352,0.013000000000000001,0.0,58508.0,0
2018-01-01 01:33:00,9.037,0.016,0.0,102454.0,0
2018-01-01 01:34:00,5.152,0.011000000000000001,0.0,13911.0,0
2018-01-01 01:35:00,8.327,0.013999999999999999,0.0,42663.0,0
2018-01-01 01:36:00,10.125,0.022000000000000002,1677.0,79960.0,0
2018-01-01 01:37:00,7.556,0.015,0.0,59162.0,0
2018-01-01 01:38:00,3.83,0.006,0.0,10474.0,0
2018-01-01 01:39:00,9.425,0.023,68.426,63014.0,0
2018-01-01 01:40:00,8.04,0.013000000000000001,0.0,108090.0,0
2018-01-01 01:41:00,23.103,0.040999999999999995,0.0,11266.0,0
