@timestamp,system.memory.used.pct,label
2018-01-01 00:00:00,0.8429,0
2018-01-01 00:00:10,0.8471,0
2018-01-01 00:00:20,0.8489,0
2018-01-01 00:00:30,0.8547,0
2018-01-01 00:00:40,0.8558,0
2018-01-01 00:00:50,0.8574,0
2018-01-01 00:01:00,0.8577,0
2018-01-01 00:01:10,0.8873,0
2018-01-01 00:01:20,0.8876,0
2018-01-01 00:01:30,0.8881,0
2018-01-01 00:01:40,0.8883,0
2018-01-01 00:01:50,0.8885,0
2018-01-01 00:02:00,0.8889,0
2018-01-01 00:02:10,0.8882,0
2018-01-01 00:02:20,0.8821,0
2018-01-01 00:02:30,0.8821,0
2018-01-01 00:02:40,0.8821,0
2018-01-01 00:02:50,0.8821,0
2018-01-01 00:03:00,0.8825,0
2018-01-01 00:03:10,0.8827,0
2018-01-01 00:03:20,0.8826,0
2018-01-01 00:03:30,0.8831,0
2018-01-01 00:03:40,0.8831,0
2018-01-01 00:03:50,0.8832,0
2018-01-01 00:04:00,0.8835,0
2018-01-01 00:04:10,0.8871,0
2018-01-01 00:04:20,0.8871,0
2018-01-01 00:04:30,0.8899,0
2018-01-01 00:04:40,0.8898,0
2018-01-01 00:04:50,0.8899,0
2018-01-01 00:05:00,0.8927,0
2018-01-01 00:05:10,0.8929,0
2018-01-01 00:05:20,0.8934,0
2018-01-01 00:05:30,0.8939,0
2018-01-01 00:05:40,0.8947,0
2018-01-01 00:05:50,0.8947,0
2018-01-01 00:06:00,0.8951,0
2018-01-01 00:06:10,0.8962,0
2018-01-01 00:06:20,0.8962,0
2018-01-01 00:06:30,0.8966,0
2018-01-01 00:06:40,0.8966,0
2018-01-01 00:06:50,0.8967,0
2018-01-01 00:07:00,0.8971,0
2018-01-01 00:07:10,0.8973,0
2018-01-01 00:07:20,0.8973,0
2018-01-01 00:07:30,0.8976,0
2018-01-01 00:07:40,0.8977,0
2018-01-01 00:07:50,0.8977,0
2018-01-01 00:08:00,0.8981,0
2018-01-01 00:08:10,0.8983,0
2018-01-01 00:08:20,0.8983,0
2018-01-01 00:08:30,0.8986,0
2018-01-01 00:08:40,0.8987,0
2018-01-01 00:08:50,0.8988,0
2018-01-01 00:09:00,0.8991,0
2018-01-01 00:09:10,0.8993,0
2018-01-01 00:09:20,0.8993,0
2018-01-01 00:09:30,0.8997,0
2018-01-01 00:09:40,0.8996,0
2018-01-01 00:09:50,0.8996,0
2018-01-01 00:10:00,0.9001,0
2018-01-01 00:10:10,0.9003,0
2018-01-01 00:10:20,0.9003,0
2018-01-01 00:10:30,0.9006,0
2018-01-01 00:10:40,0.9006,0
2018-01-01 00:10:50,0.9006,0
2018-01-01 00:11:00,0.9009999999999999,0
2018-01-01 00:11:10,0.9013,0
2018-01-01 00:11:20,0.9013,0
2018-01-01 00:11:30,0.9017,0
2018-01-01 00:11:40,0.9017,0
2018-01-01 00:11:50,0.9017,0
2018-01-01 00:12:00,0.9021,0
2018-01-01 00:12:10,0.9022,0
2018-01-01 00:12:20,0.9022,0
2018-01-01 00:12:30,0.9026,0
2018-01-01 00:12:40,0.9026,0
2018-01-01 00:12:50,0.9027,0
2018-01-01 00:13:00,0.9032,0
2018-01-01 00:13:10,0.9033,0
2018-01-01 00:13:20,0.9033,0
2018-01-01 00:13:30,0.9037,0
2018-01-01 00:13:40,0.9038,0
2018-01-01 00:13:50,0.9037,0
2018-01-01 00:14:00,0.9042,0
2018-01-01 00:14:10,0.9046,0
2018-01-01 00:14:20,0.9047,0
2018-01-01 00:14:30,0.9049,0
2018-01-01 00:14:40,0.905,0
2018-01-01 00:14:50,0.9103,0
2018-01-01 00:15:00,0.9107,0
2018-01-01 00:15:10,0.9126,0
2018-01-01 00:15:20,0.9146,0
2018-01-01 00:15:30,0.9155,0
2018-01-01 00:15:40,0.9163,0
2018-01-01 00:15:50,0.9189,0
2018-01-01 00:16:00,0.9191,0
2018-01-01 00:16:10,0.9197,0
2018-01-01 00:16:20,0.9197,0
2018-01-01 00:16:30,0.9202,0
2018-01-01 00:16:40,0.9204,0
2018-01-01 00:16:50,0.9175,0
2018-01-01 00:17:00,0.9177,0
2018-01-01 00:17:10,0.9178,0
2018-01-01 00:17:20,0.9179999999999999,0
2018-01-01 00:17:30,0.9182,0
2018-01-01 00:17:40,0.9183,0
2018-01-01 00:17:50,0.9183,0
2018-01-01 00:18:00,0.9178,0
2018-01-01 00:18:10,0.9179,0
2018-01-01 00:18:20,0.9179999999999999,0
2018-01-01 00:18:30,0.9128,0
2018-01-01 00:18:40,0.9129,0
2018-01-01 00:18:50,0.9127,0
2018-01-01 00:19:00,0.9128,0
2018-01-01 00:19:10,0.9131,0
2018-01-01 00:19:20,0.9129999999999999,0
2018-01-01 00:19:30,0.9133,0
2018-01-01 00:19:40,0.9134,0
2018-01-01 00:19:50,0.9134,0
2018-01-01 00:20:00,0.9138,0
2018-01-01 00:20:10,0.914,0
2018-01-01 00:20:20,0.914,0
2018-01-01 00:20:30,0.9144,0
2018-01-01 00:20:40,0.9143,0
2018-01-01 00:20:50,0.9143,0
2018-01-01 00:21:00,0.9147,0
2018-01-01 00:21:10,0.9152,0
2018-01-01 00:21:20,0.9152,0
2018-01-01 00:21:30,0.9154,0
2018-01-01 00:21:40,0.9155,0
2018-01-01 00:21:50,0.9155,0
2018-01-01 00:22:00,0.9159,0
2018-01-01 00:22:10,0.9161,0
2018-01-01 00:22:20,0.9161,0
2018-01-01 00:22:30,0.9165,0
2018-01-01 00:22:40,0.9167,0
2018-01-01 00:22:50,0.9167,0
