@timestamp,jvm.metrics.memory.heap_memory_usage.committed,jvm.metrics.memory.heap_memory_usage.max,jvm.metrics.memory.heap_memory_usage.used,jvm.metrics.threading.thread_count,jvm.metrics.gc.psms.collection_count,jvm.metrics.gc.psms.collection_time,jvm.metrics.gc.pss.collection_count,jvm.metrics.gc.pss.collection_time
2018-01-01 00:00:00,1976565760,1976565760,1505587584,2608,0,0,2,150
2018-01-01 00:01:00,1934622720,1934622720,1287595216,2640,0,0,4,305
2018-01-01 00:02:00,1954545664,1954545664,1527851160,2677,0,0,3,241
2018-01-01 00:03:00,1965555712,1965555712,1474335432,2712,0,0,4,319
2018-01-01 00:04:00,1971847168,1971847168,1358321072,2755,0,0,4,290
2018-01-01 00:05:00,1973944320,1973944320,1629508488,2798,0,0,3,203
2018-01-01 00:06:00,1980235776,1980235776,1381313464,2821,0,0,4,265
2018-01-01 00:07:00,1989672960,1989672960,1519308352,2857,0,0,3,207
2018-01-01 00:08:00,1992818688,1992818688,1609430776,2894,0,0,3,206
2018-01-01 00:09:00,2000683008,2000683008,1679362192,2923,0,0,3,198
2018-01-01 00:10:00,2000683008,2000683008,1693187336,2948,0,0,3,194
2018-01-01 00:11:00,2008023040,2008023040,1722721672,2985,0,0,3,205
2018-01-01 00:12:00,2009595904,2009595904,1712067504,3009,0,0,3,191
2018-01-01 00:13:00,2012741632,2012741632,1690986128,3040,0,0,3,200
2018-01-01 00:14:00,2008547328,2008547328,1613105584,3175,0,0,3,205
2018-01-01 00:15:00,2001207296,2001207296,1635169008,3257,0,0,2,146
2018-01-01 00:16:00,1976565760,1976565760,1460706680,3309,0,0,3,232
2018-01-01 00:17:00,1935671296,1935671296,1633457088,3337,0,0,3,246
2018-01-01 00:18:00,1900019712,1908932608,1694389256,3360,0,0,4,339
2018-01-01 00:19:00,1950351360,1950351360,1766355496,3390,0,0,4,328
2018-01-01 00:20:00,1802502144,1908932608,1126530984,3408,1,802,4,258
2018-01-01 00:21:00,1936195584,1936195584,1222008168,1334,0,0,4,166
2018-01-01 00:22:00,1967652864,1967652864,967055736,1354,0,0,5,216
2018-01-01 00:23:00,1976565760,1976565760,1175120744,1384,0,0,3,162
2018-01-01 00:24:00,2000158720,2000158720,1303350256,1415,0,0,3,170
2018-01-01 00:25:00,2004877312,2004877312,1297596400,1438,0,0,3,170
2018-01-01 00:26:00,2010644480,2010644480,1249259984,1464,0,0,3,171
2018-01-01 00:27:00,1996488704,1996488704,1207314672,1483,0,0,3,180
2018-01-01 00:28:00,2010120192,2010120192,1137980184,1509,0,0,3,176
2018-01-01 00:29:00,2008023040,2008023040,1122667904,1542,0,0,3,178
2018-01-01 00:30:00,1987575808,1987575808,1392268504,1621,0,0,2,125
2018-01-01 00:31:00,1989148672,1989148672,1485224864,1696,0,0,2,126
2018-01-01 00:32:00,1983381504,1983381504,1459862704,1748,0,0,3,194
2018-01-01 00:33:00,1975517184,1975517184,1121581528,1772,0,0,4,273
2018-01-01 00:34:00,1972895744,1972895744,1282125968,1790,0,0,3,209
2018-01-01 00:35:00,1982857216,1982857216,1438502856,1804,0,0,3,202
2018-01-01 00:36:00,1984954368,1984954368,1169343912,1840,0,0,4,240
2018-01-01 00:37:00,1913126912,1913126912,1286103976,1877,0,0,3,176
2018-01-01 00:38:00,1994391552,1994391552,1383641672,1903,0,0,3,177
2018-01-01 00:39:00,1996488704,1996488704,1419048800,1928,0,0,3,174
2018-01-01 00:40:00,2006974464,2006974464,1450059072,1989,0,0,3,179
2018-01-01 00:41:00,1995964416,1995964416,1410037792,2020,0,0,3,188
2018-01-01 00:42:00,2004877312,2004877312,1389309608,2054,0,0,3,193
2018-01-01 00:43:00,2005925888,2005925888,1360325032,2097,0,0,3,187
2018-01-01 00:44:00,2013790208,2013790208,1360662840,2123,0,0,3,188
2018-01-01 00:45:00,2011693056,2011693056,1313633112,2189,0,0,3,191
2018-01-01 00:46:00,1986002944,1986002944,1509701072,2275,0,0,2,139
2018-01-01 00:47:00,1987575808,1987575808,1663841280,2327,0,0,2,139
2018-01-01 00:48:00,1974468608,1974468608,1664389560,2365,0,0,3,218
2018-01-01 00:49:00,1972895744,1972895744,1596094832,2392,0,0,4,301
2018-01-01 00:50:00,1971322880,1971322880,1778844640,2422,0,0,3,235
2018-01-01 00:51:00,1797783552,1908932608,1019342032,2427,1,679,4,189
2018-01-01 00:52:00,1946681344,1946681344,991609104,1348,0,0,4,165
2018-01-01 00:53:00,1977614336,1977614336,1265734864,1366,0,0,3,151
2018-01-01 00:54:00,1998585856,1998585856,1034955192,1393,0,0,4,223
2018-01-01 00:55:00,1996488704,1996488704,1085399992,1418,0,0,3,172
2018-01-01 00:56:00,2014838784,2014838784,1083485896,1453,0,0,3,167
2018-01-01 00:57:00,2016411648,2016411648,1446263648,1491,0,0,2,123
2018-01-01 00:58:00,1997012992,1997012992,1422348672,1531,0,0,3,175
2018-01-01 00:59:00,2004353024,2004353024,1334129768,1564,0,0,3,183
2018-01-01 01:00:00,1994391552,1994391552,1273801264,1589,0,0,3,193
2018-01-01 01:01:00,1990197248,1990197248,1273800168,1653,0,0,3,195
2018-01-01 01:02:00,1984430080,1984430080,1398463656,1746,0,0,2,134
2018-01-01 01:03:00,1966604288,1966604288,1281287552,1803,0,0,3,213
2018-01-01 01:04:00,1963982848,1963982848,1435584216,1826,0,0,3,216
2018-01-01 01:05:00,1967652864,1967652864,1381720456,1867,0,0,5,385
2018-01-01 01:06:00,1979187200,1979187200,1604593320,1905,0,0,3,218
2018-01-01 01:07:00,1980760064,1980760064,1370939296,1929,0,0,4,257
2018-01-01 01:08:00,1983381504,1983381504,1497631560,1979,0,0,3,181
2018-01-01 01:09:00,1992818688,1992818688,1613749968,2005,0,0,3,189
2018-01-01 01:10:00,1995964416,1995964416,1662733560,2034,0,0,3,185
2018-01-01 01:11:00,2001207296,2001207296,1676809880,2066,0,0,3,190
2018-01-01 01:12:00,2004353024,2004353024,1613850864,2088,0,0,3,192
2018-01-01 01:13:00,2009595904,2009595904,1561208208,2115,0,0,3,185
2018-01-01 01:14:00,2011693056,2011693056,1511984624,2147,0,0,3,189
2018-01-01 01:15:00,2013790208,2013790208,1891583808,2176,0,0,2,133
2018-01-01 01:16:00,2017984512,2017984512,1827680472,2197,0,0,3,202
2018-01-01 01:17:00,2017984512,2017984512,1582348136,2237,0,0,3,185
2018-01-01 01:18:00,2013790208,2013790208,1627690624,2325,0,0,2,141
2018-01-01 01:19:00,2005925888,2005925888,1887580704,2369,0,0,2,146
2018-01-01 01:20:00,1991770112,1991770112,1143813984,2385,1,677,3,219
2018-01-01 01:21:00,1969750016,1969750016,964970496,1342,0,0,4,157
