@timestamp,jvm.metrics.memory.heap_memory_usage.committed,jvm.metrics.memory.heap_memory_usage.max,jvm.metrics.memory.heap_memory_usage.used,jvm.metrics.threading.thread_count,jvm.metrics.gc.psms.collection_count,jvm.metrics.gc.psms.collection_time,jvm.metrics.gc.pss.collection_count,jvm.metrics.gc.pss.collection_time
2018-01-01 00:00:00,2043674624,2043674624,1042703760,1002,0,0,2,74
2018-01-01 00:01:00,2045247488,2045247488,583003704,1002,0,0,3,102
2018-01-01 00:02:00,2048917504,2048917504,606613792,1002,0,0,2,68
2018-01-01 00:03:00,2053111808,2053111808,618065880,1004,0,0,2,70
2018-01-01 00:04:00,2056781824,2056781824,613139576,1003,0,0,2,69
2018-01-01 00:05:00,2060976128,2060976128,602959032,1027,0,0,2,69
2018-01-01 00:06:00,2069364736,2069364736,1090870624,1027,0,0,1,39
2018-01-01 00:07:00,2073559040,2073559040,1109439864,1074,0,0,2,80
2018-01-01 00:08:00,2057306112,2057306112,603008632,1147,0,0,3,127
2018-01-01 00:09:00,2072510464,2072510464,1121401152,1105,0,0,1,43
2018-01-01 00:10:00,2073559040,2073559040,607402528,1133,0,0,3,129
2018-01-01 00:11:00,2075656192,2075656192,1122737976,1117,0,0,1,44
2018-01-01 00:12:00,2077753344,2077753344,1022370848,1081,0,0,2,84
2018-01-01 00:13:00,2079326208,2079326208,955988440,1068,0,0,2,87
2018-01-01 00:14:00,2078277632,2078277632,876090920,1053,0,0,2,97
2018-01-01 00:15:00,2074607616,2074607616,798121608,1052,0,0,2,98
2018-01-01 00:16:00,2076704768,2076704768,701776992,1056,0,0,2,77
2018-01-01 00:17:00,2077753344,2077753344,625396392,1052,0,0,2,76
2018-01-01 00:18:00,2077229056,2077229056,1109382624,1057,0,0,1,40
2018-01-01 00:19:00,2078801920,2078801920,1030605360,1056,0,0,2,85
2018-01-01 00:20:00,2081947648,2081947648,932751160,1053,0,0,2,86
2018-01-01 00:21:00,2078801920,2078801920,848531744,1077,0,0,2,93
2018-01-01 00:22:00,2082471936,2082471936,710111368,1091,0,0,2,79
2018-01-01 00:23:00,2084044800,2084044800,634439120,1108,0,0,2,81
2018-01-01 00:24:00,2085617664,2085617664,1181865080,1158,0,0,1,40
2018-01-01 00:25:00,2084044800,2084044800,1179455776,1203,0,0,2,89
2018-01-01 00:26:00,2080374784,2080374784,1084510504,1203,0,0,2,93
2018-01-01 00:27:00,2077229056,2077229056,990892344,1149,0,0,2,93
2018-01-01 00:28:00,2076180480,2076180480,897888456,1117,0,0,2,98
2018-01-01 00:29:00,2075131904,2075131904,823086192,1116,0,0,2,103
2018-01-01 00:30:00,2073034752,2073034752,728962784,1099,0,0,2,91
2018-01-01 00:31:00,2073559040,2073559040,656461592,1099,0,0,2,80
2018-01-01 00:32:00,2073559040,2073559040,1154583440,1099,0,0,1,40
2018-01-01 00:33:00,2074607616,2074607616,1084090808,1101,0,0,2,82
2018-01-01 00:34:00,2076704768,2076704768,998324888,1100,0,0,2,91
2018-01-01 00:35:00,2079850496,2079850496,910388376,1100,0,0,2,93
2018-01-01 00:36:00,2073034752,2073034752,817743520,1108,0,0,2,97
2018-01-01 00:37:00,2079326208,2079326208,672405312,1106,0,0,2,77
2018-01-01 00:38:00,2079850496,2079850496,1164801224,1144,0,0,1,41
2018-01-01 00:39:00,2082996224,2082996224,1071534936,1145,0,0,2,87
2018-01-01 00:40:00,2080374784,2080374784,1047905008,1205,0,0,2,92
2018-01-01 00:41:00,2077753344,2077753344,1037726776,1224,0,0,2,98
2018-01-01 00:42:00,2070937600,2070937600,955389768,1246,0,0,2,102
2018-01-01 00:43:00,2071461888,2071461888,905867328,1181,0,0,2,101
2018-01-01 00:44:00,2069364736,2069364736,856345032,1178,0,0,2,104
2018-01-01 00:45:00,2069889024,2069889024,773026776,1146,0,0,2,81
2018-01-01 00:46:00,2070937600,2070937600,708231640,1146,0,0,2,77
2018-01-01 00:47:00,2072510464,2072510464,654960792,1146,0,0,2,84
2018-01-01 00:48:00,2071461888,2071461888,1156529120,1148,0,0,1,39
2018-01-01 00:49:00,2064646144,2064646144,634861000,1147,1,477,3,117
2018-01-01 00:50:00,2065170432,2065170432,593344944,953,0,0,2,41
2018-01-01 00:51:00,2070937600,2070937600,635614312,959,0,0,2,50
2018-01-01 00:52:00,2067791872,2067791872,595465832,960,0,0,2,65
2018-01-01 00:53:00,2053111808,2053111808,1067294240,971,0,0,1,38
2018-01-01 00:54:00,2045247488,2045247488,1058011528,1009,0,0,2,76
2018-01-01 00:55:00,2047344640,2047344640,577829888,1066,0,0,3,123
2018-01-01 00:56:00,2048393216,2048393216,576863592,1025,0,0,2,83
2018-01-01 00:57:00,2033713152,2033713152,741844328,1089,0,0,2,96
2018-01-01 00:58:00,2041053184,2041053184,843790376,1040,0,0,2,96
2018-01-01 00:59:00,2046296064,2046296064,928704400,1043,0,0,2,88
2018-01-01 01:00:00,2049966080,2049966080,954341920,1032,0,0,2,82
2018-01-01 01:01:00,2052587520,2052587520,975389880,1002,0,0,2,80
2018-01-01 01:02:00,2056257536,2056257536,988053280,1002,0,0,2,75
2018-01-01 01:03:00,2059927552,2059927552,1001195984,1004,0,0,2,75
2018-01-01 01:04:00,2064646144,2064646144,979993824,1003,0,0,2,79
2018-01-01 01:05:00,2069364736,2069364736,940246352,1002,0,0,2,81
2018-01-01 01:06:00,2074083328,2074083328,902149536,1009,0,0,2,82
2018-01-01 01:07:00,2077753344,2077753344,834528056,1019,0,0,2,87
2018-01-01 01:08:00,2077229056,2077229056,724630896,1022,0,0,2,95
2018-01-01 01:09:00,2066219008,2066219008,807705856,1168,0,0,2,91
2018-01-01 01:10:00,2067267584,2067267584,828781192,1108,0,0,2,105
2018-01-01 01:11:00,2064121856,2064121856,828874016,1108,0,0,2,100
2018-01-01 01:12:00,2064646144,2064646144,853564504,1123,0,0,2,103
2018-01-01 01:13:00,2066219008,2066219008,896648072,1110,0,0,2,100
2018-01-01 01:14:00,2068316160,2068316160,883325272,1114,0,0,2,101
2018-01-01 01:15:00,2070413312,2070413312,862343888,1093,0,0,2,100
2018-01-01 01:16:00,2073034752,2073034752,807938192,1071,0,0,2,102
2018-01-01 01:17:00,2070937600,2070937600,726212064,1052,0,0,2,90
2018-01-01 01:18:00,2069889024,2069889024,671906608,1054,0,0,2,77
2018-01-01 01:19:00,2070413312,2070413312,629209792,1054,0,0,2,76
2018-01-01 01:20:00,2070413312,2070413312,1110391656,1052,0,0,1,39
2018-01-01 01:21:00,2071461888,2071461888,1059064864,1052,0,0,2,81
2018-01-01 01:22:00,2074083328,2074083328,996464816,1052,0,0,2,88
2018-01-01 01:23:00,2077753344,2077753344,925487104,1060,0,0,2,91
2018-01-01 01:24:00,2080374784,2080374784,974699144,1211,0,0,2,96
2018-01-01 01:25:00,2068316160,2068316160,886275408,1210,0,0,2,102
2018-01-01 01:26:00,2067791872,2067791872,882691240,1180,0,0,2,98
2018-01-01 01:27:00,2058354688,2058354688,836521416,1164,0,0,2,100
2018-01-01 01:28:00,2054160384,2054160384,868221808,1204,0,0,2,105
2018-01-01 01:29:00,2065170432,2065170432,865542248,1171,0,0,2,100
2018-01-01 01:30:00,2065694720,2065694720,846785136,1146,0,0,2,103
2018-01-01 01:31:00,2066743296,2066743296,745165144,1129,0,0,2,94
2018-01-01 01:32:00,2027421696,2027421696,692774272,1104,0,0,2,75
2018-01-01 01:33:00,2065694720,2065694720,644750128,1106,0,0,2,79
2018-01-01 01:34:00,2067267584,2067267584,1154084232,1105,0,0,1,41
2018-01-01 01:35:00,2069889024,2069889024,1105898368,1104,0,0,2,81
2018-01-01 01:36:00,2073559040,2073559040,1047813296,1104,0,0,2,81
2018-01-01 01:37:00,2076704768,2076704768,978705784,1105,0,0,2,86
2018-01-01 01:38:00,2079850496,2079850496,912589760,1104,0,0,2,94
2018-01-01 01:39:00,2081947648,2081947648,791228552,1113,0,0,2,92
2018-01-01 01:40:00,2069364736,2069364736,857995944,1255,0,0,2,91
2018-01-01 01:41:00,2069364736,2069364736,824471880,1190,0,0,2,103
2018-01-01 01:42:00,2064121856,2064121856,859429760,1229,0,0,2,104
2018-01-01 01:43:00,2063597568,2063597568,914747616,1231,0,0,2,104
2018-01-01 01:44:00,2066743296,2066743296,903516128,1207,0,0,2,99
2018-01-01 01:45:00,2068840448,2068840448,923411424,1219,0,0,2,118
2018-01-01 01:46:00,2071461888,2071461888,899425664,1187,0,0,2,102
2018-01-01 01:47:00,2074083328,2074083328,833259960,1154,0,0,2,103
2018-01-01 01:48:00,2070413312,2070413312,750412688,1156,0,0,2,80
2018-01-01 01:49:00,2062024704,2062024704,649436504,1155,1,472,2,77
2018-01-01 01:50:00,2058354688,2058354688,614358288,952,0,0,2,37
2018-01-01 01:51:00,2065694720,2065694720,658366464,952,0,0,2,53
2018-01-01 01:52:00,2070937600,2070937600,625907288,952,0,0,2,59
2018-01-01 01:53:00,2068316160,2068316160,540273032,953,0,0,2,70
2018-01-01 01:54:00,2050490368,2050490368,1049716048,976,0,0,1,35
2018-01-01 01:55:00,2053636096,2053636096,954429584,975,0,0,2,76
2018-01-01 01:56:00,2041053184,2041053184,944486216,995,0,0,2,87
2018-01-01 01:57:00,2034761728,2034761728,1042617904,1083,0,0,2,87
2018-01-01 01:58:00,2053636096,2053636096,680646024,1129,0,0,3,126
2018-01-01 01:59:00,2057830400,2057830400,698535288,1130,0,0,2,89
2018-01-01 02:00:00,2061500416,2061500416,819228488,1119,0,0,2,95
2018-01-01 02:01:00,2065694720,2065694720,869202520,1056,0,0,2,93
2018-01-01 02:02:00,2068840448,2068840448,858374984,1056,0,0,2,95
2018-01-01 02:03:00,2071461888,2071461888,810658824,1007,0,0,2,90
2018-01-01 02:04:00,2074083328,2074083328,753973416,1004,0,0,2,94
2018-01-01 02:05:00,2073034752,2073034752,670911584,1003,0,0,2,87
2018-01-01 02:06:00,2071461888,2071461888,595652232,1003,0,0,2,82
2018-01-01 02:07:00,2071986176,2071986176,1079232144,1003,0,0,1,36
2018-01-01 02:08:00,2072510464,2072510464,1018011496,1003,0,0,2,83
2018-01-01 02:09:00,2074607616,2074607616,938897624,1004,0,0,2,88
2018-01-01 02:10:00,2077753344,2077753344,833706232,1012,0,0,2,86
2018-01-01 02:11:00,2079326208,2079326208,878474872,1147,0,0,2,97
2018-01-01 02:12:00,2075656192,2075656192,806019368,1059,0,0,2,99
2018-01-01 02:13:00,2068316160,2068316160,836573080,1122,0,0,2,103
2018-01-01 02:14:00,2059403264,2059403264,910571960,1163,0,0,2,104
2018-01-01 02:15:00,2066743296,2066743296,842718288,1162,0,0,2,100
2018-01-01 02:16:00,2067791872,2067791872,872635480,1143,0,0,2,97
2018-01-01 02:17:00,2068840448,2068840448,895210968,1112,0,0,2,104
2018-01-01 02:18:00,2070413312,2070413312,852151208,1114,0,0,2,100
2018-01-01 02:19:00,2071461888,2071461888,791713744,1053,0,0,2,103
2018-01-01 02:20:00,2042626048,2042626048,703548504,1052,0,0,2,83
2018-01-01 02:21:00,2036858880,2036858880,645953128,1052,0,0,2,75
2018-01-01 02:22:00,2069889024,2069889024,1121655616,1052,0,0,1,39
2018-01-01 02:23:00,2071461888,2071461888,1063572536,1052,0,0,2,79
2018-01-01 02:24:00,2074607616,2074607616,957227952,1053,0,0,2,82
