@timestamp,jvm.metrics.memory.heap_memory_usage.committed,jvm.metrics.memory.heap_memory_usage.max,jvm.metrics.memory.heap_memory_usage.used,jvm.metrics.threading.thread_count,jvm.metrics.gc.psms.collection_count,jvm.metrics.gc.psms.collection_time,jvm.metrics.gc.pss.collection_count,jvm.metrics.gc.pss.collection_time
2018-01-01 00:00:00,1959264256,1959264256,536266920,961,0,0,2,125
2018-01-01 00:01:00,1908932608,1908932608,457645496,1134,0,0,4,325
2018-01-01 00:02:00,1919942656,1919942656,462895664,1102,0,0,4,141
2018-01-01 00:03:00,1952972800,1952972800,662337336,937,0,0,3,119
2018-01-01 00:04:00,1959788544,1959788544,712203016,938,0,0,3,131
2018-01-01 00:05:00,1987051520,1987051520,642082928,938,0,0,3,123
2018-01-01 00:06:00,1990721536,1990721536,473614240,937,0,0,3,104
2018-01-01 00:07:00,1994915840,1994915840,677117600,937,0,0,2,85
2018-01-01 00:08:00,2005401600,2005401600,833871208,937,0,0,2,67
2018-01-01 00:09:00,2025324544,2025324544,529566792,938,0,0,3,94
2018-01-01 00:10:00,2037907456,2037907456,636345784,938,0,0,2,88
2018-01-01 00:11:00,2047344640,2047344640,658847392,937,0,0,2,79
2018-01-01 00:12:00,2055733248,2055733248,659633128,937,0,0,2,83
2018-01-01 00:13:00,2063073280,2063073280,627419728,937,0,0,2,82
2018-01-01 00:14:00,2067791872,2067791872,560603480,940,0,0,2,90
2018-01-01 00:15:00,2058878976,2058878976,646162872,1087,0,0,2,85
2018-01-01 00:16:00,2043674624,2043674624,758206160,1303,0,0,2,116
2018-01-01 00:17:00,2014314496,2014314496,570594480,1216,0,0,3,158
2018-01-01 00:18:00,2038956032,2038956032,533136448,1178,0,0,2,90
2018-01-01 00:19:00,2044198912,2044198912,553212088,988,0,0,2,91
2018-01-01 00:20:00,2051014656,2051014656,534337248,988,0,0,2,83
2018-01-01 00:21:00,2054684672,2054684672,492386000,987,0,0,2,78
2018-01-01 00:22:00,2057306112,2057306112,986646000,987,0,0,1,40
2018-01-01 00:23:00,2060976128,2060976128,952495304,987,0,0,2,76
2018-01-01 00:24:00,2064646144,2064646144,905965776,988,0,0,2,80
2018-01-01 00:25:00,2067267584,2067267584,834654312,988,0,0,2,78
2018-01-01 00:26:00,2070937600,2070937600,757379112,987,0,0,2,79
2018-01-01 00:27:00,2075656192,2075656192,672008992,987,0,0,2,89
2018-01-01 00:28:00,2078277632,2078277632,558980920,987,0,0,2,80
2018-01-01 00:29:00,2077229056,2077229056,995600888,990,0,0,1,31
2018-01-01 00:30:00,2077753344,2077753344,855290312,991,0,0,2,73
2018-01-01 00:31:00,2048393216,2048393216,672534912,1373,0,0,3,142
2018-01-01 00:32:00,2024275968,2024275968,996857016,1356,0,0,2,112
2018-01-01 00:33:00,2000683008,2000683008,930983408,1399,0,0,3,171
2018-01-01 00:34:00,2024800256,2024800256,969497504,1335,0,0,2,107
2018-01-01 00:35:00,2033713152,2033713152,551484704,1050,0,0,3,136
2018-01-01 00:36:00,2038956032,2038956032,607349376,1049,0,0,2,83
2018-01-01 00:37:00,2045771776,2045771776,649338320,1049,0,0,2,100
2018-01-01 00:38:00,2052587520,2052587520,657476176,1049,0,0,2,106
2018-01-01 00:39:00,2058354688,2058354688,648523456,1050,0,0,2,105
2018-01-01 00:40:00,2058354688,2058354688,596466152,1050,0,0,2,78
2018-01-01 00:41:00,2056257536,2056257536,519765936,1049,0,0,2,72
2018-01-01 00:42:00,2056781824,2056781824,1007468072,1049,0,0,1,30
2018-01-01 00:43:00,2056781824,2056781824,963669944,1049,0,0,2,68
2018-01-01 00:44:00,2058878976,2058878976,919240056,1052,0,0,2,75
2018-01-01 00:45:00,2063073280,2063073280,857068520,1052,0,0,2,77
2018-01-01 00:46:00,2068840448,2068840448,1065640024,1297,0,0,2,82
2018-01-01 00:47:00,2046296064,2046296064,736547560,1315,0,0,3,146
2018-01-01 00:48:00,2024800256,2024800256,673319200,1424,0,0,3,172
2018-01-01 00:49:00,1992294400,1992294400,1002682368,1448,0,0,2,116
2018-01-01 00:50:00,2033188864,2033188864,678452960,1282,0,0,3,172
2018-01-01 00:51:00,2040004608,2040004608,725993400,1120,0,0,2,106
2018-01-01 00:52:00,2045247488,2045247488,760771248,1120,0,0,2,100
2018-01-01 00:53:00,2049966080,2049966080,761280704,1120,0,0,2,102
2018-01-01 00:54:00,2053636096,2053636096,766414976,1121,0,0,2,102
2018-01-01 00:55:00,2057306112,2057306112,742001064,1121,0,0,2,98
2018-01-01 00:56:00,2060451840,2060451840,699293872,1120,0,0,2,98
2018-01-01 00:57:00,2062548992,2062548992,648845040,1120,0,0,2,93
2018-01-01 00:58:00,2057830400,2057830400,576031952,1120,0,0,2,62
2018-01-01 00:59:00,2060451840,2060451840,718386472,1123,1,813,2,74
2018-01-01 01:00:00,2061500416,2061500416,757186560,954,0,0,2,62
2018-01-01 01:01:00,2060976128,2060976128,718714280,951,0,0,2,69
2018-01-01 01:02:00,2041053184,2041053184,597859728,1251,0,0,3,134
2018-01-01 01:03:00,2005925888,2005925888,884338880,1256,0,0,2,97
2018-01-01 01:04:00,1990721536,1990721536,939492792,1306,0,0,3,157
2018-01-01 01:05:00,1942487040,1942487040,922593232,1241,0,0,3,154
2018-01-01 01:06:00,2004353024,2004353024,709009784,1076,0,0,3,137
2018-01-01 01:07:00,2006974464,2006974464,863589320,1001,0,0,2,83
2018-01-01 01:08:00,2008023040,2008023040,572764544,1001,0,0,3,109
2018-01-01 01:09:00,2010644480,2010644480,733793928,1002,0,0,2,90
2018-01-01 01:10:00,2020605952,2020605952,840044504,1002,0,0,2,78
2018-01-01 01:11:00,2027945984,2027945984,902194648,1001,0,0,2,68
2018-01-01 01:12:00,2033713152,2033713152,958834080,1001,0,0,2,63
2018-01-01 01:13:00,2037383168,2037383168,988210032,1001,0,0,2,58
2018-01-01 01:14:00,2041577472,2041577472,1010847152,1004,0,0,2,61
2018-01-01 01:15:00,2046820352,2046820352,1011129536,1002,0,0,2,63
2018-01-01 01:16:00,2053111808,2053111808,986895624,1001,0,0,2,61
2018-01-01 01:17:00,2067267584,2067267584,576420600,1151,0,0,3,103
2018-01-01 01:18:00,2043150336,2043150336,879848056,1256,0,0,2,98
2018-01-01 01:19:00,2016935936,2016935936,688530584,1293,0,0,3,148
2018-01-01 01:20:00,2027421696,2027421696,606412112,1369,0,0,3,171
2018-01-01 01:21:00,2025324544,2025324544,801671408,1333,0,0,2,113
2018-01-01 01:22:00,2033188864,2033188864,874756944,1051,0,0,2,97
2018-01-01 01:23:00,2038431744,2038431744,929626288,1051,0,0,2,86
2018-01-01 01:24:00,2043150336,2043150336,956442904,1052,0,0,2,82
2018-01-01 01:25:00,2047344640,2047344640,973297984,1052,0,0,2,82
2018-01-01 01:26:00,2051538944,2051538944,974775544,1051,0,0,2,81
2018-01-01 01:27:00,2055733248,2055733248,957311320,1051,0,0,2,77
2018-01-01 01:28:00,2058878976,2058878976,930035568,1051,0,0,2,70
2018-01-01 01:29:00,2062548992,2062548992,894134848,1054,0,0,2,73
2018-01-01 01:30:00,2067791872,2067791872,842200440,1053,0,0,2,74
2018-01-01 01:31:00,2073559040,2073559040,764524016,1052,0,0,2,82
2018-01-01 01:32:00,2075656192,2075656192,661335584,1052,0,0,2,88
2018-01-01 01:33:00,2062024704,2062024704,882271984,1247,0,0,2,92
2018-01-01 01:34:00,2038956032,2038956032,641553240,1334,0,0,3,143
2018-01-01 01:35:00,2023751680,2023751680,1008923064,1426,0,0,2,107
2018-01-01 01:36:00,2033188864,2033188864,800770024,1349,0,0,3,154
2018-01-01 01:37:00,2040528896,2040528896,915899592,1188,0,0,2,98
2018-01-01 01:38:00,2044198912,2044198912,946113136,1102,0,0,2,91
2018-01-01 01:39:00,2046296064,2046296064,964089456,1103,0,0,2,85
2018-01-01 01:40:00,2049441792,2049441792,967282152,1103,0,0,2,85
