@timestamp,system.network.in.bytes,system.network.in.packets,system.network.in.dropped,system.network.out.bytes,system.network.out.packets,system.network.out.errors
2018-01-01 00:00:00,3999999.99996948,6568,2,4000000.00001526,7227,3
2018-01-01 00:00:10,4000000.00001526,6614,0,4000000.00001526,6927,4
2018-01-01 00:00:20,4000000.00001526,6603,1,3999999.99998474,6987,5
2018-01-01 00:00:30,3999999.99996948,6651,2,4000000,7195,3
2018-01-01 00:00:40,4000000.00001526,6446,0,3000000,7212,7
2018-01-01 00:00:50,4000000.00001526,6822,0,4000000.00001526,7160,5
2018-01-01 00:01:00,3999999.99996948,6668,2,3999999.99998474,7252,3
2018-01-01 00:01:10,4000000.00001526,6699,0,4000000,7119,3
2018-01-01 00:01:20,4000000.00001526,6559,0,4000000.00001526,7022,7
2018-01-01 00:01:30,3000000,6354,2,3999999.99998474,7009,8
2018-01-01 00:01:40,3999999.99998474,6691,0,4000000,7278,5
2018-01-01 00:01:50,4000000,6662,0,3000000,7389,7
2018-01-01 00:02:00,4000000.00001526,6643,2,3999999.99998474,7033,7
2018-01-01 00:02:10,3999999.99998474,6657,0,4000000.00001526,7142,7
2018-01-01 00:02:20,4000000,6598,3,4000000,7153,5
2018-01-01 00:02:30,4000000.00001526,6561,0,3999999.99998474,7344,4
2018-01-01 00:02:40,3999999.99998474,6729,0,4000000.00001526,7273,6
2018-01-01 00:02:50,4000000,6730,1,4000000,7172,5
2018-01-01 00:03:00,3999999.99998474,6685,1,3000000,7220,8
2018-01-01 00:03:10,4000000.00001526,6843,2,3999999.99998474,7225,4
2018-01-01 00:03:20,4000000,6650,0,4000000.00001526,7132,6
2018-01-01 00:03:30,3999999.99998474,6657,1,4000000,7144,9
2018-01-01 00:03:40,4000000.00001526,6558,1,3999999.99998474,7199,5
2018-01-01 00:03:50,4000000,8674,1,3000000,8667,3
2018-01-01 00:04:00,3000000,6576,2,4000000.00001526,7105,4
2018-01-01 00:04:10,3999999.99998474,6521,0,4000000.00001526,6942,6
2018-01-01 00:04:20,4000000.00001526,6450,0,3000000,7081,5
2018-01-01 00:04:30,4000000.00001526,6615,1,3999999.99996948,7068,4
2018-01-01 00:04:40,3999999.99996948,6681,1,4000000.00001526,7171,7
2018-01-01 00:04:50,4000000.00001526,6468,2,4000000.00001526,7076,3
2018-01-01 00:05:00,4000000.00001526,6821,1,3999999.99996948,7521,2
2018-01-01 00:05:10,3999999.99996948,6535,0,3000000,6874,7
2018-01-01 00:05:20,4000000.00001526,6744,0,4000000.00001526,7361,3
2018-01-01 00:05:30,4000000.00001526,6525,1,4000000.00001526,6937,5
2018-01-01 00:05:40,3999999.99996948,6478,0,3999999.99996948,7216,2
2018-01-01 00:05:50,4000000.00001526,6617,4,4000000.00001526,7216,4
2018-01-01 00:06:00,3000000,6384,0,4000000.00001526,7123,5
2018-01-01 00:06:10,4000000.00001526,6442,0,3999999.99998474,7093,2
2018-01-01 00:06:20,3999999.99996948,6678,1,3000000,7383,4
2018-01-01 00:06:30,4000000.00001526,6908,0,4000000,7359,3
2018-01-01 00:06:40,4000000.00001526,6702,2,4000000.00001526,7225,3
2018-01-01 00:06:50,3999999.99998474,6985,1,3999999.99998474,7424,3
2018-01-01 00:07:00,4000000,8813,1,4000000,9038,0
2018-01-01 00:07:10,4000000.00001526,7881,0,4000000.00001526,8448,2
2018-01-01 00:07:20,3999999.99998474,6969,1,3000000,7309,6
2018-01-01 00:07:30,4000000,7248,1,3999999.99998474,7493,7
2018-01-01 00:07:40,4000000.00001526,7512,2,4000000,8087,4
2018-01-01 00:07:50,3999999.99998474,6636,0,3999999.99998474,7131,2
2018-01-01 00:08:00,3000000,10763,1,3000000,10624,2
2018-01-01 00:08:10,4000000,9933,0,4000000.00001526,9826,3
2018-01-01 00:08:20,3999999.99998474,8874,1,3000000,8986,3
2018-01-01 00:08:30,3000000,12245,2,4000000,11714,1
2018-01-01 00:08:40,4000000.00001526,7659,1,3999999.99998474,8113,4
2018-01-01 00:08:50,4000000,8934,1,3000000,9057,4
2018-01-01 00:09:00,3000000,12462,0,4000000.00001526,11750,1
2018-01-01 00:09:10,3999999.99998474,10494,0,3000000,10617,1
2018-01-01 00:09:20,4000000.00001526,7035,0,4000000.00001526,7363,5
2018-01-01 00:09:30,3000000,11468,4,3000000,11123,0
2018-01-01 00:09:40,4000000,7994,0,3999999.99996948,8403,4
2018-01-01 00:09:50,3999999.99998474,6784,1,4000000.00001526,7129,2
2018-01-01 00:10:00,3000000,11407,0,3000000,11072,2
2018-01-01 00:10:10,4000000.00001526,8871,0,4000000.00001526,9137,2
2018-01-01 00:10:20,4000000.00001526,8829,1,3999999.99996948,9124,3
2018-01-01 00:10:30,3999999.99996948,10800,3,4000000.00001526,10648,2
2018-01-01 00:10:40,4000000.00001526,8247,1,3000000,8372,2
2018-01-01 00:10:50,4000000.00001526,7777,0,4000000.00001526,8353,9
2018-01-01 00:11:00,3999999.99996948,7211,0,3999999.99996948,7635,8
2018-01-01 00:11:10,4000000.00001526,7932,1,4000000.00001526,8449,4
2018-01-01 00:11:20,4000000.00001526,7652,0,3000000,7969,2
2018-01-01 00:11:30,3000000,6866,2,4000000.00001526,7474,5
2018-01-01 00:11:40,3999999.99996948,6904,2,3999999.99998474,7429,5
2018-01-01 00:11:50,4000000.00001526,8370,0,4000000,8612,3
2018-01-01 00:12:00,4000000.00001526,7625,0,4000000.00001526,8214,8
2018-01-01 00:12:10,3999999.99998474,6795,1,3999999.99998474,7186,6
2018-01-01 00:12:20,4000000,8359,2,3000000,8697,3
2018-01-01 00:12:30,4000000.00001526,10041,0,4000000,10319,4
2018-01-01 00:12:40,3999999.99998474,6750,2,4000000.00001526,7235,4
2018-01-01 00:12:50,4000000,6821,0,3999999.99998474,7163,5
