@timestamp,system.network.in.bytes,system.network.in.packets,system.network.in.dropped,system.network.out.bytes,system.network.out.packets,system.network.out.errors
2018-01-01 00:00:00,4000000,6669,1,4000000,7068,5
2018-01-01 00:00:10,3000000,6573,0,4000000,7039,7
2018-01-01 00:00:20,4000000,6664,0,3000000,7194,3
2018-01-01 00:00:30,4000000,6700,1,4000000,7288,6
2018-01-01 00:00:40,4000000,6657,1,4000000,7118,4
2018-01-01 00:00:50,4000000,6527,2,4000000,7127,6
2018-01-01 00:01:00,4000000,6666,1,4000000,7221,6
2018-01-01 00:01:10,4000000,6573,0,4000000,6988,6
2018-01-01 00:01:20,4000000,6565,0,4000000,7274,4
2018-01-01 00:01:30,4000000,6430,1,3000000,7035,6
2018-01-01 00:01:40,4000000,6446,1,4000000,6836,5
2018-01-01 00:01:50,3000000,6537,2,4000000,7146,4
2018-01-01 00:02:00,4000000,6708,1,4000000,7171,3
2018-01-01 00:02:10,4000000,6623,0,4000000,7119,3
2018-01-01 00:02:20,4000000,6787,1,3000000,7165,4
2018-01-01 00:02:30,4000000,6475,1,4000000,7138,5
2018-01-01 00:02:40,4000000,6683,2,4000000,7156,6
2018-01-01 00:02:50,4000000,6554,0,4000000,7162,5
2018-01-01 00:03:00,4000000,6649,1,4000000,7071,6
2018-01-01 00:03:10,4000000,6557,0,3000000,6923,8
2018-01-01 00:03:20,4000000,6574,1,4000000,7142,7
2018-01-01 00:03:30,3000000,7438,1,3000000,7968,1
2018-01-01 00:03:40,4000000,6845,1,4000000,7554,2
2018-01-01 00:03:50,4000000,6779,1,4000000,7385,4
2018-01-01 00:04:00,4000000,6864,1,4000000,7466,6
2018-01-01 00:04:10,4000000,6709,1,3000000,7278,2
2018-01-01 00:04:20,4000000,6632,0,4000000,6925,2
2018-01-01 00:04:30,4000000,6625,1,4000000,7316,5
2018-01-01 00:04:40,4000000,6492,1,4000000,7017,6
2018-01-01 00:04:50,3000000,8643,1,3000000,8696,4
2018-01-01 00:05:00,4000000,9077,1,4000000,8943,5
2018-01-01 00:05:10,3000000,13008,0,3000000,12448,0
2018-01-01 00:05:20,3000000,11359,1,3000000,11014,1
2018-01-01 00:05:30,4000000,13087,1,4000000,12389,2
2018-01-01 00:05:40,3000000,11385,0,3000000,10985,1
2018-01-01 00:05:50,4000000,8135,2,4000000,8318,5
2018-01-01 00:06:00,4000000,7840,1,4000000,8378,3
2018-01-01 00:06:10,3000000,11162,0,3000000,10859,0
2018-01-01 00:06:20,4000000,10027,2,3000000,9926,4
2018-01-01 00:06:30,3000000,13567,0,4000000,12907,0
2018-01-01 00:06:40,4000000,12877,0,3000000,12350,0
2018-01-01 00:06:50,3000000,10271,1,4000000,10406,2
2018-01-01 00:07:00,4000000,8598,2,4000000,9033,1
2018-01-01 00:07:10,4000000,8515,0,4000000,8768,3
2018-01-01 00:07:20,4000000,8098,2,3000000,8389,6
2018-01-01 00:07:30,4000000,12774,0,4000000,12027,1
2018-01-01 00:07:40,4000000,8699,0,3000000,8842,4
2018-01-01 00:07:50,4000000,6693,1,4000000,7373,4
2018-01-01 00:08:00,3000000,6632,2,4000000,7001,4
2018-01-01 00:08:10,4000000,6384,1,4000000,6972,6
2018-01-01 00:08:20,4000000,6541,1,4000000,7096,5
2018-01-01 00:08:30,4000000,6563,0,3000000,7185,3
2018-01-01 00:08:40,4000000,6569,1,4000000,7253,5
