@timestamp,system.diskio.iostat.await,system.diskio.iostat.queue.avg_size,system.diskio.iostat.read.per_sec.bytes,system.diskio.iostat.write.per_sec.bytes
2018-01-01 00:00:00,7.54,0.014,2075,61168
2018-01-01 00:01:00,41.244,0.062,0,107092
2018-01-01 00:02:00,7.532,0.022,0,66748
2018-01-01 00:03:00,8.989,0.013,0,12595
2018-01-01 00:04:00,58.151,0.103,0,102285
2018-01-01 00:05:00,11.412,0.026,137.606,41389
2018-01-01 00:06:00,9.975,0.013,0,27864
2018-01-01 00:07:00,5.059,0.009,960.496,42008
2018-01-01 00:08:00,10.254,0.024,0,78920
2018-01-01 00:09:00,9.287,0.014,0,59234
2018-01-01 00:10:00,4.704,0.009,2008,12717
2018-01-01 00:11:00,11.648,0.018,0,82592
2018-01-01 00:12:00,8.952,0.016,1139,60242
2018-01-01 00:13:00,8.526,0.02,480.711,62436
2018-01-01 00:14:00,5.953,0.009,0,58395
2018-01-01 00:15:00,67.892,0.126,0,60728
2018-01-01 00:16:00,5.333,0.009,1072,59716
2018-01-01 00:17:00,8.13,0.013,0,61177
2018-01-01 00:18:00,7.769,0.02,755.561,64327
2018-01-01 00:19:00,6.14,0.012,68.745,57399
2018-01-01 00:20:00,7.826,0.012,0,57459
2018-01-01 00:21:00,44.156,0.095,894.023,41639
2018-01-01 00:22:00,6.512,0.014,0,42130
2018-01-01 00:23:00,5.815,0.011,0,47210
2018-01-01 00:24:00,10.851,0.018,0,58907
2018-01-01 00:25:00,17.02,0.028,0,59916
2018-01-01 00:26:00,15.919,0.026,137.306,58462
2018-01-01 00:27:00,10.167,0.016,0,60108
2018-01-01 00:28:00,7.268,0.017,0,62163
2018-01-01 00:29:00,22.059,0.037,685.007,59604
2018-01-01 00:30:00,8.539,0.013,2072,58470
2018-01-01 00:31:00,5.176,0.009,0,59879
2018-01-01 00:32:00,7.505,0.012,1478,37155
2018-01-01 00:33:00,11.205,0.029,0,113353
2018-01-01 00:34:00,6.393,0.011,411.641,57351
2018-01-01 00:35:00,7.8,0.01,0,10033
2018-01-01 00:36:00,6.495,0.012,0,87017
2018-01-01 00:37:00,5.786,0.01,1474,38719
2018-01-01 00:38:00,19.252,0.035,0,12949
2018-01-01 00:39:00,22.192,0.039,0,45695
2018-01-01 00:40:00,7.52,0.016,1741,109541
2018-01-01 00:41:00,8.533,0.013,0,59108
2018-01-01 00:42:00,17.176,0.034,7917,11407
2018-01-01 00:43:00,49.507,0.121,0,62582
2018-01-01 00:44:00,7.966,0.016,0,108342
2018-01-01 00:45:00,22.217,0.031,1006,10936
2018-01-01 00:46:00,6.019,0.01,1208,60622
2018-01-01 00:47:00,37.959,0.062,68.535,108425
2018-01-01 00:48:00,21.718,0.054,0,64956
2018-01-01 00:49:00,10.836,0.02,1609,12738
2018-01-01 00:50:00,13.432,0.021,688.635,59180
2018-01-01 00:51:00,9.027,0.017,1074,95914
2018-01-01 00:52:00,14.494,0.039,962.148,47584
2018-01-01 00:53:00,12.488,0.017,1208,21144
2018-01-01 00:54:00,8,0.02,68.547,74236
2018-01-01 00:55:00,6.311,0.01,0,59475
2018-01-01 00:56:00,4.933,0.01,0,14335
2018-01-01 00:57:00,8.031,0.017,0,61160
2018-01-01 00:58:00,18.487,0.037,0,109434
2018-01-01 00:59:00,9.979,0.016,0,59183
2018-01-01 01:00:00,6.038,0.011,274.565,12200
2018-01-01 01:01:00,8.381,0.015,0,107137
2018-01-01 01:02:00,7.208,0.012,342.762,60787
2018-01-01 01:03:00,54.238,0.13,0,16110
2018-01-01 01:04:00,6.735,0.013,549.338,61291
2018-01-01 01:05:00,40.734,0.074,0,105112
2018-01-01 01:06:00,6.093,0.009,0,57013
2018-01-01 01:07:00,6.232,0.01,685.954,12192
2018-01-01 01:08:00,9.205,0.024,0,62532
2018-01-01 01:09:00,5.25,0.008,2077,41070
2018-01-01 01:10:00,9.753,0.015,0,50107
2018-01-01 01:11:00,8.381,0.015,0,59014
2018-01-01 01:12:00,37.118,0.1,2550,65151
2018-01-01 01:13:00,8.731,0.015,961.865,82996
