@timestamp,system.network.in.bytes,system.network.in.packets,system.network.in.dropped,system.network.out.bytes,system.network.out.packets,system.network.out.errors
2018-01-01 00:00:00,4000000,6878,1,3999999.99996948,7484,7
2018-01-01 00:00:10,4000000,6796,1,4000000.00006104,7402,5
2018-01-01 00:00:20,4000000,6804,1,3999999.99996948,7228,3
2018-01-01 00:00:30,4000000,6768,1,3000000.00003052,7382,3
2018-01-01 00:00:40,4000000,6726,1,3999999.99996948,7293,6
2018-01-01 00:00:50,4000000,6890,1,4000000,7377,4
2018-01-01 00:01:00,4000000,6530,0,3999999.99996948,7506,4
2018-01-01 00:01:10,4000000,6719,1,4000000.00003052,7128,7
2018-01-01 00:01:20,3000000,6643,1,4000000,7301,3
2018-01-01 00:01:30,4000000,6877,2,3999999.99996948,7461,6
2018-01-01 00:01:40,4000000,6669,0,4000000.00003052,7094,4
2018-01-01 00:01:50,4000000,6570,1,2999999.99996948,7233,5
2018-01-01 00:02:00,4000000,6701,0,4000000.00006104,7189,4
2018-01-01 00:02:10,4000000,6835,1,3999999.99996948,7382,4
2018-01-01 00:02:20,4000000,6718,2,3999999.99996948,7228,3
2018-01-01 00:02:30,4000000,6636,1,4000000.00006104,7151,8
2018-01-01 00:02:40,4000000,6601,1,3999999.99996948,7293,6
2018-01-01 00:02:50,4000000,6640,0,2999999.99996948,6945,5
2018-01-01 00:03:00,4000000,6627,1,4000000.00003052,7189,5
2018-01-01 00:03:10,4000000,6950,0,4000000,7421,5
2018-01-01 00:03:20,4000000,6889,2,3999999.99996948,7322,4
2018-01-01 00:03:30,4000000,6673,1,4000000.00003052,7128,8
2018-01-01 00:03:40,4000000,8232,0,4000000,8435,2
2018-01-01 00:03:50,3000000,7108,1,3000000.00003052,7593,4
2018-01-01 00:04:00,4000000,6628,0,3999999.99996948,7297,3
2018-01-01 00:04:10,4000000,8612,1,4000000,8948,1
2018-01-01 00:04:20,4000000,7073,1,4000000.00003052,7619,4
2018-01-01 00:04:30,4000000,6734,0,3999999.99996948,7227,2
2018-01-01 00:04:40,4000000,6934,2,4000000,7615,5
2018-01-01 00:04:50,4000000,6611,0,3000000.00003052,7157,8
2018-01-01 00:05:00,4000000,6511,1,3999999.99996948,6936,6
2018-01-01 00:05:10,4000000,7691,2,3999999.99996948,8125,4
2018-01-01 00:05:20,4000000,7274,0,4000000.00006104,7693,6
2018-01-01 00:05:30,4000000,6855,2,3999999.99996948,7267,7
2018-01-01 00:05:40,4000000,9123,0,3000000.00003052,9250,2
2018-01-01 00:05:50,4000000,7086,0,3999999.99996948,7357,7
2018-01-01 00:06:00,4000000,6877,2,4000000,7524,5
2018-01-01 00:06:10,3000000,9273,1,4000000.00003052,9614,2
2018-01-01 00:06:20,4000000,6974,0,3999999.99996948,7335,6
2018-01-01 00:06:30,4000000,6667,1,2999999.99996948,7181,5
2018-01-01 00:06:40,4000000,10040,1,4000000.00006104,10034,2
2018-01-01 00:06:50,4000000,7491,1,3999999.99996948,7842,4
2018-01-01 00:07:00,4000000,7005,1,2999999.99996948,7449,1
2018-01-01 00:07:10,4000000,8802,1,4000000.00003052,8972,1
2018-01-01 00:07:20,4000000,8040,1,4000000,8399,4
2018-01-01 00:07:30,4000000,7055,0,3999999.99996948,7557,6
2018-01-01 00:07:40,3000000,9478,2,3000000.00003052,9678,2
2018-01-01 00:07:50,4000000,8455,0,3999999.99996948,8627,6
2018-01-01 00:08:00,4000000,6800,2,4000000.00006104,7340,5
2018-01-01 00:08:10,4000000,9730,0,3999999.99996948,9836,3
2018-01-01 00:08:20,4000000,7902,1,3999999.99996948,8319,5
2018-01-01 00:08:30,4000000,6919,0,3000000.00003052,7431,6
2018-01-01 00:08:40,4000000,8485,1,4000000,8782,4
2018-01-01 00:08:50,3000000,7603,1,3000000.00003052,8279,2
2018-01-01 00:09:00,4000000,6588,2,3999999.99996948,7382,3
2018-01-01 00:09:10,4000000,9124,0,2999999.99996948,9204,3
2018-01-01 00:09:20,4000000,8610,0,4000000.00003052,9005,4
2018-01-01 00:09:30,4000000,6825,0,4000000,7285,5
2018-01-01 00:09:40,4000000,9522,2,3000000.00003052,9601,3
2018-01-01 00:09:50,4000000,6904,0,3999999.99996948,7398,5
2018-01-01 00:10:00,4000000,6506,2,4000000,7133,4
2018-01-01 00:10:10,3000000,8243,1,4000000.00003052,8638,4
2018-01-01 00:10:20,4000000,7389,0,2999999.99996948,7918,5
2018-01-01 00:10:30,4000000,6574,2,3999999.99996948,7129,6
2018-01-01 00:10:40,4000000,9175,0,4000000.00006104,9373,3
2018-01-01 00:10:50,4000000,7282,2,3999999.99996948,7791,6
2018-01-01 00:11:00,4000000,6673,1,3999999.99996948,7293,4
2018-01-01 00:11:10,3000000,10879,0,3000000.00003052,10492,1
2018-01-01 00:11:20,4000000,8086,0,4000000,8605,0
2018-01-01 00:11:30,4000000,6594,1,4000000.00003052,7029,8
2018-01-01 00:11:40,4000000,9759,2,2999999.99996948,9783,1
2018-01-01 00:11:50,3000000,9158,1,3999999.99996948,9299,1
2018-01-01 00:12:00,4000000,6645,1,3000000.00003052,7104,5
2018-01-01 00:12:10,4000000,9600,0,4000000,9505,1
2018-01-01 00:12:20,4000000,8758,1,3999999.99996948,9057,3
2018-01-01 00:12:30,4000000,6829,0,4000000.00003052,7238,5
2018-01-01 00:12:40,4000000,9258,2,2999999.99996948,9255,5
2018-01-01 00:12:50,4000000,8224,1,4000000.00006104,8554,3
2018-01-01 00:13:00,4000000,6574,1,3999999.99996948,6828,7
2018-01-01 00:13:10,3000000,8613,0,2999999.99996948,8899,4
2018-01-01 00:13:20,4000000,7416,1,4000000.00003052,7952,6
2018-01-01 00:13:30,4000000,6695,0,4000000,7015,5
2018-01-01 00:13:40,4000000,6964,3,3999999.99996948,7432,2
2018-01-01 00:13:50,4000000,6578,0,3000000.00003052,6973,6
2018-01-01 00:14:00,4000000,6567,1,3999999.99996948,7143,6
2018-01-01 00:14:10,4000000,6664,1,4000000.00006104,7176,6
2018-01-01 00:14:20,4000000,6669,0,3999999.99996948,7325,5
2018-01-01 00:14:30,4000000,6835,0,4000000,7338,2
2018-01-01 00:14:40,4000000,6686,1,4000000.00003052,7083,5
2018-01-01 00:14:50,3000000,6800,1,3999999.99996948,7520,3
2018-01-01 00:15:00,4000000,6709,1,2999999.99996948,7226,4
2018-01-01 00:15:10,4000000,6536,1,4000000.00003052,7066,3
2018-01-01 00:15:20,4000000,6588,1,4000000,7020,7
2018-01-01 00:15:30,4000000,6836,0,3999999.99996948,7185,5
2018-01-01 00:15:40,4000000,6958,2,4000000.00006104,7700,8
2018-01-01 00:15:50,4000000,6730,0,3999999.99996948,7043,3
2018-01-01 00:16:00,4000000,6810,1,3000000.00003052,7322,3
2018-01-01 00:16:10,4000000,6597,2,3999999.99996948,7225,6
2018-01-01 00:16:20,4000000,6847,0,4000000,7226,3
2018-01-01 00:16:30,4000000,6695,1,4000000.00003052,7117,4
2018-01-01 00:16:40,4000000,6749,0,3999999.99996948,7285,3
2018-01-01 00:16:50,4000000,6768,2,4000000,7244,3
2018-01-01 00:17:00,4000000,6681,0,3000000.00003052,7220,3
2018-01-01 00:17:10,4000000,6730,2,3999999.99996948,7262,1
2018-01-01 00:17:20,4000000,6666,0,3999999.99996948,7286,5
2018-01-01 00:17:30,3000000,6869,1,4000000.00006104,7366,5
2018-01-01 00:17:40,4000000,6420,0,3999999.99996948,7199,6
2018-01-01 00:17:50,4000000,6701,2,3999999.99996948,7138,4
2018-01-01 00:18:00,4000000,6696,1,4000000.00006104,7058,3
2018-01-01 00:18:10,4000000,6875,0,2999999.99996948,7343,2
2018-01-01 00:18:20,4000000,6848,1,3999999.99996948,7178,8
2018-01-01 00:18:30,4000000,6653,1,4000000.00003052,7240,3
2018-01-01 00:18:40,4000000,6971,2,4000000,7616,3
2018-01-01 00:18:50,4000000,6709,1,3999999.99996948,7146,3
2018-01-01 00:19:00,4000000,6632,0,4000000.00003052,7081,5
2018-01-01 00:19:10,4000000,6717,0,4000000,7329,5
2018-01-01 00:19:20,4000000,7179,2,3000000.00003052,7672,3
2018-01-01 00:19:30,4000000,6852,1,3999999.99996948,7538,2
2018-01-01 00:19:40,4000000,8615,2,4000000,8876,3
2018-01-01 00:19:50,4000000,6765,0,4000000.00003052,7117,7
2018-01-01 00:20:00,4000000,6624,0,3999999.99996948,7228,6
2018-01-01 00:20:10,4000000,8300,1,2999999.99996948,8617,5
2018-01-01 00:20:20,4000000,6843,1,4000000.00003052,7539,5
2018-01-01 00:20:30,4000000,6644,2,4000000,7137,6
2018-01-01 00:20:40,4000000,7311,1,3999999.99996948,7872,8
2018-01-01 00:20:50,3000000,6802,0,4000000.00006104,7232,5
2018-01-01 00:21:00,4000000,6697,0,3999999.99996948,7456,3
2018-01-01 00:21:10,4000000,8563,0,3000000.00003052,8866,5
2018-01-01 00:21:20,4000000,6728,4,3999999.99996948,7034,8
2018-01-01 00:21:30,4000000,6915,0,4000000,7629,4
2018-01-01 00:21:40,4000000,9296,1,4000000.00003052,9632,2
2018-01-01 00:21:50,4000000,6728,0,3999999.99996948,7212,5
2018-01-01 00:22:00,4000000,6759,0,4000000,7220,4
2018-01-01 00:22:10,4000000,9204,1,3000000.00003052,9336,2
2018-01-01 00:22:20,4000000,6989,3,3999999.99996948,7455,6
2018-01-01 00:22:30,4000000,7014,0,3999999.99996948,7334,2
2018-01-01 00:22:40,4000000,10745,0,3000000.00003052,10715,3
2018-01-01 00:22:50,4000000,7414,0,4000000,7878,3
2018-01-01 00:23:00,4000000,6925,0,3999999.99996948,7540,4
2018-01-01 00:23:10,3000000,9612,3,4000000.00003052,9745,3
2018-01-01 00:23:20,4000000,7957,0,4000000,8368,3
2018-01-01 00:23:30,4000000,6859,1,3000000.00003052,7110,4
2018-01-01 00:23:40,4000000,9823,1,3999999.99996948,10022,1
2018-01-01 00:23:50,4000000,7661,0,3999999.99996948,8190,6
2018-01-01 00:24:00,4000000,6733,1,4000000.00006104,7186,4
2018-01-01 00:24:10,4000000,9524,2,2999999.99996948,9516,2
2018-01-01 00:24:20,3000000,7938,0,3000000.00003052,8612,2
2018-01-01 00:24:30,4000000,6647,0,3999999.99996948,7410,1
2018-01-01 00:24:40,3000000,10646,0,2999999.99996948,10556,0
2018-01-01 00:24:50,4000000,9223,2,4000000.00003052,9609,2
2018-01-01 00:25:00,4000000,6837,1,4000000,7116,4
2018-01-01 00:25:10,4000000,9627,1,3000000.00003052,9688,4
2018-01-01 00:25:20,4000000,6804,0,3999999.99996948,7301,6
2018-01-01 00:25:30,4000000,6579,1,4000000,7084,1
2018-01-01 00:25:40,4000000,8387,1,4000000.00003052,8678,4
2018-01-01 00:25:50,4000000,6498,1,2999999.99996948,7141,8
2018-01-01 00:26:00,4000000,6477,2,3999999.99996948,7000,3
2018-01-01 00:26:10,3000000,8881,0,4000000.00003052,9123,5
2018-01-01 00:26:20,4000000,6710,0,4000000,7209,5
2018-01-01 00:26:30,4000000,6689,1,3999999.99996948,7138,8
2018-01-01 00:26:40,4000000,10625,2,3000000.00003052,10515,1
2018-01-01 00:26:50,4000000,7303,1,4000000,7866,5
2018-01-01 00:27:00,4000000,6678,0,4000000.00003052,7312,8
2018-01-01 00:27:10,3000000,10233,0,2999999.99996948,10046,3
2018-01-01 00:27:20,4000000,8067,0,3999999.99996948,8531,6
2018-01-01 00:27:30,4000000,6731,1,4000000.00006104,7154,4
2018-01-01 00:27:40,4000000,10213,2,2999999.99996948,10126,2
2018-01-01 00:27:50,4000000,8196,2,4000000.00003052,8431,4
2018-01-01 00:28:00,4000000,6651,0,3999999.99996948,7244,7
2018-01-01 00:28:10,4000000,9706,0,4000000,9667,0
2018-01-01 00:28:20,4000000,7995,0,3000000.00003052,8317,1
2018-01-01 00:28:30,4000000,6663,1,3999999.99996948,7083,4
2018-01-01 00:28:40,3000000,9547,3,3999999.99996948,9447,2
2018-01-01 00:28:50,4000000,7600,1,3000000.00003052,8023,3
2018-01-01 00:29:00,4000000,6707,0,4000000,7422,5
2018-01-01 00:29:10,4000000,9416,0,3999999.99996948,9530,2
2018-01-01 00:29:20,4000000,6738,1,4000000.00003052,7189,7
2018-01-01 00:29:30,4000000,6684,2,4000000,7064,6
2018-01-01 00:29:40,4000000,6652,0,3000000.00003052,7274,2
2018-01-01 00:29:50,4000000,6836,2,3999999.99996948,7267,5
2018-01-01 00:30:00,4000000,6750,0,3999999.99996948,7374,5
2018-01-01 00:30:10,4000000,6775,1,4000000.00006104,7211,7
2018-01-01 00:30:20,3000000,6681,1,3999999.99996948,7395,2
2018-01-01 00:30:30,4000000,6766,1,3999999.99996948,7123,6
2018-01-01 00:30:40,4000000,6760,1,4000000.00006104,7410,5
2018-01-01 00:30:50,4000000,6809,1,2999999.99996948,7216,6
2018-01-01 00:31:00,4000000,6855,0,3999999.99996948,7100,5
2018-01-01 00:31:10,4000000,6680,2,4000000.00003052,7282,4
2018-01-01 00:31:20,4000000,6864,0,4000000,7444,4
2018-01-01 00:31:30,4000000,6755,1,3999999.99996948,7366,4
2018-01-01 00:31:40,4000000,6766,1,4000000.00003052,7182,1
2018-01-01 00:31:50,4000000,6784,1,4000000,7351,5
2018-01-01 00:32:00,4000000,6621,0,3000000.00003052,7181,6
2018-01-01 00:32:10,4000000,6534,1,3999999.99996948,7113,5
2018-01-01 00:32:20,4000000,6642,0,4000000,7046,5
