@timestamp,jvm.metrics.memory.heap_memory_usage.committed,jvm.metrics.memory.heap_memory_usage.max,jvm.metrics.memory.heap_memory_usage.used,jvm.metrics.threading.thread_count,jvm.metrics.gc.psms.collection_count,jvm.metrics.gc.psms.collection_time,jvm.metrics.gc.pss.collection_count,jvm.metrics.gc.pss.collection_time
2018-01-01 00:00:00,2065170432,2065170432,1027761976,1002,0,0,1,31
2018-01-01 00:01:00,2067267584,2067267584,962224144,1003,0,0,2,69
2018-01-01 00:02:00,2066219008,2066219008,884243032,1002,0,0,2,79
2018-01-01 00:03:00,2062024704,2062024704,808394488,1002,0,0,2,86
2018-01-01 00:04:00,2059403264,2059403264,749635936,1009,0,0,2,85
2018-01-01 00:05:00,2058878976,2058878976,728464056,1052,0,0,2,86
2018-01-01 00:06:00,2060451840,2060451840,842374920,1089,0,0,2,87
2018-01-01 00:07:00,2063073280,2063073280,981494656,1148,0,0,2,81
2018-01-01 00:08:00,2066219008,2066219008,1053702752,1190,0,0,2,76
2018-01-01 00:09:00,2067267584,2067267584,573517160,1168,0,0,3,114
2018-01-01 00:10:00,2063597568,2063597568,769116480,1146,0,0,2,98
2018-01-01 00:11:00,2063597568,2063597568,902946848,1131,0,0,2,100
2018-01-01 00:12:00,2064646144,2064646144,1035221208,1252,0,0,2,90
2018-01-01 00:13:00,2059927552,2059927552,697331736,1227,0,0,3,151
2018-01-01 00:14:00,2064121856,2064121856,699250280,1105,0,0,2,103
2018-01-01 00:15:00,2062548992,2062548992,616027392,1017,0,0,2,90
2018-01-01 00:16:00,2022178816,2022178816,1083897728,1018,0,0,1,34
2018-01-01 00:17:00,2059927552,2059927552,1029131696,1017,0,0,2,72
2018-01-01 00:18:00,2059927552,2059927552,983413720,1017,0,0,2,76
2018-01-01 00:19:00,2060451840,2060451840,937046248,1017,0,0,2,75
2018-01-01 00:20:00,2063597568,2063597568,900973912,1048,0,0,2,78
2018-01-01 00:21:00,2067791872,2067791872,876817064,1051,0,0,2,86
2018-01-01 00:22:00,2072510464,2072510464,985805944,1121,0,0,2,84
2018-01-01 00:23:00,2063073280,2063073280,1095579800,1181,0,0,2,85
2018-01-01 00:24:00,2062024704,2062024704,1120686464,1219,0,0,2,84
2018-01-01 00:25:00,2051538944,2051538944,797368376,1182,0,0,3,145
2018-01-01 00:26:00,2057830400,2057830400,804128616,1162,0,0,2,102
2018-01-01 00:27:00,2061500416,2061500416,937781168,1174,0,0,2,97
2018-01-01 00:28:00,2063073280,2063073280,611154984,1202,0,0,3,132
2018-01-01 00:29:00,2063597568,2063597568,798634240,1175,0,0,2,103
2018-01-01 00:30:00,2063597568,2063597568,781456120,1131,0,0,2,103
2018-01-01 00:31:00,2064646144,2064646144,710603032,1033,0,0,2,99
2018-01-01 00:32:00,2027421696,2027421696,620102096,1032,0,0,2,84
2018-01-01 00:33:00,2061500416,2061500416,1079755616,1032,0,0,1,36
2018-01-01 00:34:00,2062548992,2062548992,1029022320,1032,0,0,2,70
2018-01-01 00:35:00,2064646144,2064646144,961129424,1032,0,0,2,73
2018-01-01 00:36:00,2068316160,2068316160,959451120,1064,0,0,2,80
2018-01-01 00:37:00,2073034752,2073034752,894720144,1073,0,0,2,82
2018-01-01 00:38:00,2074083328,2074083328,1003432944,1135,0,0,2,86
2018-01-01 00:39:00,2071986176,2071986176,1135759072,1206,0,0,2,89
2018-01-01 00:40:00,2056781824,2056781824,718317152,1246,0,0,3,134
2018-01-01 00:41:00,2052063232,2052063232,942342688,1215,0,0,2,110
2018-01-01 00:42:00,2057306112,2057306112,972237304,1167,0,0,2,96
2018-01-01 00:43:00,2056257536,2056257536,694749568,1220,0,0,3,143
2018-01-01 00:44:00,2049966080,2049966080,912711560,1253,0,0,2,115
2018-01-01 00:45:00,2056257536,2056257536,1112650168,1187,0,0,2,101
2018-01-01 00:46:00,2055208960,2055208960,1067813216,1137,0,0,2,87
2018-01-01 00:47:00,2055733248,2055733248,1023652872,1040,0,0,2,79
2018-01-01 00:48:00,2056781824,2056781824,993820104,1040,0,0,2,77
2018-01-01 00:49:00,2059403264,2059403264,958215728,1040,0,0,2,79
2018-01-01 00:50:00,2063073280,2063073280,921081152,1040,0,0,2,85
2018-01-01 00:51:00,2067791872,2067791872,863051928,1041,0,0,2,86
2018-01-01 00:52:00,2070413312,2070413312,869282624,1089,0,0,2,93
2018-01-01 00:53:00,2070937600,2070937600,792400392,1089,0,0,2,96
2018-01-01 00:54:00,2065170432,2065170432,892844440,1162,0,0,2,97
2018-01-01 00:55:00,2060976128,2060976128,1074921000,1203,0,0,2,98
2018-01-01 00:56:00,2001731584,2001731584,745215896,1228,1,596,3,136
2018-01-01 00:57:00,2054684672,2054684672,918647184,1238,0,0,2,70
