@timestamp,system.diskio.iostat.await,system.diskio.iostat.queue.avg_size,system.diskio.iostat.read.per_sec.bytes,system.diskio.iostat.write.per_sec.bytes
2018-01-01 00:00:00,9.291,0.035,136194,61572
2018-01-01 00:01:00,7.425,0.018,686.442,198157
2018-01-01 00:02:00,6.442,0.01,618.083,57140
2018-01-01 00:03:00,5.942,0.01,0,59558
2018-01-01 00:04:00,8.566,0.015,0,58845
2018-01-01 00:05:00,6.508,0.013,0,105190
2018-01-01 00:06:00,6.16,0.01,0,11716
2018-01-01 00:07:00,16.243,0.031,2946,57315
2018-01-01 00:08:00,12.374,0.029,3152,78059
2018-01-01 00:09:00,5,0.008,0,31344
2018-01-01 00:10:00,22.452,0.063,2680,56205
2018-01-01 00:11:00,9.304,0.022,0,78881
2018-01-01 00:12:00,8.836,0.016,0,53894
2018-01-01 00:13:00,6,0.008,0,47144
2018-01-01 00:14:00,13.308,0.024,0,55068
2018-01-01 00:15:00,9.6,0.022,0,61260
2018-01-01 00:16:00,17.17,0.03,480.087,35029
2018-01-01 00:17:00,5.228,0.009,0,58846
2018-01-01 00:18:00,12.126,0.019,1277,58821
2018-01-01 00:19:00,6.53,0.013,689.272,107833
2018-01-01 00:20:00,5.056,0.011,617.229,12658
2018-01-01 00:21:00,22.048,0.061,3750,85113
2018-01-01 00:22:00,4.404,0.008,0,58662
2018-01-01 00:23:00,6.494,0.009,550.353,44676
2018-01-01 00:24:00,40.252,0.075,1142,61962
2018-01-01 00:25:00,7.291,0.019,892.637,54985
2018-01-01 00:26:00,19.089,0.039,1073,53192
2018-01-01 00:27:00,79.378,0.18,0,60680
2018-01-01 00:28:00,37.703,0.064,0,51704
2018-01-01 00:29:00,5.192,0.009,0,52003
2018-01-01 00:30:00,13.966,0.028,0,54710
2018-01-01 00:31:00,8.542,0.014,1876,56942
2018-01-01 00:32:00,5.939,0.01,0,35628
2018-01-01 00:33:00,17.273,0.032,0,83356
2018-01-01 00:34:00,5.86,0.008,0,56312
2018-01-01 00:35:00,7.401,0.018,1409,63004
2018-01-01 00:36:00,29.509,0.052,549.637,58439
2018-01-01 00:37:00,16.723,0.026,962.349,55112
2018-01-01 00:38:00,6.778,0.012,1941,56892
2018-01-01 00:39:00,5.292,0.009,0,54823
2018-01-01 00:40:00,7.435,0.021,1546,37767
2018-01-01 00:41:00,11.619,0.02,1337,53213
2018-01-01 00:42:00,8.702,0.019,686.615,76238
2018-01-01 00:43:00,7.711,0.013,0,54072
2018-01-01 00:44:00,21.725,0.037,137.024,53525
2018-01-01 00:45:00,6.112,0.013,0,53235
2018-01-01 00:46:00,9.451,0.016,0,33113
2018-01-01 00:47:00,7.573,0.013,0,58842
2018-01-01 00:48:00,51.015,0.111,3818,83587
2018-01-01 00:49:00,6.019,0.01,1073,58216
2018-01-01 00:50:00,7.281,0.016,343.711,60619
2018-01-01 00:51:00,8.867,0.018,548.602,59669
2018-01-01 00:52:00,7.515,0.012,1747,56898
2018-01-01 00:53:00,57.321,0.102,1543,56496
2018-01-01 00:54:00,5.333,0.01,0,57279
2018-01-01 00:55:00,52.203,0.121,68.65,37878
2018-01-01 00:56:00,9.659,0.02,0,53819
2018-01-01 00:57:00,9.168,0.017,481.458,53936
2018-01-01 00:58:00,14.222,0.026,758.104,50343
2018-01-01 00:59:00,5.897,0.009,0,53917
2018-01-01 01:00:00,39.926,0.109,1208,80678
2018-01-01 01:01:00,7.455,0.016,0,55152
2018-01-01 01:02:00,7.795,0.023,1809,61577
2018-01-01 01:03:00,6.264,0.011,206.287,34851
2018-01-01 01:04:00,35.588,0.058,0,58890
2018-01-01 01:05:00,45.118,0.103,686.04,61502
2018-01-01 01:06:00,6.48,0.011,0,58400
2018-01-01 01:07:00,40.132,0.061,823.972,57801
2018-01-01 01:08:00,9.398,0.016,0,57685
2018-01-01 01:09:00,7.817,0.014,0,57899
2018-01-01 01:10:00,48.5,0.117,411.486,82779
2018-01-01 01:11:00,8.465,0.018,822.456,54282
2018-01-01 01:12:00,9.022,0.021,754.17,56844
2018-01-01 01:13:00,6.957,0.011,0,50121
2018-01-01 01:14:00,5.607,0.011,1140,53912
2018-01-01 01:15:00,44.645,0.093,0,56561
2018-01-01 01:16:00,5.435,0.008,343.509,51661
2018-01-01 01:17:00,4.495,0.008,0,51654
2018-01-01 01:18:00,32.426,0.051,137.162,57530
2018-01-01 01:19:00,4.704,0.009,0,59641
2018-01-01 01:20:00,46.494,0.138,0,41151
2018-01-01 01:21:00,40.539,0.061,0,58217
2018-01-01 01:22:00,7.51,0.012,1408,59013
2018-01-01 01:23:00,5.181,0.009,0,58768
2018-01-01 01:24:00,7.294,0.012,2013,56362
2018-01-01 01:25:00,16.625,0.045,0,85474
2018-01-01 01:26:00,11.132,0.024,1210,57659
2018-01-01 01:27:00,7.226,0.015,1406,55417
2018-01-01 01:28:00,39.308,0.068,343.624,52215
2018-01-01 01:29:00,6.174,0.01,0,51144
2018-01-01 01:30:00,7.643,0.014,68.567,52295
2018-01-01 01:31:00,4.879,0.007,0,54809
2018-01-01 01:32:00,7.968,0.017,480.449,55766
2018-01-01 01:33:00,9.709,0.018,2077,52793
2018-01-01 01:34:00,6.429,0.009,0,56064
2018-01-01 01:35:00,24.196,0.058,1136,38036
2018-01-01 01:36:00,8.033,0.017,1342,60857
2018-01-01 01:37:00,8.738,0.019,0,62330
2018-01-01 01:38:00,20.155,0.035,206.218,57797
2018-01-01 01:39:00,24.901,0.046,343.682,58399
2018-01-01 01:40:00,9.961,0.026,686.557,61616
2018-01-01 01:41:00,25.257,0.045,342.704,56693
2018-01-01 01:42:00,9.888,0.021,0,79806
2018-01-01 01:43:00,5.273,0.01,0,53974
2018-01-01 01:44:00,6.144,0.01,68.636,52482
2018-01-01 01:45:00,42.211,0.081,68.765,50701
2018-01-01 01:46:00,4.835,0.009,1475,54245
2018-01-01 01:47:00,10.408,0.018,275.107,56284
2018-01-01 01:48:00,8.108,0.015,2546,33428
2018-01-01 01:49:00,9.117,0.017,0,74326
2018-01-01 01:50:00,7.61,0.021,1481,60904
2018-01-01 01:51:00,6.043,0.01,137.398,58636
2018-01-01 01:52:00,4.762,0.008,0,58944
2018-01-01 01:53:00,5.022,0.008,0,58589
2018-01-01 01:54:00,6.582,0.012,547.822,56508
2018-01-01 01:55:00,41.139,0.094,0,61031
2018-01-01 01:56:00,8.643,0.016,411.056,36128
2018-01-01 01:57:00,34.656,0.073,412.314,58653
2018-01-01 01:58:00,8.165,0.013,0,53698
2018-01-01 01:59:00,7.238,0.013,0,73972
2018-01-01 02:00:00,5.696,0.015,686.097,35377
2018-01-01 02:01:00,6.605,0.014,0,72919
2018-01-01 02:02:00,4.863,0.008,0,33944
2018-01-01 02:03:00,7.4,0.012,343.639,54298
2018-01-01 02:04:00,5.593,0.01,0,55450
2018-01-01 02:05:00,8.828,0.021,0,56853
2018-01-01 02:06:00,8.92,0.013,0,55454
2018-01-01 02:07:00,32.145,0.059,137.064,59363
2018-01-01 02:08:00,36.863,0.063,205.838,58361
2018-01-01 02:09:00,6.729,0.01,0,57164
2018-01-01 02:10:00,18.917,0.046,1341,83932
2018-01-01 02:11:00,44.847,0.103,0,59901
2018-01-01 02:12:00,6.876,0.021,1277,41191
2018-01-01 02:13:00,7.185,0.013,1606,54812
