@timestamp,system.network.in.bytes,system.network.in.packets,system.network.in.dropped,system.network.out.bytes,system.network.out.packets,system.network.out.errors
2018-01-01 00:00:00,0,33,0,0,38,0
2018-01-01 00:00:10,0,440,2,1000000,522,0
2018-01-01 00:00:20,0,404,1,0,476,0
2018-01-01 00:00:30,0,436,0,0,537,0
2018-01-01 00:00:40,0,364,0,0,436,0
2018-01-01 00:00:50,1000000,349,1,1000000,419,0
2018-01-01 00:01:00,0,18,1,0,18,0
2018-01-01 00:01:10,0,410,1,0,475,0
2018-01-01 00:01:20,0,377,1,0,456,0
2018-01-01 00:01:30,0,304,0,0,369,0
2018-01-01 00:01:40,1000000,356,0,1000000,433,0
2018-01-01 00:01:50,0,278,3,0,342,0
2018-01-01 00:02:00,0,37,0,0,46,0
2018-01-01 00:02:10,0,403,1,0,485,0
2018-01-01 00:02:20,0,329,0,1000000,406,0
2018-01-01 00:02:30,1000000,444,0,0,517,0
2018-01-01 00:02:40,0,349,1,0,438,0
2018-01-01 00:02:50,0,382,3,0,438,0
2018-01-01 00:03:00,0,58,0,1000000,73,0
2018-01-01 00:03:10,0,393,1,0,472,0
2018-01-01 00:03:20,1000000,345,0,0,414,0
2018-01-01 00:03:30,0,384,1,0,354,0
2018-01-01 00:03:40,0,1466,2,1000000,1640,0
2018-01-01 00:03:50,1000000,1814,1,0,2047,0
2018-01-01 00:04:00,0,253,0,0,276,0
2018-01-01 00:04:10,1000000,1927,0,0,2162,0
2018-01-01 00:04:20,0,2552,2,1000000,2936,0
2018-01-01 00:04:30,1000000,2041,0,0,2313,0
2018-01-01 00:04:40,0,2126,3,1000000,2364,0
2018-01-01 00:04:50,1000000,1728,0,0,1971,0
2018-01-01 00:05:00,0,159,0,0,176,0
2018-01-01 00:05:10,1000000,2064,1,1000000,2299,0
2018-01-01 00:05:20,0,1779,1,0,2044,0
2018-01-01 00:05:30,1000000,2994,1,1000000,3332,0
2018-01-01 00:05:40,0,2132,2,1000000,2495,0
2018-01-01 00:05:50,1000000,1402,0,0,1624,0
2018-01-01 00:06:00,0,257,0,0,335,0
2018-01-01 00:06:10,1000000,2103,1,1000000,2494,0
2018-01-01 00:06:20,0,1819,2,0,2022,0
2018-01-01 00:06:30,1000000,1471,1,0,1640,0
2018-01-01 00:06:40,0,2777,1,1000000,3320,0
2018-01-01 00:06:50,1000000,1618,0,1000000,1825,0
2018-01-01 00:07:00,0,120,0,0,142,0
2018-01-01 00:07:10,1000000,1822,0,1000000,2035,0
2018-01-01 00:07:20,0,1838,2,0,2069,0
2018-01-01 00:07:30,1000000,1648,1,1000000,1889,0
2018-01-01 00:07:40,0,975,1,0,1119,0
2018-01-01 00:07:50,0,976,0,0,1135,0
2018-01-01 00:08:00,0,148,0,0,164,0
2018-01-01 00:08:10,0,1764,1,0,1972,0
2018-01-01 00:08:20,0,1338,1,1000000,1512,0
2018-01-01 00:08:30,1000000,1420,2,0,1590,1
2018-01-01 00:08:40,0,981,0,1000000,1117,0
2018-01-01 00:08:50,1000000,1909,0,0,2146,0
2018-01-01 00:09:00,0,194,0,0,213,0
2018-01-01 00:09:10,1000000,2080,0,0,2311,0
2018-01-01 00:09:20,0,2007,1,1000000,2354,0
2018-01-01 00:09:30,1000000,2426,2,0,3034,0
2018-01-01 00:09:40,0,2006,0,1000000,2309,0
2018-01-01 00:09:50,1000000,1772,2,0,1999,0
2018-01-01 00:10:00,0,145,0,0,161,0
2018-01-01 00:10:10,1000000,2909,0,1000000,3410,0
2018-01-01 00:10:20,0,1723,3,0,1979,0
2018-01-01 00:10:30,1000000,2214,0,1000000,2425,0
2018-01-01 00:10:40,0,2268,1,1000000,2647,0
2018-01-01 00:10:50,1000000,1938,1,0,2303,0
2018-01-01 00:11:00,0,237,0,0,271,0
2018-01-01 00:11:10,1000000,1810,1,0,2062,0
2018-01-01 00:11:20,0,2706,1,1000000,3164,0
