@timestamp,system.diskio.iostat.await,system.diskio.iostat.queue.avg_size,system.diskio.iostat.read.per_sec.bytes,system.diskio.iostat.write.per_sec.bytes
2018-01-01 00:00:00,7.776,0.016,3638,21019
2018-01-01 00:01:00,8.881,0.016,2628,21898
2018-01-01 00:02:00,5.115,0.011,2290,21422
2018-01-01 00:03:00,8.028,0.02,3164,24167
2018-01-01 00:04:00,8.108,0.015,1684,19942
2018-01-01 00:05:00,6.708,0.015,5315,24626
2018-01-01 00:06:00,8.778,0.021,4307,22814
2018-01-01 00:07:00,7.186,0.014,3832,24939
2018-01-01 00:08:00,6.109,0.017,7193,25076
2018-01-01 00:09:00,5.276,0.01,0,23023
2018-01-01 00:10:00,9.345,0.018,2761,24309
2018-01-01 00:11:00,8.292,0.019,2553,23855
2018-01-01 00:12:00,6.778,0.012,1952,22678
2018-01-01 00:13:00,8.544,0.033,5985,29454
2018-01-01 00:14:00,7.423,0.012,2017,19299
2018-01-01 00:15:00,7.477,0.016,4644,22076
2018-01-01 00:16:00,6.321,0.014,5990,24702
2018-01-01 00:17:00,34.867,0.07,2291,21297
2018-01-01 00:18:00,9.786,0.018,2088,22296
2018-01-01 00:19:00,9.491,0.018,550.908,21184
2018-01-01 00:20:00,5.203,0.011,68.927,25511
2018-01-01 00:21:00,6.033,0.012,0,19917
2018-01-01 00:22:00,6.578,0.015,2626,25989
2018-01-01 00:23:00,7.421,0.019,1747,24597
2018-01-01 00:24:00,8.364,0.017,3833,23134
2018-01-01 00:25:00,5.794,0.013,2420,23798
2018-01-01 00:26:00,7.122,0.02,3161,27909
2018-01-01 00:27:00,9.581,0.028,8745,24823
2018-01-01 00:28:00,7.373,0.017,2153,25034
2018-01-01 00:29:00,5.846,0.011,0,20040
2018-01-01 00:30:00,5.728,0.012,1815,22312
2018-01-01 00:31:00,10.767,0.022,2958,24675
2018-01-01 00:32:00,4.571,0.01,1815,21983
2018-01-01 00:33:00,6.067,0.012,964.413,21931
2018-01-01 00:34:00,3.636,0.007,0,24074
2018-01-01 00:35:00,6,0.012,3032,22032
2018-01-01 00:36:00,4.898,0.008,0,21275
2018-01-01 00:37:00,4.793,0.01,0,24870
2018-01-01 00:38:00,5.374,0.018,2288,30076
2018-01-01 00:39:00,6.708,0.015,0,25549
2018-01-01 00:40:00,6.35,0.015,6656,24541
2018-01-01 00:41:00,6.389,0.016,2561,26084
2018-01-01 00:42:00,6.318,0.011,0,19687
2018-01-01 00:43:00,7.045,0.016,2561,22781
2018-01-01 00:44:00,4.883,0.013,0,28818
2018-01-01 00:45:00,7.184,0.012,1279,18909
2018-01-01 00:46:00,22.381,0.047,0,26023
2018-01-01 00:47:00,5.491,0.01,0,20610
2018-01-01 00:48:00,29.848,0.066,0,26367
2018-01-01 00:49:00,5.509,0.01,1614,22055
2018-01-01 00:50:00,5.058,0.01,2018,25296
2018-01-01 00:51:00,6.277,0.014,0,26053
2018-01-01 00:52:00,6.195,0.012,0,24289
2018-01-01 00:53:00,5.737,0.015,3968,25828
2018-01-01 00:54:00,5.906,0.015,895.263,26296
2018-01-01 00:55:00,6.324,0.011,0,22221
2018-01-01 00:56:00,7.252,0.013,4035,20980
2018-01-01 00:57:00,4.8,0.009,964.94,19789
2018-01-01 00:58:00,6.053,0.015,0,26781
2018-01-01 00:59:00,8.212,0.016,0,21061
2018-01-01 01:00:00,6.282,0.015,0,27534
2018-01-01 01:01:00,7.313,0.012,896.431,20404
2018-01-01 01:02:00,4.414,0.009,0,22209
2018-01-01 01:03:00,9.362,0.022,551.07,24957
2018-01-01 01:04:00,6.054,0.011,1549,21082
2018-01-01 01:05:00,7.184,0.012,0,21992
2018-01-01 01:06:00,7.52,0.016,1683,22286
2018-01-01 01:07:00,8.448,0.018,1210,22453
2018-01-01 01:08:00,7.338,0.017,3637,26201
2018-01-01 01:09:00,7.333,0.018,2624,24351
2018-01-01 01:10:00,4.687,0.011,0,25543
2018-01-01 01:11:00,7.355,0.012,275.79,16900
2018-01-01 01:12:00,6.479,0.013,0,24130
2018-01-01 01:13:00,9.926,0.027,4912,26041
2018-01-01 01:14:00,5.171,0.011,0,21734
2018-01-01 01:15:00,4.898,0.008,1076,20177
2018-01-01 01:16:00,6.414,0.013,758.998,22101
