@timestamp,system.diskio.iostat.await,system.diskio.iostat.queue.avg_size,system.diskio.iostat.read.per_sec.bytes,system.diskio.iostat.write.per_sec.bytes
2018-01-01 00:00:00,9.633,0.086,15991.0,50516
2018-01-01 00:01:00,4.283,0.008,68.679,27968
2018-01-01 00:02:00,34.667,0.059000000000000004,684.95,35518
2018-01-01 00:03:00,6.1739999999999995,0.01,0.0,58478
2018-01-01 00:04:00,14.258,0.039,0.0,89295
2018-01-01 00:05:00,59.523999999999994,0.084,0.0,34998
2018-01-01 00:06:00,6.353,0.011000000000000001,0.0,59448
2018-01-01 00:07:00,5.545,0.009000000000000001,0.0,60871
2018-01-01 00:08:00,28.912,0.055,0.0,60715
2018-01-01 00:09:00,21.504,0.045,0.0,60218
2018-01-01 00:10:00,6.532,0.012,343.56699999999995,60728
2018-01-01 00:11:00,8.583,0.013999999999999999,0.0,82652
2018-01-01 00:12:00,7.56,0.013000000000000001,0.0,58712
2018-01-01 00:13:00,8.894,0.011000000000000001,0.0,10949
2018-01-01 00:14:00,8.146,0.019,0.0,93344
2018-01-01 00:15:00,8.702,0.019,0.0,52374
2018-01-01 00:16:00,30.897,0.045,962.2280000000001,43762
2018-01-01 00:17:00,8.913,0.013999999999999999,0.0,40220
2018-01-01 00:18:00,5.846,0.01,0.0,39152
2018-01-01 00:19:00,7.18,0.015,0.0,61294
2018-01-01 00:20:00,6.987,0.009000000000000001,0.0,56071
2018-01-01 00:21:00,7.577000000000001,0.013000000000000001,0.0,60624
2018-01-01 00:22:00,7.45,0.013999999999999999,342.69,59101
2018-01-01 00:23:00,7.925,0.013999999999999999,0.0,61616
2018-01-01 00:24:00,9.068,0.022000000000000002,0.0,63536
2018-01-01 00:25:00,8.277000000000001,0.013999999999999999,0.0,59979
2018-01-01 00:26:00,8.113999999999999,0.013999999999999999,0.0,61025
2018-01-01 00:27:00,9.98,0.017,0.0,60437
2018-01-01 00:28:00,39.731,0.069,0.0,60107
