@timestamp,system.network.in.bytes,system.network.in.packets,system.network.in.dropped,system.network.out.bytes,system.network.out.packets,system.network.out.errors
2018-01-01 00:00:00,4000000,6369,0,4000000,6766,3
2018-01-01 00:00:10,4000000,6687,1,4000000,7215,7
2018-01-01 00:00:20,4000000,6520,1,4000000,7025,5
2018-01-01 00:00:30,4000000,6739,1,4000000,7193,9
2018-01-01 00:00:40,4000000,6688,1,4000000,7178,4
2018-01-01 00:00:50,4000000,6655,1,3000000,7067,5
2018-01-01 00:01:00,3000000,6514,0,4000000,7307,6
2018-01-01 00:01:10,4000000,6633,2,4000000,6969,3
2018-01-01 00:01:20,4000000,6648,0,4000000,7207,6
2018-01-01 00:01:30,4000000,6575,1,4000000,7135,6
2018-01-01 00:01:40,4000000,6535,1,4000000,7065,8
2018-01-01 00:01:50,4000000,6756,1,3000000,7131,9
2018-01-01 00:02:00,4000000,6427,2,4000000,7054,4
2018-01-01 00:02:10,4000000,6577,0,4000000,7239,2
2018-01-01 00:02:20,4000000,6518,0,4000000,7161,6
2018-01-01 00:02:30,4000000,6573,2,4000000,7137,1
2018-01-01 00:02:40,4000000,6636,0,4000000,7239,7
2018-01-01 00:02:50,4000000,6784,2,3000000,7269,1
2018-01-01 00:03:00,4000000,8821,1,4000000,9316,0
2018-01-01 00:03:10,4000000,7964,0,4000000,8336,4
2018-01-01 00:03:20,4000000,6642,0,4000000,7151,5
2018-01-01 00:03:30,4000000,7428,2,4000000,7818,6
2018-01-01 00:03:40,4000000,7247,0,3000000,7631,5
2018-01-01 00:03:50,3000000,6507,2,4000000,7143,7
2018-01-01 00:04:00,4000000,9825,1,4000000,9769,1
2018-01-01 00:04:10,4000000,6895,0,4000000,7338,4
2018-01-01 00:04:20,4000000,6570,0,4000000,7106,1
2018-01-01 00:04:30,4000000,9897,1,3000000,9914,3
2018-01-01 00:04:40,4000000,8418,2,4000000,8906,4
2018-01-01 00:04:50,4000000,6670,1,4000000,7111,3
2018-01-01 00:05:00,4000000,8345,1,4000000,8649,3
2018-01-01 00:05:10,3000000,6661,0,4000000,7322,5
2018-01-01 00:05:20,4000000,6841,1,3000000,7292,4
2018-01-01 00:05:30,4000000,8288,1,4000000,8725,2
2018-01-01 00:05:40,4000000,6689,2,4000000,7339,4
2018-01-01 00:05:50,4000000,7260,0,4000000,7784,2
2018-01-01 00:06:00,4000000,10490,1,4000000,10201,3
2018-01-01 00:06:10,4000000,6836,0,3000000,7169,3
2018-01-01 00:06:20,4000000,7699,1,4000000,8174,3
2018-01-01 00:06:30,4000000,9729,1,4000000,9968,1
2018-01-01 00:06:40,4000000,7200,2,4000000,7797,8
2018-01-01 00:06:50,4000000,7179,0,4000000,7728,3
2018-01-01 00:07:00,3000000,11456,0,3000000,10981,0
2018-01-01 00:07:10,4000000,7466,2,4000000,7969,4
2018-01-01 00:07:20,4000000,6808,1,4000000,7314,5
2018-01-01 00:07:30,4000000,10792,0,3000000,10605,2
2018-01-01 00:07:40,3000000,7896,1,4000000,8371,2
2018-01-01 00:07:50,4000000,7047,0,3000000,7454,6
2018-01-01 00:08:00,4000000,12374,0,4000000,11733,0
2018-01-01 00:08:10,4000000,8459,2,4000000,8890,5
2018-01-01 00:08:20,4000000,6960,0,3000000,7345,1
2018-01-01 00:08:30,3000000,10525,1,4000000,10397,2
2018-01-01 00:08:40,4000000,8151,1,4000000,8615,0
2018-01-01 00:08:50,4000000,6581,0,4000000,7104,6
2018-01-01 00:09:00,4000000,11343,2,3000000,11054,1
2018-01-01 00:09:10,4000000,7455,1,4000000,7907,4
2018-01-01 00:09:20,4000000,6653,0,4000000,7099,4
2018-01-01 00:09:30,3000000,9210,1,3000000,9528,4
2018-01-01 00:09:40,4000000,7096,0,4000000,7272,3
2018-01-01 00:09:50,4000000,7051,1,4000000,7717,1
2018-01-01 00:10:00,4000000,7446,3,4000000,8000,4
2018-01-01 00:10:10,4000000,6613,0,4000000,7077,5
2018-01-01 00:10:20,4000000,7576,1,3000000,8055,3
2018-01-01 00:10:30,4000000,7976,0,4000000,8288,5
2018-01-01 00:10:40,4000000,6751,1,4000000,7337,4
2018-01-01 00:10:50,4000000,7228,0,4000000,7631,5
2018-01-01 00:11:00,4000000,8668,3,4000000,8972,1
2018-01-01 00:11:10,4000000,6578,0,3000000,7057,7
2018-01-01 00:11:20,3000000,6551,1,4000000,7060,3
2018-01-01 00:11:30,4000000,8718,0,4000000,8915,2
2018-01-01 00:11:40,4000000,6756,1,3000000,7074,7
2018-01-01 00:11:50,4000000,6895,1,4000000,7421,4
2018-01-01 00:12:00,4000000,9134,2,4000000,9270,4
2018-01-01 00:12:10,4000000,6688,1,4000000,7105,2
2018-01-01 00:12:20,4000000,6642,0,3000000,7005,6
2018-01-01 00:12:30,4000000,6757,0,4000000,7209,4
2018-01-01 00:12:40,3000000,6463,0,4000000,7020,4
2018-01-01 00:12:50,4000000,6536,3,4000000,7052,4
2018-01-01 00:13:00,4000000,6426,2,3000000,7158,4
2018-01-01 00:13:10,3000000,6553,0,4000000,7159,2
2018-01-01 00:13:20,4000000,6765,0,3000000,7276,4
2018-01-01 00:13:30,4000000,6923,0,4000000,7466,5
2018-01-01 00:13:40,4000000,6656,1,4000000,7355,4
2018-01-01 00:13:50,4000000,8606,3,3000000,8517,2
2018-01-01 00:14:00,4000000,6907,0,4000000,7402,6
2018-01-01 00:14:10,4000000,6736,1,4000000,7035,6
2018-01-01 00:14:20,4000000,6568,0,4000000,7169,5
2018-01-01 00:14:30,4000000,6515,0,4000000,7040,8
2018-01-01 00:14:40,4000000,6593,2,3000000,7083,7
2018-01-01 00:14:50,4000000,6678,2,4000000,7199,5
2018-01-01 00:15:00,4000000,6544,0,4000000,7009,8
2018-01-01 00:15:10,4000000,6649,1,4000000,7226,7
2018-01-01 00:15:20,4000000,6689,0,4000000,7145,3
2018-01-01 00:15:30,3000000,6439,1,3000000,6796,4
2018-01-01 00:15:40,4000000,6247,1,4000000,6811,7
2018-01-01 00:15:50,4000000,6604,0,4000000,7229,5
2018-01-01 00:16:00,4000000,6663,2,4000000,7131,5
2018-01-01 00:16:10,4000000,6635,0,4000000,7088,6
2018-01-01 00:16:20,4000000,6566,1,4000000,7066,6
2018-01-01 00:16:30,4000000,6560,1,3000000,7300,2
2018-01-01 00:16:40,4000000,6682,1,4000000,7118,6
2018-01-01 00:16:50,4000000,6676,1,4000000,7179,4
2018-01-01 00:17:00,4000000,6782,1,4000000,7162,3
2018-01-01 00:17:10,4000000,6735,1,4000000,7275,6
2018-01-01 00:17:20,4000000,6672,1,4000000,7100,7
2018-01-01 00:17:30,4000000,6587,1,4000000,7274,7
2018-01-01 00:17:40,3000000,6528,0,3000000,7215,5
2018-01-01 00:17:50,4000000,6781,1,4000000,7165,4
2018-01-01 00:18:00,4000000,6692,1,4000000,7271,3
2018-01-01 00:18:10,4000000,6642,1,4000000,7120,3
2018-01-01 00:18:20,4000000,6491,1,4000000,7010,2
2018-01-01 00:18:30,4000000,8793,1,4000000,9146,3
2018-01-01 00:18:40,4000000,7745,0,3000000,8268,5
2018-01-01 00:18:50,4000000,6647,1,4000000,6990,5
2018-01-01 00:19:00,4000000,7340,2,4000000,7807,4
2018-01-01 00:19:10,4000000,7018,1,4000000,7567,5
2018-01-01 00:19:20,4000000,6670,0,4000000,7246,4
2018-01-01 00:19:30,3000000,9883,1,3000000,9758,3
2018-01-01 00:19:40,4000000,6754,0,4000000,7161,5
2018-01-01 00:19:50,4000000,6539,1,4000000,7039,5
2018-01-01 00:20:00,4000000,9458,3,4000000,9515,1
2018-01-01 00:20:10,4000000,8948,0,4000000,9390,3
2018-01-01 00:20:20,4000000,6640,1,3000000,7006,6
2018-01-01 00:20:30,4000000,7974,0,4000000,8318,4
2018-01-01 00:20:40,4000000,7119,1,4000000,7539,3
2018-01-01 00:20:50,4000000,6666,2,4000000,7138,11
2018-01-01 00:21:00,4000000,8325,1,4000000,8812,5
2018-01-01 00:21:10,4000000,6471,0,3000000,6924,3
2018-01-01 00:21:20,3000000,6540,1,4000000,7068,4
2018-01-01 00:21:30,4000000,10952,1,4000000,10741,1
2018-01-01 00:21:40,4000000,6578,1,4000000,7102,6
