@timestamp,system.cpu.user.pct,system.cpu.system.pct,system.cpu.idle.pct,system.cpu.iowait.pct,system.cpu.softirq.pct,system.cpu.total.pct
2018-01-01 00:00:00,0.2509,0.0702,3.6608,0.008,0.01,0.3392
2018-01-01 00:00:10,0.2141,0.0472,3.7065,0.0191,0.0131,0.2935
2018-01-01 00:00:20,0.2262,0.0613,3.6963,0.002,0.0141,0.3037
2018-01-01 00:00:30,0.2432,0.0643,3.6714,0.0101,0.0111,0.3286
2018-01-01 00:00:40,0.1987,0.0545,3.7347,0.003,0.0091,0.2653
2018-01-01 00:00:50,0.2061,0.0717,3.7131,0.002,0.0071,0.2869
2018-01-01 00:01:00,0.2677,0.0689,3.6474,0.005,0.011,0.3526
2018-01-01 00:01:10,0.2197,0.0562,3.6961,0.016,0.012,0.3039
2018-01-01 00:01:20,0.2342,0.0683,3.6834,0.002,0.0121,0.3166
2018-01-01 00:01:30,0.2345,0.0604,3.6799,0.0151,0.0101,0.3201
2018-01-01 00:01:40,0.2085,0.0504,3.721,0.002,0.0181,0.279
2018-01-01 00:01:50,0.2209,0.0605,3.7074,0.002,0.0091,0.2926
2018-01-01 00:02:00,0.2468,0.0574,3.6827,0.002,0.0111,0.3173
2018-01-01 00:02:10,0.2052,0.0553,3.7274,0.002,0.0101,0.2726
2018-01-01 00:02:20,0.2279,0.0605,3.6934,0.0081,0.0101,0.3066
2018-01-01 00:02:30,0.2509,0.0642,3.6678,0.004,0.013,0.3322
2018-01-01 00:02:40,0.2161,0.0523,3.7025,0.0171,0.0121,0.2975
2018-01-01 00:02:50,0.2053,0.0657,3.7107,0.003,0.0152,0.2893
2018-01-01 00:03:00,0.2524,0.0593,3.6642,0.0171,0.007,0.3358
2018-01-01 00:03:10,0.2219,0.0452,3.7188,0.002,0.0121,0.2812
2018-01-01 00:03:20,0.2439,0.0652,3.6598,0.0231,0.008,0.3402
2018-01-01 00:03:30,0.2444,0.0543,3.6771,0.0091,0.0151,0.3229
2018-01-01 00:03:40,0.2124,0.0493,3.7141,0.0141,0.0101,0.2859
2018-01-01 00:03:50,0.2306,0.0614,3.6597,0.0342,0.0141,0.3403
2018-01-01 00:04:00,0.2398,0.0712,3.6719,0.004,0.013,0.3281
2018-01-01 00:04:10,0.206,0.0603,3.7156,0.002,0.0161,0.2844
2018-01-01 00:04:20,0.2227,0.0594,3.6907,0.0181,0.0091,0.3093
2018-01-01 00:04:30,0.2573,0.0565,3.669,0.005,0.0121,0.331
2018-01-01 00:04:40,0.195,0.0526,3.7393,0.002,0.0111,0.2607
2018-01-01 00:04:50,0.2253,0.0586,3.7019,0.003,0.0111,0.2981
2018-01-01 00:05:00,0.239,0.0686,3.6743,0.0071,0.0111,0.3257
2018-01-01 00:05:10,0.2104,0.0523,3.7222,0.003,0.0121,0.2778
2018-01-01 00:05:20,0.2328,0.0723,3.6789,0.002,0.014,0.3211
2018-01-01 00:05:30,0.2329,0.0683,3.6847,0.006,0.008,0.3153
2018-01-01 00:05:40,0.2012,0.0425,3.7442,0.002,0.0101,0.2558
2018-01-01 00:05:50,0.2243,0.0594,3.6962,0.006,0.0141,0.3038
2018-01-01 00:06:00,0.2665,0.0591,3.6623,0.002,0.01,0.3377
2018-01-01 00:06:10,0.2323,0.0551,3.7006,0.003,0.009,0.2994
2018-01-01 00:06:20,0.2708,0.0584,3.6466,0.0111,0.0131,0.3534
2018-01-01 00:06:30,0.2302,0.0576,3.6819,0.0192,0.0111,0.3181
2018-01-01 00:06:40,0.2575,0.0594,3.669,0.003,0.0111,0.331
2018-01-01 00:06:50,0.2367,0.0614,3.6767,0.0131,0.0121,0.3233
2018-01-01 00:07:00,0.2794,0.0585,3.6379,0.0171,0.0071,0.3621
2018-01-01 00:07:10,0.2281,0.0553,3.7026,0.003,0.0111,0.2974
2018-01-01 00:07:20,0.2313,0.0654,3.6873,0.008,0.008,0.3127
2018-01-01 00:07:30,0.3212,0.0513,3.6053,0.0121,0.0101,0.3947
2018-01-01 00:07:40,0.2514,0.0591,3.6665,0.006,0.017,0.3335
2018-01-01 00:07:50,0.2463,0.0681,3.6606,0.012,0.013,0.3394
2018-01-01 00:08:00,0.2743,0.0565,3.6441,0.0101,0.0151,0.3559
2018-01-01 00:08:10,0.2476,0.0639,3.6735,0.002,0.013,0.3265
2018-01-01 00:08:20,0.2439,0.0607,3.6762,0.0091,0.0101,0.3238
2018-01-01 00:08:30,0.2617,0.0505,3.6675,0.0081,0.0121,0.3325
2018-01-01 00:08:40,0.249,0.058,3.678,0.003,0.012,0.322
2018-01-01 00:08:50,0.2173,0.0748,3.6948,0.003,0.0101,0.3052
2018-01-01 00:09:00,0.341,0.0545,3.5551,0.0363,0.0131,0.4449
2018-01-01 00:09:10,0.2241,0.0633,3.6985,0.003,0.0111,0.3015
2018-01-01 00:09:20,0.2425,0.0584,3.6861,0.003,0.0101,0.3139
2018-01-01 00:09:30,0.2437,0.0632,3.669,0.009,0.015,0.331
2018-01-01 00:09:40,0.2219,0.0653,3.6947,0.004,0.0141,0.3053
2018-01-01 00:09:50,0.277,0.0667,3.6422,0.003,0.0111,0.3578
2018-01-01 00:10:00,0.2452,0.0613,3.6643,0.0191,0.0101,0.3357
2018-01-01 00:10:10,0.2088,0.0585,3.7196,0.003,0.0101,0.2804
2018-01-01 00:10:20,0.2914,0.0641,3.6235,0.011,0.01,0.3765
2018-01-01 00:10:30,0.2782,0.0484,3.629,0.0323,0.0121,0.371
2018-01-01 00:10:40,0.2047,0.0615,3.7196,0.002,0.0121,0.2804
2018-01-01 00:10:50,0.2325,0.0654,3.683,0.003,0.0161,0.317
2018-01-01 00:11:00,0.2432,0.0553,3.6564,0.0382,0.007,0.3436
2018-01-01 00:11:10,0.232,0.058,3.67,0.021,0.019,0.33
2018-01-01 00:11:20,0.2082,0.0657,3.7079,0.002,0.0162,0.2921
2018-01-01 00:11:30,0.2201,0.0565,3.6961,0.0131,0.0141,0.3039
2018-01-01 00:11:40,0.2348,0.0662,3.6809,0.003,0.0151,0.3191
2018-01-01 00:11:50,0.2185,0.0668,3.7047,0.002,0.0081,0.2953
2018-01-01 00:12:00,0.2476,0.0571,3.6763,0.003,0.016,0.3237
2018-01-01 00:12:10,0.219,0.0585,3.7053,0.003,0.0141,0.2947
2018-01-01 00:12:20,0.2277,0.0658,3.6913,0.004,0.0111,0.3087
2018-01-01 00:12:30,0.2332,0.0553,3.6854,0.0141,0.0121,0.3146
2018-01-01 00:12:40,0.2432,0.0573,3.6855,0.002,0.0121,0.3145
2018-01-01 00:12:50,0.2184,0.0597,3.7068,0.0051,0.0101,0.2932
2018-01-01 00:13:00,0.2247,0.0514,3.7098,0.002,0.0121,0.2902
2018-01-01 00:13:10,0.2472,0.0553,3.6644,0.0211,0.0121,0.3356
2018-01-01 00:13:20,0.2325,0.0624,3.69,0.003,0.0121,0.31
2018-01-01 00:13:30,0.2266,0.0483,3.6999,0.0171,0.0081,0.3001
2018-01-01 00:13:40,0.2178,0.0595,3.7116,0.003,0.0081,0.2884
2018-01-01 00:13:50,0.2596,0.0722,3.6501,0.006,0.012,0.3499
2018-01-01 00:14:00,0.2191,0.0495,3.7173,0.003,0.0111,0.2827
2018-01-01 00:14:10,0.2214,0.0574,3.7091,0.003,0.0091,0.2909
2018-01-01 00:14:20,0.2716,0.0679,3.6345,0.013,0.013,0.3655
2018-01-01 00:14:30,0.2237,0.0504,3.7088,0.006,0.0111,0.2912
2018-01-01 00:14:40,0.2589,0.0647,3.6634,0.003,0.01,0.3366
