@timestamp,system.network.in.bytes,system.network.in.packets,system.network.in.dropped,system.network.out.bytes,system.network.out.packets,system.network.out.errors
2018-01-01 00:00:00,4000000,6692,0,4000000,7116,6
2018-01-01 00:00:10,4000000,6539,1,4000000,7145,4
2018-01-01 00:00:20,4000000,6606,0,3000000,6966,5
2018-01-01 00:00:30,4000000,6556,2,4000000,7123,2
2018-01-01 00:00:40,4000000,6693,1,4000000,7128,3
2018-01-01 00:00:50,4000000,6656,1,4000000,6959,6
2018-01-01 00:01:00,4000000,6410,0,4000000,7090,2
2018-01-01 00:01:10,3000000,6628,1,4000000,7098,4
2018-01-01 00:01:20,4000000,6628,1,3000000,6921,6
2018-01-01 00:01:30,4000000,6549,1,4000000,7175,4
2018-01-01 00:01:40,4000000,6680,1,4000000,7056,4
2018-01-01 00:01:50,4000000,6505,1,4000000,6945,3
2018-01-01 00:02:00,4000000,6832,0,3000000,7066,5
2018-01-01 00:02:10,4000000,6515,2,4000000,6974,6
2018-01-01 00:02:20,4000000,6594,0,4000000,7331,6
2018-01-01 00:02:30,4000000,6690,1,4000000,6985,3
2018-01-01 00:02:40,4000000,6765,2,4000000,7349,5
2018-01-01 00:02:50,4000000,6524,0,4000000,7098,7
2018-01-01 00:03:00,4000000,6314,1,3000000,6657,5
2018-01-01 00:03:10,3000000,6043,1,4000000,6536,9
2018-01-01 00:03:20,4000000,6703,0,4000000,7261,3
2018-01-01 00:03:30,4000000,6483,1,4000000,7037,4
2018-01-01 00:03:40,4000000,6438,2,3000000,7142,5
2018-01-01 00:03:50,4000000,6735,0,4000000,7322,2
2018-01-01 00:04:00,4000000,6689,2,4000000,7130,8
2018-01-01 00:04:10,4000000,6539,0,4000000,7099,4
2018-01-01 00:04:20,4000000,6603,1,4000000,7199,3
2018-01-01 00:04:30,3000000,6377,1,4000000,6980,4
2018-01-01 00:04:40,4000000,6822,1,3000000,7481,5
2018-01-01 00:04:50,4000000,6659,0,4000000,7063,5
2018-01-01 00:05:00,4000000,6784,2,4000000,7290,5
2018-01-01 00:05:10,4000000,6648,0,4000000,7171,6
2018-01-01 00:05:20,4000000,6734,1,4000000,7114,8
2018-01-01 00:05:30,4000000,6998,2,4000000,7632,2
2018-01-01 00:05:40,4000000,6563,0,3000000,6997,1
2018-01-01 00:05:50,4000000,6739,1,4000000,7369,4
2018-01-01 00:06:00,4000000,6724,0,4000000,6968,5
2018-01-01 00:06:10,4000000,6569,1,4000000,7239,6
2018-01-01 00:06:20,4000000,6532,1,4000000,6958,5
2018-01-01 00:06:30,4000000,6474,1,3000000,6839,4
2018-01-01 00:06:40,4000000,6587,0,4000000,7148,1
2018-01-01 00:06:50,3000000,10343,1,3000000,9869,3
2018-01-01 00:07:00,4000000,12758,0,4000000,12105,0
2018-01-01 00:07:10,3000000,7960,3,4000000,8420,6
2018-01-01 00:07:20,4000000,6411,0,3000000,6858,4
2018-01-01 00:07:30,4000000,8358,0,4000000,8473,2
2018-01-01 00:07:40,4000000,7620,2,4000000,8165,6
2018-01-01 00:07:50,3000000,11821,0,3000000,11246,1
2018-01-01 00:08:00,4000000,8396,1,4000000,8800,3
2018-01-01 00:08:10,4000000,6562,2,4000000,7017,6
2018-01-01 00:08:20,4000000,10263,0,3000000,10137,3
2018-01-01 00:08:30,3000000,13469,1,4000000,12706,0
2018-01-01 00:08:40,4000000,8410,1,4000000,8762,2
2018-01-01 00:08:50,3000000,12814,1,3000000,12132,1
2018-01-01 00:09:00,4000000,10710,1,4000000,10531,3
2018-01-01 00:09:10,4000000,8193,1,3000000,8326,7
2018-01-01 00:09:20,4000000,8183,0,4000000,8632,3
2018-01-01 00:09:30,3000000,13054,1,3000000,12410,0
2018-01-01 00:09:40,4000000,9959,1,4000000,10004,1
2018-01-01 00:09:50,3000000,13318,0,3000000,12450,1
2018-01-01 00:10:00,3000000,10215,0,4000000,10271,2
2018-01-01 00:10:10,4000000,6751,0,3000000,7094,3
2018-01-01 00:10:20,4000000,6545,1,4000000,7211,3
2018-01-01 00:10:30,4000000,6502,2,4000000,7133,5
2018-01-01 00:10:40,4000000,6613,1,4000000,7240,3
2018-01-01 00:10:50,4000000,6569,0,4000000,6982,5
2018-01-01 00:11:00,4000000,6671,1,3000000,7242,2
2018-01-01 00:11:10,4000000,6728,0,4000000,7371,8
2018-01-01 00:11:20,4000000,6400,2,4000000,6909,3
2018-01-01 00:11:30,4000000,6677,1,4000000,6948,2
2018-01-01 00:11:40,4000000,6555,1,4000000,7243,1
2018-01-01 00:11:50,3000000,6479,1,4000000,7096,6
2018-01-01 00:12:00,4000000,6769,0,3000000,7220,3
2018-01-01 00:12:10,4000000,6580,1,4000000,7102,8
2018-01-01 00:12:20,4000000,6801,2,4000000,7248,5
2018-01-01 00:12:30,4000000,6633,1,4000000,7204,4
2018-01-01 00:12:40,4000000,6655,0,4000000,7163,8
2018-01-01 00:12:50,4000000,6623,1,4000000,7224,6
2018-01-01 00:13:00,4000000,6482,1,4000000,7015,5
2018-01-01 00:13:10,4000000,6460,1,3000000,7064,5
2018-01-01 00:13:20,4000000,6557,1,4000000,7250,7
2018-01-01 00:13:30,4000000,6557,0,4000000,7157,3
2018-01-01 00:13:40,4000000,6486,1,4000000,7033,2
