@timestamp,jvm.metrics.memory.heap_memory_usage.committed,jvm.metrics.memory.heap_memory_usage.max,jvm.metrics.memory.heap_memory_usage.used,jvm.metrics.threading.thread_count,jvm.metrics.gc.psms.collection_count,jvm.metrics.gc.psms.collection_time,jvm.metrics.gc.pss.collection_count,jvm.metrics.gc.pss.collection_time
2018-01-01 00:00:00,2039480320,2039480320,1302399392,1504,0,0,0,0
2018-01-01 00:01:00,2039480320,2039480320,1450487168,1508,0,0,0,0
2018-01-01 00:02:00,2040528896,2040528896,1130294432,1445,0,0,1,30
2018-01-01 00:03:00,2040528896,2040528896,1303229024,1520,0,0,0,0
2018-01-01 00:04:00,2040528896,2040528896,1463502600,1473,0,0,0,0
2018-01-01 00:05:00,2040004608,2040004608,1169633752,1473,0,0,1,30
2018-01-01 00:06:00,2040004608,2040004608,1430441216,1436,0,0,0,0
2018-01-01 00:07:00,2043150336,2043150336,1144048136,1623,0,0,1,32
2018-01-01 00:08:00,2043150336,2043150336,1335308496,1498,0,0,0,0
2018-01-01 00:09:00,2043150336,2043150336,1517205392,1429,0,0,0,0
2018-01-01 00:10:00,2041053184,2041053184,1219243808,1673,0,0,1,32
2018-01-01 00:11:00,2041053184,2041053184,1482103696,1604,0,0,0,0
2018-01-01 00:12:00,2047868928,2047868928,1177400728,1441,0,0,1,34
2018-01-01 00:13:00,2047868928,2047868928,1391140392,1504,0,0,0,0
2018-01-01 00:14:00,2045247488,2045247488,1102661200,1541,0,0,1,32
2018-01-01 00:15:00,2045247488,2045247488,1280395080,1491,0,0,0,0
2018-01-01 00:16:00,2045247488,2045247488,1442239728,1478,0,0,0,0
2018-01-01 00:17:00,2051014656,2051014656,1082623736,1439,0,0,1,32
2018-01-01 00:18:00,2051014656,2051014656,1269235152,1583,0,0,0,0
2018-01-01 00:19:00,2051014656,2051014656,1460529120,1567,0,0,0,0
2018-01-01 00:20:00,2049966080,2049966080,1109892920,1543,0,0,1,30
2018-01-01 00:21:00,2049966080,2049966080,1261203600,1460,0,0,0,0
2018-01-01 00:22:00,2053636096,2053636096,440363896,1486,1,763,1,30
2018-01-01 00:23:00,2053636096,2053636096,605550752,1628,0,0,0,0
2018-01-01 00:24:00,2053636096,2053636096,789474472,1421,0,0,0,0
2018-01-01 00:25:00,1972895744,1972895744,461220128,1469,0,0,1,19
2018-01-01 00:26:00,1972895744,1972895744,678704104,1550,0,0,0,0
2018-01-01 00:27:00,1972895744,1972895744,872844144,1507,0,0,0,0
2018-01-01 00:28:00,2044723200,2044723200,755188352,1472,0,0,1,20
2018-01-01 00:29:00,2044723200,2044723200,927132312,1477,0,0,0,0
2018-01-01 00:30:00,1967128576,1967128576,630492728,1446,0,0,1,19
2018-01-01 00:31:00,1967128576,1967128576,834554016,1489,0,0,0,0
2018-01-01 00:32:00,2046820352,2046820352,511445016,1470,0,0,1,22
2018-01-01 00:33:00,2046820352,2046820352,698697968,1389,0,0,0,0
2018-01-01 00:34:00,2046820352,2046820352,911474104,1740,0,0,0,0
2018-01-01 00:35:00,2046296064,2046296064,568644232,1527,0,0,1,23
2018-01-01 00:36:00,2046296064,2046296064,739952560,1495,0,0,0,0
2018-01-01 00:37:00,2046296064,2046296064,911305064,1439,0,0,0,0
2018-01-01 00:38:00,2051014656,2051014656,553666704,1527,0,0,1,23
2018-01-01 00:39:00,2051014656,2051014656,753101920,1518,0,0,0,0
2018-01-01 00:40:00,2051014656,2051014656,886993360,1614,0,0,0,0
2018-01-01 00:41:00,2048917504,2048917504,515889296,1509,0,0,1,23
2018-01-01 00:42:00,2048917504,2048917504,661037080,1460,0,0,0,0
2018-01-01 00:43:00,2048917504,2048917504,837226520,1611,0,0,0,0
2018-01-01 00:44:00,2056781824,2056781824,478493032,1491,0,0,1,23
2018-01-01 00:45:00,2056781824,2056781824,688047248,1458,0,0,0,0
2018-01-01 00:46:00,2056781824,2056781824,874367752,1484,0,0,0,0
2018-01-01 00:47:00,2054160384,2054160384,626612160,1687,0,0,1,24
2018-01-01 00:48:00,2054160384,2054160384,872483888,1482,0,0,0,0
2018-01-01 00:49:00,2062548992,2062548992,624358984,1466,0,0,1,29
2018-01-01 00:50:00,2062548992,2062548992,913009448,1640,0,0,0,0
2018-01-01 00:51:00,2034237440,2034237440,729899064,1500,0,0,1,31
2018-01-01 00:52:00,2048917504,2048917504,502607224,1672,0,0,1,34
2018-01-01 00:53:00,2048917504,2048917504,806002552,1542,0,0,0,0
2018-01-01 00:54:00,2025848832,2025848832,463540184,1595,0,0,1,35
2018-01-01 00:55:00,2025848832,2025848832,650097744,1552,0,0,0,0
2018-01-01 00:56:00,2025848832,2025848832,832599320,1550,0,0,0,0
2018-01-01 00:57:00,2053636096,2053636096,460878928,1621,0,0,1,30
2018-01-01 00:58:00,2053636096,2053636096,628159760,1696,0,0,0,0
2018-01-01 00:59:00,2053636096,2053636096,810131944,1540,0,0,0,0
2018-01-01 01:00:00,2051538944,2051538944,457613688,1698,0,0,1,31
