@timestamp,system.network.in.bytes,system.network.in.packets,system.network.in.dropped,system.network.out.bytes,system.network.out.packets,system.network.out.errors
2018-01-01 00:00:00,3000000,13038,1,3000000,12179,0
2018-01-01 00:00:10,3000000,13178,1,4000000,12232,0
2018-01-01 00:00:20,4000000,12945,1,3000000,12161,0
2018-01-01 00:00:30,3000000,13850,1,3000000,12750,0
2018-01-01 00:00:40,3000000,12838,0,4000000,11985,0
2018-01-01 00:00:50,3000000,12799,1,3000000,11980,0
2018-01-01 00:01:00,3000000,12681,1,3000000,11806,0
2018-01-01 00:01:10,3000000,12743,1,3000000,12018,0
2018-01-01 00:01:20,4000000,8619,1,4000000,8915,4
2018-01-01 00:01:30,4000000,6562,1,4000000,7141,3
2018-01-01 00:01:40,4000000,6551,0,4000000,7116,3
2018-01-01 00:01:50,4000000,6655,1,4000000,7157,6
2018-01-01 00:02:00,4000000,6637,1,3000000,7092,2
2018-01-01 00:02:10,4000000,6675,2,4000000,7178,6
2018-01-01 00:02:20,3000000,6428,0,4000000,6992,6
2018-01-01 00:02:30,4000000,6802,1,4000000,7454,9
2018-01-01 00:02:40,4000000,6749,1,4000000,7244,5
2018-01-01 00:02:50,4000000,6809,1,4000000,7297,5
2018-01-01 00:03:00,4000000,6694,0,4000000,7087,7
2018-01-01 00:03:10,4000000,6738,1,4000000,7177,3
2018-01-01 00:03:20,4000000,6535,1,3000000,7160,4
2018-01-01 00:03:30,4000000,6632,0,4000000,7089,8
2018-01-01 00:03:40,4000000,6744,1,4000000,7126,5
2018-01-01 00:03:50,4000000,6468,1,4000000,7105,4
2018-01-01 00:04:00,4000000,6739,1,4000000,7218,5
2018-01-01 00:04:10,4000000,6741,1,4000000,7312,6
2018-01-01 00:04:20,4000000,6704,1,4000000,7330,3
2018-01-01 00:04:30,4000000,6787,0,3000000,7231,9
2018-01-01 00:04:40,4000000,6647,0,4000000,7000,4
2018-01-01 00:04:50,4000000,6693,1,4000000,7045,4
2018-01-01 00:05:00,4000000,6820,1,4000000,6961,4
2018-01-01 00:05:10,3000000,6593,0,4000000,7050,4
2018-01-01 00:05:20,4000000,6612,3,4000000,7250,3
2018-01-01 00:05:30,4000000,6523,0,3000000,7077,4
2018-01-01 00:05:40,4000000,6507,0,4000000,7052,3
2018-01-01 00:05:50,4000000,6866,0,4000000,7386,4
2018-01-01 00:06:00,4000000,6740,1,4000000,7242,6
2018-01-01 00:06:10,4000000,6669,0,4000000,7145,6
2018-01-01 00:06:20,4000000,6473,3,3000000,7036,3
2018-01-01 00:06:30,4000000,6327,0,4000000,7030,3
2018-01-01 00:06:40,4000000,6713,1,4000000,7028,4
2018-01-01 00:06:50,4000000,6525,1,4000000,7066,4
2018-01-01 00:07:00,3000000,6476,0,4000000,6993,2
2018-01-01 00:07:10,4000000,6563,3,3000000,7121,2
2018-01-01 00:07:20,4000000,6586,0,4000000,7083,2
2018-01-01 00:07:30,4000000,6726,0,4000000,7103,7
2018-01-01 00:07:40,4000000,6380,1,4000000,7220,4
2018-01-01 00:07:50,4000000,6591,0,4000000,7035,7
2018-01-01 00:08:00,4000000,6558,2,3000000,7106,6
2018-01-01 00:08:10,4000000,6615,2,4000000,6836,7
2018-01-01 00:08:20,4000000,6614,1,4000000,7346,4
2018-01-01 00:08:30,4000000,6569,0,4000000,7056,5
2018-01-01 00:08:40,4000000,6638,0,4000000,7264,4
2018-01-01 00:08:50,4000000,6704,0,4000000,7308,4
2018-01-01 00:09:00,4000000,6666,2,3000000,7012,6
2018-01-01 00:09:10,3000000,6699,1,4000000,7287,4
2018-01-01 00:09:20,4000000,6666,1,4000000,7056,6
2018-01-01 00:09:30,4000000,6577,0,4000000,7147,3
2018-01-01 00:09:40,4000000,6731,0,4000000,7232,1
2018-01-01 00:09:50,4000000,6621,0,4000000,7082,4
2018-01-01 00:10:00,4000000,6740,3,4000000,7071,4
