@timestamp,system.diskio.iostat.await,system.diskio.iostat.queue.avg_size,system.diskio.iostat.read.per_sec.bytes,system.diskio.iostat.write.per_sec.bytes
2018-01-01 00:00:00,23.58,0.049,0,23516
2018-01-01 00:01:00,19.71,0.041,0,23225
2018-01-01 00:02:00,5.591,0.009,136.693,14817
2018-01-01 00:03:00,5.371,0.013,2672,19970
2018-01-01 00:04:00,7.5,0.013,478.405,18354
2018-01-01 00:05:00,6.753,0.017,820.739,21373
2018-01-01 00:06:00,6.299,0.013,1804,20915
2018-01-01 00:07:00,5.306,0.009,1469,17896
2018-01-01 00:08:00,5.475,0.011,1069,20908
2018-01-01 00:09:00,5.244,0.01,683.407,19888
2018-01-01 00:10:00,8.639,0.024,888.133,24885
2018-01-01 00:11:00,11.544,0.022,4203,20682
2018-01-01 00:12:00,7.974,0.021,547.433,25327
2018-01-01 00:13:00,8.403,0.018,2940,20783
2018-01-01 00:14:00,18.82,0.044,9811,33104
2018-01-01 00:15:00,6.122,0.015,0,28041
2018-01-01 00:16:00,5.364,0.012,68.341,22291
2018-01-01 00:17:00,28.51,0.071,2405,23043
2018-01-01 00:18:00,7.59,0.02,2606,26994
2018-01-01 00:19:00,12.95,0.03,3141,22186
2018-01-01 00:20:00,8.244,0.025,3873,27379
2018-01-01 00:21:00,7.175,0.012,478.984,17107
2018-01-01 00:22:00,15.52,0.039,3339,22903
2018-01-01 00:23:00,5.74,0.013,1134,20737
2018-01-01 00:24:00,6.619,0.015,2936,20021
2018-01-01 00:25:00,7.125,0.027,5409,26044
2018-01-01 00:26:00,8.426,0.017,273.34,19620
2018-01-01 00:27:00,27.714,0.078,1802,25766
2018-01-01 00:28:00,5.684,0.009,68.352,16287
2018-01-01 00:29:00,8.692,0.027,4605,24359
2018-01-01 00:30:00,7.746,0.016,1403,21384
2018-01-01 00:31:00,5.496,0.013,136.607,22479
2018-01-01 00:32:00,8.821,0.016,410.164,19827
2018-01-01 00:33:00,8.667,0.019,136.431,22183
2018-01-01 00:34:00,23.965,0.046,3209,19524
2018-01-01 00:35:00,6.693,0.017,1403,25521
2018-01-01 00:36:00,5.983,0.012,1334,25208
2018-01-01 00:37:00,4.504,0.009,0,24147
2018-01-01 00:38:00,5.402,0.009,0,21985
2018-01-01 00:39:00,51.485,0.113,1068,26305
2018-01-01 00:40:00,20.135,0.05,410.352,21306
2018-01-01 00:41:00,7.342,0.018,2533,24600
2018-01-01 00:42:00,19.074,0.034,409.771,18408
2018-01-01 00:43:00,5.586,0.016,2203,27773
2018-01-01 00:44:00,4.984,0.016,2204,26180
2018-01-01 00:45:00,8.12,0.014,0,23776
2018-01-01 00:46:00,7.273,0.017,546.977,23436
2018-01-01 00:47:00,62.032,0.196,0,27954
2018-01-01 00:48:00,10.866,0.024,136.653,20685
2018-01-01 00:49:00,8.538,0.017,1869,19095
2018-01-01 00:50:00,5.944,0.014,0,22922
2018-01-01 00:51:00,4.727,0.01,0,24121
2018-01-01 00:52:00,5.519,0.01,1269,23369
2018-01-01 00:53:00,5.702,0.013,136.664,26559
2018-01-01 00:54:00,7.759,0.015,342.046,22514
2018-01-01 00:55:00,11.726,0.043,1735,35032
2018-01-01 00:56:00,6.955,0.016,1535,23432
2018-01-01 00:57:00,28.537,0.071,273.374,23693
2018-01-01 00:58:00,16.784,0.027,0,20705
2018-01-01 00:59:00,6.118,0.012,1737,20108
2018-01-01 01:00:00,5.45,0.016,0,24707
2018-01-01 01:01:00,6.333,0.01,1202,17165
2018-01-01 01:02:00,27.869,0.071,0,24453
2018-01-01 01:03:00,14.677,0.03,752.061,20831
2018-01-01 01:04:00,6.421,0.021,4271,30898
2018-01-01 01:05:00,22.071,0.031,136.624,14143
2018-01-01 01:06:00,4.457,0.01,0,23113
2018-01-01 01:07:00,5.551,0.009,0,19276
2018-01-01 01:08:00,5.246,0.011,273.534,22238
2018-01-01 01:09:00,7.264,0.015,1602,24557
2018-01-01 01:10:00,7.956,0.024,1602,29642
2018-01-01 01:11:00,7.798,0.016,821.219,20450
2018-01-01 01:12:00,7.461,0.024,3136,27687
2018-01-01 01:13:00,5.895,0.011,820.773,18769
2018-01-01 01:14:00,5.235,0.012,3872,21628
2018-01-01 01:15:00,11.977,0.035,1136,25187
2018-01-01 01:16:00,7.469,0.018,2471,25515
2018-01-01 01:17:00,4.968,0.01,3074,20581
2018-01-01 01:18:00,4.939,0.008,0,19103
2018-01-01 01:19:00,6.592,0.016,3006,21909
2018-01-01 01:20:00,45.25,0.133,1003,27674
2018-01-01 01:21:00,22.8,0.038,0,17900
