@timestamp,system.network.in.bytes,system.network.in.packets,system.network.in.dropped,system.network.out.bytes,system.network.out.packets,system.network.out.errors
2018-01-01 00:00:00,1000000,2725,0,2000000,2960,1
2018-01-01 00:00:10,4000000,7405,1,4000000,7685,4
2018-01-01 00:00:20,4000000,6597,1,4000000,7133,3
2018-01-01 00:00:30,4000000,6573,0,4000000,7078,6
2018-01-01 00:00:40,4000000,6706,2,3000000,7105,5
2018-01-01 00:00:50,4000000,7171,1,4000000,7670,4
2018-01-01 00:01:00,2000000,2849,0,2000000,2957,0
2018-01-01 00:01:10,4000000,7157,1,4000000,7690,7
2018-01-01 00:01:20,4000000,6886,2,4000000,7407,6
2018-01-01 00:01:30,4000000,6686,0,4000000,7090,5
2018-01-01 00:01:40,4000000,6978,2,3000000,7355,3
2018-01-01 00:01:50,4000000,7064,0,4000000,7679,2
2018-01-01 00:02:00,2000000,2719,1,2000000,3011,2
2018-01-01 00:02:10,4000000,6634,2,4000000,7228,3
2018-01-01 00:02:20,4000000,7029,0,4000000,7382,5
2018-01-01 00:02:30,3000000,6601,2,4000000,7185,6
2018-01-01 00:02:40,4000000,6568,0,3000000,7079,1
2018-01-01 00:02:50,4000000,8200,0,4000000,8457,3
2018-01-01 00:03:00,1000000,2742,0,2000000,2865,3
2018-01-01 00:03:10,4000000,6656,2,4000000,7179,6
2018-01-01 00:03:20,4000000,6577,0,4000000,7195,6
2018-01-01 00:03:30,4000000,6662,2,3000000,7090,3
2018-01-01 00:03:40,4000000,6385,0,4000000,7024,7
2018-01-01 00:03:50,4000000,6655,0,4000000,6960,6
2018-01-01 00:04:00,2000000,2752,2,2000000,3033,1
2018-01-01 00:04:10,4000000,6675,0,4000000,7275,6
2018-01-01 00:04:20,4000000,7000,0,3000000,7499,7
2018-01-01 00:04:30,4000000,6545,2,4000000,7032,4
2018-01-01 00:04:40,4000000,6699,0,4000000,7422,3
2018-01-01 00:04:50,4000000,7341,1,4000000,7811,4
2018-01-01 00:05:00,2000000,3765,1,2000000,3811,1
2018-01-01 00:05:10,4000000,7304,1,4000000,7744,4
2018-01-01 00:05:20,3000000,6656,2,3000000,7127,4
2018-01-01 00:05:30,4000000,8468,0,4000000,8551,3
2018-01-01 00:05:40,4000000,7603,1,4000000,8281,3
2018-01-01 00:05:50,4000000,7051,0,3000000,7364,5
2018-01-01 00:06:00,2000000,4012,0,1000000,4043,0
2018-01-01 00:06:10,4000000,7995,2,4000000,8430,4
2018-01-01 00:06:20,4000000,7276,2,4000000,7751,4
2018-01-01 00:06:30,3000000,9617,0,4000000,9603,5
2018-01-01 00:06:40,4000000,8625,1,3000000,9155,2
2018-01-01 00:06:50,4000000,6708,0,4000000,7159,6
2018-01-01 00:07:00,1000000,3651,0,2000000,3721,3
