@timestamp,system.diskio.iostat.await,system.diskio.iostat.queue.avg_size,system.diskio.iostat.read.per_sec.bytes,system.diskio.iostat.write.per_sec.bytes
2018-01-01 00:00:00,18.667,0.035,1338,57418
2018-01-01 00:01:00,26.351,0.043,0,55824
2018-01-01 00:02:00,5.956,0.013,755.371,36280
2018-01-01 00:03:00,8.148,0.015,0,60276
2018-01-01 00:04:00,38.386,0.073,1073,57389
2018-01-01 00:05:00,22.351,0.036,0,56421
2018-01-01 00:06:00,5.538,0.008,1006,51994
2018-01-01 00:07:00,7.008,0.016,0,77227
2018-01-01 00:08:00,9.867,0.017,0,50977
2018-01-01 00:09:00,7.467,0.013,343.797,52980
2018-01-01 00:10:00,5.788,0.008,0,49971
2018-01-01 00:11:00,22.962,0.04,0,52828
2018-01-01 00:12:00,61.917,0.175,342.604,38677
2018-01-01 00:13:00,7.417,0.013,0,57743
2018-01-01 00:14:00,6.885,0.014,0,59700
2018-01-01 00:15:00,11.121,0.017,0,56157
2018-01-01 00:16:00,24.126,0.038,1140,56781
2018-01-01 00:17:00,24.553,0.051,755.339,57469
2018-01-01 00:18:00,44.114,0.078,0,82340
2018-01-01 00:19:00,9.635,0.026,1944,40287
2018-01-01 00:20:00,5.347,0.009,0,77651
2018-01-01 00:21:00,9.08,0.015,2014,53700
2018-01-01 00:22:00,11.133,0.027,0,59557
2018-01-01 00:23:00,26.118,0.045,0,50178
2018-01-01 00:24:00,21.062,0.04,1077,53371
2018-01-01 00:25:00,17.374,0.029,0,30285
2018-01-01 00:26:00,26.953,0.048,0,52484
2018-01-01 00:27:00,7.115,0.013,0,54819
2018-01-01 00:28:00,6.973,0.013,0,55596
2018-01-01 00:29:00,11.413,0.027,549.522,60372
2018-01-01 00:30:00,26.291,0.045,686.672,56932
2018-01-01 00:31:00,6.297,0.011,754.675,56212
2018-01-01 00:32:00,7.795,0.015,687.248,58255
2018-01-01 00:33:00,5.148,0.009,0,58703
2018-01-01 00:34:00,7.387,0.014,1809,57763
