@timestamp,system.network.in.bytes,system.network.in.packets,system.network.in.dropped,system.network.out.bytes,system.network.out.packets,system.network.out.errors
2018-01-01 00:00:00,5000000,7612,1,4000000,6030,11
2018-01-01 00:00:10,5000000,7502,0,5000000,5849,6
2018-01-01 00:00:20,5000000,7410,1,5000000,5950,8
2018-01-01 00:00:30,6000000,7647,1,4000000,5896,7
2018-01-01 00:00:40,6000000,7736,1,5000000,6187,7
2018-01-01 00:00:50,5000000,7699,1,4000000,6169,12
2018-01-01 00:01:00,6000000,7463,1,5000000,5631,11
2018-01-01 00:01:10,6000000,7572,1,4000000,5600,6
2018-01-01 00:01:20,5000000,8007,0,5000000,6487,5
2018-01-01 00:01:30,5000000,7421,1,4000000,5620,8
2018-01-01 00:01:40,5000000,7245,1,5000000,5918,6
2018-01-01 00:01:50,5000000,7885,1,5000000,6341,14
2018-01-01 00:02:00,7000000,7897,0,4000000,6640,18
2018-01-01 00:02:10,5000000,7705,2,5000000,6681,6
2018-01-01 00:02:20,5000000,7401,1,5000000,5954,8
2018-01-01 00:02:30,5000000,7567,0,4000000,6403,10
2018-01-01 00:02:40,5000000,7580,1,5000000,6113,4
2018-01-01 00:02:50,6000000,7599,1,5000000,6004,9
2018-01-01 00:03:00,5000000,7596,0,5000000,6407,11
2018-01-01 00:03:10,5000000,7768,3,5000000,6355,5
2018-01-01 00:03:20,5000000,7368,0,4000000,6209,4
2018-01-01 00:03:30,6000000,7559,0,5000000,6292,6
2018-01-01 00:03:40,5000000,7410,2,5000000,6086,5
2018-01-01 00:03:50,5000000,7751,0,5000000,6348,7
2018-01-01 00:04:00,5000000,7599,2,5000000,6390,9
2018-01-01 00:04:10,5000000,7271,1,5000000,5854,9
2018-01-01 00:04:20,6000000,7669,0,4000000,5897,11
2018-01-01 00:04:30,5000000,7622,0,5000000,6475,11
2018-01-01 00:04:40,5000000,7412,1,6000000,6199,1
2018-01-01 00:04:50,5000000,7686,2,4000000,6179,6
2018-01-01 00:05:00,6000000,7735,2,5000000,6225,9
2018-01-01 00:05:10,5000000,7769,0,5000000,6418,7
2018-01-01 00:05:20,5000000,7670,0,5000000,6880,7
2018-01-01 00:05:30,5000000,7355,1,5000000,6363,8
2018-01-01 00:05:40,6000000,7291,1,4000000,5876,5
2018-01-01 00:05:50,4000000,7489,2,5000000,6344,6
2018-01-01 00:06:00,6000000,7584,0,5000000,6268,8
2018-01-01 00:06:10,5000000,7445,0,5000000,6253,6
2018-01-01 00:06:20,5000000,7733,0,4000000,6303,4
2018-01-01 00:06:30,6000000,7768,1,5000000,6696,7
2018-01-01 00:06:40,5000000,7516,2,5000000,6375,5
2018-01-01 00:06:50,5000000,7431,2,5000000,6179,3
2018-01-01 00:07:00,5000000,7280,0,6000000,6391,5
2018-01-01 00:07:10,5000000,7240,0,4000000,5933,8
2018-01-01 00:07:20,5000000,7441,1,5000000,6348,8
2018-01-01 00:07:30,6000000,7615,0,4000000,6605,8
2018-01-01 00:07:40,5000000,7413,1,6000000,6552,3
2018-01-01 00:07:50,6000000,7632,3,4000000,6388,13
