@timestamp,system.network.in.bytes,system.network.in.packets,system.network.in.dropped,system.network.out.bytes,system.network.out.packets,system.network.out.errors
2018-01-01 00:00:00,2000000,3706,0,2000000,4061,0
2018-01-01 00:00:10,4000000,6245,2,3000000,6994,3
2018-01-01 00:00:20,3000000,6591,0,4000000,7113,2
2018-01-01 00:00:30,4000000,6362,1,4000000,7011,3
2018-01-01 00:00:40,4000000,6377,0,3000000,6948,4
2018-01-01 00:00:50,4000000,6313,0,4000000,6949,2
2018-01-01 00:01:00,2000000,3769,1,2000000,4125,0
2018-01-01 00:01:10,4000000,6391,1,3000000,7063,6
2018-01-01 00:01:20,4000000,6531,0,4000000,7068,2
2018-01-01 00:01:30,4000000,6327,1,4000000,7103,2
2018-01-01 00:01:40,3000000,6438,0,3000000,7026,3
2018-01-01 00:01:50,4000000,6512,1,4000000,7124,3
2018-01-01 00:02:00,2000000,3648,1,2000000,4063,2
2018-01-01 00:02:10,4000000,6358,1,3000000,6881,4
2018-01-01 00:02:20,3000000,6473,0,4000000,7171,1
2018-01-01 00:02:30,4000000,6417,1,4000000,7062,5
2018-01-01 00:02:40,4000000,6504,0,3000000,7196,1
2018-01-01 00:02:50,4000000,6435,1,4000000,7087,3
2018-01-01 00:03:00,2000000,3687,1,2000000,4052,3
2018-01-01 00:03:10,4000000,6403,0,3000000,7156,3
2018-01-01 00:03:20,4000000,6390,1,4000000,6996,1
2018-01-01 00:03:30,4000000,6463,0,4000000,7036,1
2018-01-01 00:03:40,3000000,6363,1,3000000,7025,3
2018-01-01 00:03:50,4000000,6481,1,4000000,7001,4
2018-01-01 00:04:00,2000000,3606,0,3000000,3917,2
2018-01-01 00:04:10,3000000,6304,1,3000000,6948,5
2018-01-01 00:04:20,4000000,6613,1,4000000,7066,3
2018-01-01 00:04:30,4000000,6380,1,3000000,6942,3
2018-01-01 00:04:40,4000000,6366,0,4000000,6831,1
2018-01-01 00:04:50,3000000,6798,2,3000000,7411,2
2018-01-01 00:05:00,3000000,3843,0,2000000,4215,2
2018-01-01 00:05:10,3000000,6735,2,4000000,7365,2
2018-01-01 00:05:20,4000000,6510,1,4000000,7047,1
2018-01-01 00:05:30,4000000,6534,0,3000000,7319,2
2018-01-01 00:05:40,4000000,6453,1,4000000,7010,4
2018-01-01 00:05:50,3000000,6360,1,4000000,7164,3
2018-01-01 00:06:00,2000000,3742,0,2000000,4259,0
2018-01-01 00:06:10,4000000,6283,1,4000000,6855,4
2018-01-01 00:06:20,3000000,8607,1,3000000,8628,5
