@timestamp,system.diskio.iostat.await,system.diskio.iostat.queue.avg_size,system.diskio.iostat.read.per_sec.bytes,system.diskio.iostat.write.per_sec.bytes
2018-01-01 00:00:00,28.427,0.071,0,60535
2018-01-01 00:01:00,13.021,0.01,0,52081
2018-01-01 00:02:00,17.804,0.03,0,56133
2018-01-01 00:03:00,44,0.083,0,58010
2018-01-01 00:04:00,11.574,0.018,0,56406
2018-01-01 00:05:00,8.652,0.02,0,58481
2018-01-01 00:06:00,5.922,0.013,0,59003
2018-01-01 00:07:00,7.545,0.017,0,62577
2018-01-01 00:08:00,46.214,0.08,0,28932
2018-01-01 00:09:00,6.759,0.01,0,54890
2018-01-01 00:10:00,13.448,0.037,0,62272
2018-01-01 00:11:00,20.787,0.021,0,53499
2018-01-01 00:12:00,54.963,0.075,0,10591
2018-01-01 00:13:00,7.623,0.02,0,84660
2018-01-01 00:14:00,5.5,0.005,0,51156
2018-01-01 00:15:00,26.94,0.068,0,60880
2018-01-01 00:16:00,11.484,0.012,0,53139
2018-01-01 00:17:00,6.214,0.017,0,85938
2018-01-01 00:18:00,8.897,0.017,0,37858
2018-01-01 00:19:00,17.154,0.015,0,52466
2018-01-01 00:20:00,7.85,0.025,68.575,65562
2018-01-01 00:21:00,6.504,0.013,0,56796
2018-01-01 00:22:00,7.533,0.008,0,48369
2018-01-01 00:23:00,6.542,0.011,0,46273
2018-01-01 00:24:00,6.353,0.011,68.728,31679
2018-01-01 00:25:00,6.166,0.016,0,50372
2018-01-01 00:26:00,10.667,0.009,0,51922
2018-01-01 00:27:00,7.767,0.016,548.671,57198
2018-01-01 00:28:00,54.409,0.085,0,55727
2018-01-01 00:29:00,8.04,0.014,0,55876
2018-01-01 00:30:00,18.017,0.035,0,36207
2018-01-01 00:31:00,37.785,0.077,0,101602
2018-01-01 00:32:00,35.615,0.062,0,56840
2018-01-01 00:33:00,47.429,0.072,0,11145
2018-01-01 00:34:00,9.522,0.018,0,102933
2018-01-01 00:35:00,6.781,0.021,205.519,63890
2018-01-01 00:36:00,36.312,0.047,68.731,52219
2018-01-01 00:37:00,25.459,0.032,0,30836
2018-01-01 00:38:00,4.139,0.008,0,53492
2018-01-01 00:39:00,54.994,0.143,0,52769
2018-01-01 00:40:00,6.631,0.015,0,34656
2018-01-01 00:41:00,29.622,0.034,1605,66121
2018-01-01 00:42:00,4.933,0.007,0,32454
2018-01-01 00:43:00,34.548,0.097,0,85247
2018-01-01 00:44:00,5.953,0.004,0,6184
2018-01-01 00:45:00,5.633,0.016,0,83833
2018-01-01 00:46:00,7.059,0.014,0,59272
2018-01-01 00:47:00,20.04,0.034,0,55699
2018-01-01 00:48:00,10.182,0.011,0,52670
2018-01-01 00:49:00,55.828,0.109,0,80336
2018-01-01 00:50:00,33.766,0.106,0,44711
2018-01-01 00:51:00,9.793,0.01,0,51928
2018-01-01 00:52:00,5.309,0.014,0,60042
2018-01-01 00:53:00,40.825,0.043,0,49005
2018-01-01 00:54:00,8.633,0.017,1072,53782
2018-01-01 00:55:00,5.388,0.013,0,50195
2018-01-01 00:56:00,5.487,0.01,0,37147
2018-01-01 00:57:00,6.733,0.007,0,43164
2018-01-01 00:58:00,6.652,0.01,0,54898
2018-01-01 00:59:00,8.316,0.016,0,57631
2018-01-01 01:00:00,10.248,0.026,0,62209
2018-01-01 01:01:00,22.069,0.021,892.263,53152
2018-01-01 01:02:00,7.604,0.013,0,56064
2018-01-01 01:03:00,5.91,0.011,0,56711
2018-01-01 01:04:00,38.4,0.067,0,58362
2018-01-01 01:05:00,58.219,0.125,0,59192
2018-01-01 01:06:00,41.593,0.086,68.661,59676
2018-01-01 01:07:00,36.627,0.063,0,53280
2018-01-01 01:08:00,30.313,0.074,0,60220
2018-01-01 01:09:00,15.785,0.024,4806,47530
2018-01-01 01:10:00,7.075,0.019,4512,60003
2018-01-01 01:11:00,6.684,0.008,0,44303
2018-01-01 01:12:00,27.223,0.094,7220,32959
2018-01-01 01:13:00,6.989,0.011,0,49079
2018-01-01 01:14:00,7.928,0.015,0,58009
2018-01-01 01:15:00,7.821,0.02,0,61065
2018-01-01 01:16:00,8.667,0.007,0,51965
2018-01-01 01:17:00,16.65,0.033,617.358,56404
2018-01-01 01:18:00,7.63,0.014,0,57497
