@timestamp,system.diskio.iostat.await,system.diskio.iostat.queue.avg_size,system.diskio.iostat.read.per_sec.bytes,system.diskio.iostat.write.per_sec.bytes
2018-01-01 00:00:00,13.067,0.023,686.759,57073
2018-01-01 00:01:00,51.835,0.105,0,60678
2018-01-01 00:02:00,20.66,0.034,0,58055
2018-01-01 00:03:00,11.486,0.027,550.029,62308
2018-01-01 00:04:00,11.907,0.026,1543,59103
2018-01-01 00:05:00,6.242,0.01,343.379,54391
2018-01-01 00:06:00,8.364,0.02,1206,58344
2018-01-01 00:07:00,7.836,0.016,0,58061
2018-01-01 00:08:00,7.5,0.012,0,69428
2018-01-01 00:09:00,4.51,0.008,1072,48590
2018-01-01 00:10:00,7.24,0.012,1072,51589
2018-01-01 00:11:00,85.892,0.213,0,60327
2018-01-01 00:12:00,7.231,0.013,686.356,53085
2018-01-01 00:13:00,35.682,0.053,0,56177
2018-01-01 00:14:00,8.386,0.016,343.192,56774
2018-01-01 00:15:00,7.516,0.011,0,56667
2018-01-01 00:16:00,5.514,0.01,0,57908
2018-01-01 00:17:00,11.279,0.021,137.502,60828
2018-01-01 00:18:00,6.558,0.009,0,57600
2018-01-01 00:19:00,10.115,0.018,0,56757
2018-01-01 00:20:00,9.055,0.014,0,55313
2018-01-01 00:21:00,53.239,0.127,0,36174
2018-01-01 00:22:00,31.64,0.053,824.525,55827
2018-01-01 00:23:00,7.053,0.013,0,55186
2018-01-01 00:24:00,55.138,0.107,1340,50938
2018-01-01 00:25:00,5.852,0.011,0,49179
2018-01-01 00:26:00,7.636,0.017,0,55082
2018-01-01 00:27:00,7.615,0.013,137.196,56875
2018-01-01 00:28:00,7.874,0.013,1074,53293
2018-01-01 00:29:00,14.692,0.026,0,57432
2018-01-01 00:30:00,5.082,0.007,0,53197
2018-01-01 00:31:00,8.545,0.019,892.225,60858
2018-01-01 00:32:00,7.32,0.012,0,57487
2018-01-01 00:33:00,45.609,0.066,0,58842
2018-01-01 00:34:00,9.748,0.017,412.159,58765
2018-01-01 00:35:00,7.913,0.012,1546,56413
2018-01-01 00:36:00,37.235,0.093,1004,60437
2018-01-01 00:37:00,6.806,0.014,0,56507
2018-01-01 00:38:00,7.065,0.015,0,57404
2018-01-01 00:39:00,16.662,0.039,0,53118
2018-01-01 00:40:00,23.569,0.04,0,48101
2018-01-01 00:41:00,16.353,0.037,137.507,74796
2018-01-01 00:42:00,44.36,0.074,0,56094
2018-01-01 00:43:00,6.598,0.011,0,55349
2018-01-01 00:44:00,5.347,0.009,0,56779
2018-01-01 00:45:00,51.478,0.119,205.984,58805
2018-01-01 00:46:00,10.972,0.02,0,35887
2018-01-01 00:47:00,6.769,0.012,0,67579
2018-01-01 00:48:00,6.722,0.011,68.69,74660
2018-01-01 00:49:00,16.751,0.069,755.371,82149
2018-01-01 00:50:00,7.728,0.013,1074,56850
2018-01-01 00:51:00,24.171,0.057,68.572,59666
2018-01-01 00:52:00,34.182,0.069,0,56462
2018-01-01 00:53:00,5.204,0.009,0,55885
2018-01-01 00:54:00,22.667,0.042,0,33127
2018-01-01 00:55:00,5.182,0.008,0,48211
2018-01-01 00:56:00,9.641,0.025,0,72325
2018-01-01 00:57:00,46.077,0.08,274.508,56832
2018-01-01 00:58:00,28.308,0.049,1680,55698
2018-01-01 00:59:00,30.509,0.056,891.441,33750
2018-01-01 01:00:00,37.741,0.068,0,77765
2018-01-01 01:01:00,104.752,0.205,0,58529
2018-01-01 01:02:00,4.525,0.008,0,35115
2018-01-01 01:03:00,28.828,0.056,0,84384
2018-01-01 01:04:00,7.613,0.012,0,58724
2018-01-01 01:05:00,4.92,0.008,0,59669
2018-01-01 01:06:00,6.517,0.016,137.455,60003
2018-01-01 01:07:00,55.5,0.089,0,32267
2018-01-01 01:08:00,10.575,0.026,823.8,83600
2018-01-01 01:09:00,9.01,0.015,0,32396
2018-01-01 01:10:00,8.661,0.016,0,70830
2018-01-01 01:11:00,21.253,0.053,137.173,52914
2018-01-01 01:12:00,7.955,0.012,1747,29561
2018-01-01 01:13:00,5.873,0.012,137.185,58009
2018-01-01 01:14:00,37.719,0.085,68.656,57258
2018-01-01 01:15:00,5.786,0.01,0,55684
2018-01-01 01:16:00,7.027,0.013,0,57945
2018-01-01 01:17:00,47.889,0.087,0,55932
2018-01-01 01:18:00,10.093,0.018,1940,59145
2018-01-01 01:19:00,7.37,0.013,0,59152
2018-01-01 01:20:00,6.714,0.009,0,57485
2018-01-01 01:21:00,15.531,0.038,549.499,64461
2018-01-01 01:22:00,26.707,0.06,0,59565
2018-01-01 01:23:00,26.077,0.045,0,54100
2018-01-01 01:24:00,9.13,0.014,0,55168
2018-01-01 01:25:00,5.5,0.01,0,53038
2018-01-01 01:26:00,43.412,0.099,481.215,51290
2018-01-01 01:27:00,11.574,0.018,1881,47823
2018-01-01 01:28:00,10,0.016,0,52526
2018-01-01 01:29:00,21.051,0.035,0,55731
2018-01-01 01:30:00,13.649,0.022,0,55336
2018-01-01 01:31:00,22.781,0.049,0,59282
2018-01-01 01:32:00,22.245,0.037,0,54745
2018-01-01 01:33:00,20,0.028,0,55983
2018-01-01 01:34:00,5.667,0.009,0,58868
2018-01-01 01:35:00,11.404,0.022,274.692,61162
2018-01-01 01:36:00,7.043,0.014,0,60831
2018-01-01 01:37:00,24.09,0.054,206.452,84946
2018-01-01 01:38:00,5.113,0.01,68.647,54971
2018-01-01 01:39:00,6.6,0.011,1073,54837
2018-01-01 01:40:00,8.992,0.018,0,55329
2018-01-01 01:41:00,5.97,0.013,0,52424
2018-01-01 01:42:00,21.2,0.032,411.555,47492
2018-01-01 01:43:00,7.333,0.014,686.701,52374
2018-01-01 01:44:00,5.833,0.009,0,55981
2018-01-01 01:45:00,7.056,0.011,0,53646
2018-01-01 01:46:00,10.4,0.021,0,35099
2018-01-01 01:47:00,8.744,0.019,755.688,61118
2018-01-01 01:48:00,12.325,0.025,412.003,59346
2018-01-01 01:49:00,5.458,0.01,0,59489
2018-01-01 01:50:00,9.654,0.017,549.43,59088
2018-01-01 01:51:00,57.48,0.122,0,85961
2018-01-01 01:52:00,37.285,0.086,0,61077
2018-01-01 01:53:00,43.152,0.072,0,55267
2018-01-01 01:54:00,44.134,0.088,0,56138
2018-01-01 01:55:00,5.129,0.007,0,52068
2018-01-01 01:56:00,9.42,0.022,0,53369
2018-01-01 01:57:00,5.137,0.009,0,30903
2018-01-01 01:58:00,5.674,0.008,0,47587
2018-01-01 01:59:00,6.059,0.01,0,51546
2018-01-01 02:00:00,13.833,0.022,0,56769
2018-01-01 02:01:00,8.586,0.023,206.218,80420
2018-01-01 02:02:00,14.253,0.021,0,33893
2018-01-01 02:03:00,29.574,0.047,548.809,78047
2018-01-01 02:04:00,6.383,0.01,0,57872
2018-01-01 02:05:00,7.294,0.012,0,58800
2018-01-01 02:06:00,28.033,0.057,0,61744
2018-01-01 02:07:00,5.436,0.011,960.979,35192
2018-01-01 02:08:00,17.679,0.087,0,108669
2018-01-01 02:09:00,81.362,0.128,0,52585
2018-01-01 02:10:00,6.462,0.01,0,54955
2018-01-01 02:11:00,34.298,0.081,0,55371
2018-01-01 02:12:00,10.788,0.018,0,30781
2018-01-01 02:13:00,9.267,0.016,0,67782
2018-01-01 02:14:00,4.644,0.009,0,53291
2018-01-01 02:15:00,8.475,0.014,0,55926
2018-01-01 02:16:00,8.812,0.02,68.762,58421
2018-01-01 02:17:00,8.208,0.011,0,53875
2018-01-01 02:18:00,7.767,0.016,0,60270
2018-01-01 02:19:00,11.032,0.017,0,57234
2018-01-01 02:20:00,10.059,0.017,617.41,56810
2018-01-01 02:21:00,24.058,0.055,0,64373
2018-01-01 02:22:00,7.127,0.017,0,63087
2018-01-01 02:23:00,7.399,0.019,0,40037
