@timestamp,system.diskio.iostat.await,system.diskio.iostat.queue.avg_size,system.diskio.iostat.read.per_sec.bytes,system.diskio.iostat.write.per_sec.bytes
2018-01-01 00:00:00,7.91,0.018,0,114353
2018-01-01 00:01:00,10.017,0.019,0,202539
2018-01-01 00:02:00,7.938,0.017,0,152031
2018-01-01 00:03:00,13.838,0.034,0,106850
2018-01-01 00:04:00,8.441,0.019,0,154610
2018-01-01 00:05:00,17.12,0.036,547.456,175691
2018-01-01 00:06:00,11.593,0.023,0,150705
2018-01-01 00:07:00,30.386,0.09,68.785,156178
2018-01-01 00:08:00,8.072,0.03,0,153894
2018-01-01 00:09:00,9.564,0.021,68.69,95522
2018-01-01 00:10:00,5.688,0.01,0,64473
2018-01-01 00:11:00,6.104,0.014,0,142230
2018-01-01 00:12:00,16.243,0.04,4161,148639
2018-01-01 00:13:00,16.819,0.072,3688,195717
2018-01-01 00:14:00,27.45,0.06,2144,120613
2018-01-01 00:15:00,16.262,0.017,136.904,147332
2018-01-01 00:16:00,42.5,0.103,1340,153954
2018-01-01 00:17:00,47.905,0.101,3951,108341
2018-01-01 00:18:00,27.2,0.089,2608,188290
2018-01-01 00:19:00,10.574,0.023,411.624,145448
2018-01-01 00:20:00,9.051,0.021,1739,151989
2018-01-01 00:21:00,9.755,0.023,0,153209
2018-01-01 00:22:00,11.781,0.029,4415,155458
2018-01-01 00:23:00,25.01,0.085,3685,151070
2018-01-01 00:24:00,17.536,0.032,1677,108379
2018-01-01 00:25:00,8.265,0.019,2013,119252
2018-01-01 00:26:00,7.624,0.019,4082,73686
2018-01-01 00:27:00,33.014,0.078,1739,150661
2018-01-01 00:28:00,10.039,0.026,1740,147219
2018-01-01 00:29:00,8.227,0.019,4086,154005
2018-01-01 00:30:00,13.781,0.03,1878,164171
2018-01-01 00:31:00,7.729,0.015,2546,104728
2018-01-01 00:32:00,7.628,0.023,4430,158530
2018-01-01 00:33:00,9.011,0.028,4229,206612
2018-01-01 00:34:00,8.912,0.02,3549,151408
2018-01-01 00:35:00,10.149,0.021,4745,103793
2018-01-01 00:36:00,8.925,0.024,5765,155797
2018-01-01 00:37:00,11.441,0.036,6792,208886
2018-01-01 00:38:00,10.32,0.031,1541,107310
2018-01-01 00:39:00,9.458,0.019,1409,143966
2018-01-01 00:40:00,5.014,0.012,2212,147551
2018-01-01 00:41:00,6.124,0.015,5174,75455
2018-01-01 00:42:00,9.672,0.02,0,101330
2018-01-01 00:43:00,24.44,0.075,3754,161890
2018-01-01 00:44:00,23.662,0.056,1611,155798
2018-01-01 00:45:00,25.393,0.057,2010,155029
2018-01-01 00:46:00,26.841,0.062,205.933,152908
2018-01-01 00:47:00,13.333,0.03,2474,122434
2018-01-01 00:48:00,29.551,0.088,2007,160194
2018-01-01 00:49:00,12.885,0.026,3085,152892
2018-01-01 00:50:00,8.738,0.019,0,153338
2018-01-01 00:51:00,24.755,0.066,6242,200688
2018-01-01 00:52:00,19.874,0.053,0,158128
2018-01-01 00:53:00,24.902,0.069,3019,63675
2018-01-01 00:54:00,14.69,0.029,0,147332
2018-01-01 00:55:00,8.259,0.019,0,170100
2018-01-01 00:56:00,7.855,0.018,549.914,99685
2018-01-01 00:57:00,7.387,0.014,3222,84511
2018-01-01 00:58:00,24.11,0.073,1005,161179
2018-01-01 00:59:00,7.409,0.018,137.053,154787
2018-01-01 01:00:00,10.794,0.025,1739,144068
2018-01-01 01:01:00,13.221,0.034,2006,154209
2018-01-01 01:02:00,34.045,0.076,822.972,144864
2018-01-01 01:03:00,30.767,0.082,1070,154862
2018-01-01 01:04:00,12.303,0.03,2408,157532
2018-01-01 01:05:00,10.058,0.023,68.578,126240
2018-01-01 01:06:00,23.079,0.059,3624,153678
2018-01-01 01:07:00,22.15,0.054,1741,154323
2018-01-01 01:08:00,10.767,0.031,4557,159491
2018-01-01 01:09:00,25.034,0.062,1074,153311
2018-01-01 01:10:00,17.165,0.036,410.97,142140
2018-01-01 01:11:00,8.64,0.022,0,138380
2018-01-01 01:12:00,8.408,0.021,959.531,95511
2018-01-01 01:13:00,16.651,0.072,5771,112944
2018-01-01 01:14:00,23.797,0.063,3887,157882
2018-01-01 01:15:00,12.364,0.016,0,139465
2018-01-01 01:16:00,27.862,0.054,1875,151122
2018-01-01 01:17:00,7.569,0.021,3147,160281
2018-01-01 01:18:00,40.154,0.123,3158,143463
2018-01-01 01:19:00,9.71,0.022,0,153988
