@timestamp,system.diskio.iostat.await,system.diskio.iostat.queue.avg_size,system.diskio.iostat.read.per_sec.bytes,system.diskio.iostat.write.per_sec.bytes
2018-01-01 00:00:00,8.865,0.022,0,64260
2018-01-01 00:01:00,6.459,0.013,0,84841
2018-01-01 00:02:00,5.714,0.01,0,32269
2018-01-01 00:03:00,11,0.01,0,56056
2018-01-01 00:04:00,5.156,0.016,68.71,65087
2018-01-01 00:05:00,18.592,0.039,686.097,85360
2018-01-01 00:06:00,43,0.029,274.232,51218
2018-01-01 00:07:00,18.857,0.029,0,32934
2018-01-01 00:08:00,4.935,0.013,0,50438
2018-01-01 00:09:00,7.534,0.021,0,78745
2018-01-01 00:10:00,10.681,0.016,891.964,47908
2018-01-01 00:11:00,7.562,0.017,1207,31596
2018-01-01 00:12:00,12.448,0.024,0,79950
2018-01-01 00:13:00,10.885,0.011,137.565,54408
2018-01-01 00:14:00,8.302,0.022,0,42353
2018-01-01 00:15:00,7.223,0.012,0,81596
2018-01-01 00:16:00,7.022,0.011,0,57967
2018-01-01 00:17:00,10.03,0.011,1343,32378
2018-01-01 00:18:00,7.475,0.02,0,83862
2018-01-01 00:19:00,12.642,0.022,0,58484
2018-01-01 00:20:00,7.56,0.014,342.547,36663
2018-01-01 00:21:00,10.857,0.009,755.339,53445
2018-01-01 00:22:00,13.615,0.037,754.296,62278
2018-01-01 00:23:00,28.099,0.076,205.872,55154
2018-01-01 00:24:00,10.87,0.024,0,52499
2018-01-01 00:25:00,25.6,0.043,0,53476
2018-01-01 00:26:00,34.521,0.084,0,49770
2018-01-01 00:27:00,8,0.006,961.825,46696
2018-01-01 00:28:00,49.153,0.092,618.991,55881
2018-01-01 00:29:00,4.982,0.014,68.633,62198
2018-01-01 00:30:00,11.046,0.02,820.431,59489
2018-01-01 00:31:00,16.667,0.013,0,54481
2018-01-01 00:32:00,14.415,0.026,0,60112
2018-01-01 00:33:00,17.839,0.041,0,59115
2018-01-01 00:34:00,21.257,0.048,274.542,58045
2018-01-01 00:35:00,85.067,0.139,1272,59301
2018-01-01 00:36:00,6.213,0.016,823.11,62229
2018-01-01 00:37:00,43.129,0.09,961.019,59594
2018-01-01 00:38:00,17.263,0.027,0,55516
2018-01-01 00:39:00,29.194,0.071,0,49178
2018-01-01 00:40:00,9.277,0.019,1141,57512
2018-01-01 00:41:00,36.903,0.057,959.371,64244
2018-01-01 00:42:00,11.745,0.022,0,31504
2018-01-01 00:43:00,5.455,0.014,1407,59972
2018-01-01 00:44:00,52.201,0.139,274.692,84299
2018-01-01 00:45:00,5.759,0.011,1607,35282
2018-01-01 00:46:00,8.515,0.014,2012,82099
2018-01-01 00:47:00,5.402,0.009,0,34124
2018-01-01 00:48:00,10.444,0.009,0,55466
2018-01-01 00:49:00,18.207,0.053,1608,64193
2018-01-01 00:50:00,10.139,0.024,343.365,86445
2018-01-01 00:51:00,20.552,0.03,958.329,56553
2018-01-01 00:52:00,9.588,0.011,0,54587
2018-01-01 00:53:00,23.143,0.054,0,60493
2018-01-01 00:54:00,8.464,0.02,1749,33294
2018-01-01 00:55:00,8.835,0.013,343.595,49526
2018-01-01 00:56:00,17.896,0.052,753.036,75277
2018-01-01 00:57:00,6.742,0.014,1073,30707
2018-01-01 00:58:00,9.543,0.02,548.625,76213
2018-01-01 00:59:00,14.113,0.034,1883,56634
2018-01-01 01:00:00,23,0.042,0,54923
2018-01-01 01:01:00,6.957,0.011,0,39901
2018-01-01 01:02:00,8.189,0.015,274.634,60143
2018-01-01 01:03:00,8.87,0.01,412.314,56975
2018-01-01 01:04:00,6.92,0.02,959.652,88026
2018-01-01 01:05:00,6.109,0.011,821.802,56379
2018-01-01 01:06:00,11.884,0.014,615.092,55663
2018-01-01 01:07:00,8.168,0.013,0,58797
2018-01-01 01:08:00,5.797,0.013,0,60361
2018-01-01 01:09:00,9.301,0.025,0,56233
2018-01-01 01:10:00,11.792,0.019,0,51516
2018-01-01 01:11:00,47.125,0.076,1076,50960
2018-01-01 01:12:00,7.127,0.02,68.69,33741
2018-01-01 01:13:00,16.558,0.012,0,41423
2018-01-01 01:14:00,6.549,0.02,1474,63526
2018-01-01 01:15:00,14.717,0.026,1744,54789
2018-01-01 01:16:00,6.337,0.011,0,59120
2018-01-01 01:17:00,8.466,0.015,0,58648
2018-01-01 01:18:00,38.198,0.058,0,59562
2018-01-01 01:19:00,7.292,0.016,1471,61320
2018-01-01 01:20:00,10.818,0.008,0,54523
2018-01-01 01:21:00,12.348,0.024,1074,59789
2018-01-01 01:22:00,6.942,0.018,1408,87150
2018-01-01 01:23:00,5.024,0.011,1540,58872
2018-01-01 01:24:00,10.271,0.02,274.508,56430
2018-01-01 01:25:00,7.529,0.017,0,54360
2018-01-01 01:26:00,6.151,0.011,0,50585
2018-01-01 01:27:00,12.851,0.02,1004,31675
2018-01-01 01:28:00,29.072,0.047,3971,44282
2018-01-01 01:29:00,9.955,0.029,2145,79159
2018-01-01 01:30:00,14.438,0.025,0,54729
2018-01-01 01:31:00,9.891,0.009,1870,54553
2018-01-01 01:32:00,7.755,0.013,0,52830
2018-01-01 01:33:00,6.479,0.021,754.96,49732
2018-01-01 01:34:00,51.651,0.109,2548,60742
2018-01-01 01:35:00,6.295,0.006,68.664,55186
2018-01-01 01:36:00,24.975,0.05,0,82458
2018-01-01 01:37:00,4.717,0.008,0,58994
2018-01-01 01:38:00,12.444,0.013,2408,54591
2018-01-01 01:39:00,7.393,0.024,0,66349
2018-01-01 01:40:00,18.156,0.043,548.878,56147
2018-01-01 01:41:00,7.683,0.013,0,50728
2018-01-01 01:42:00,9.018,0.008,0,27667
2018-01-01 01:43:00,5.757,0.01,0,49786
2018-01-01 01:44:00,7.884,0.023,1412,51966
2018-01-01 01:45:00,19.263,0.012,2144,50038
2018-01-01 01:46:00,48.119,0.081,548.832,57215
2018-01-01 01:47:00,8.933,0.023,2019,60288
2018-01-01 01:48:00,5.905,0.012,342.618,61430
2018-01-01 01:49:00,16.206,0.042,1205,63676
2018-01-01 01:50:00,15.324,0.018,0,57413
2018-01-01 01:51:00,37.632,0.079,1004,59991
2018-01-01 01:52:00,5.028,0.009,0,59429
2018-01-01 01:53:00,26.033,0.027,821.322,55076
2018-01-01 01:54:00,25.672,0.081,0,66091
2018-01-01 01:55:00,9.259,0.017,137.248,59175
2018-01-01 01:56:00,8.642,0.012,1473,48345
2018-01-01 01:57:00,12.486,0.029,0,76535
2018-01-01 01:58:00,23.889,0.043,68.71,53277
2018-01-01 01:59:00,10.874,0.019,0,45684
2018-01-01 02:00:00,29.419,0.031,0,25976
2018-01-01 02:01:00,55.429,0.098,892.337,54833
2018-01-01 02:02:00,37.987,0.099,959.853,83893
2018-01-01 02:03:00,8.032,0.017,2144,37585
2018-01-01 02:04:00,10.567,0.024,1073,60690
2018-01-01 02:05:00,5.739,0.011,893.31,83412
2018-01-01 02:06:00,7.059,0.012,0,32494
2018-01-01 02:07:00,10,0.011,2548,54925
2018-01-01 02:08:00,8.493,0.021,1341,85756
2018-01-01 02:09:00,19.801,0.06,0,65975
2018-01-01 02:10:00,11.833,0.014,1139,32836
2018-01-01 02:11:00,9.233,0.025,137.105,62460
2018-01-01 02:12:00,5.876,0.011,686.787,47351
2018-01-01 02:13:00,14.981,0.027,753.981,54755
2018-01-01 02:14:00,14.944,0.036,1342,74191
2018-01-01 02:15:00,18.232,0.029,0,44379
2018-01-01 02:16:00,7.217,0.011,0,54442
2018-01-01 02:17:00,6.667,0.012,0,35398
2018-01-01 02:18:00,12,0.016,3681,55422
2018-01-01 02:19:00,6.213,0.02,0,65711
2018-01-01 02:20:00,8.657,0.078,493655,67207
2018-01-01 02:21:00,39.509,0.07,891.665,80445
2018-01-01 02:22:00,8.414,0.012,0,33607
2018-01-01 02:23:00,21.39,0.042,1604,57665
2018-01-01 02:24:00,17.198,0.048,0,65061
2018-01-01 02:25:00,14.893,0.028,2681,61598
2018-01-01 02:26:00,32.987,0.085,0,83169
2018-01-01 02:27:00,16.273,0.024,1004,45567
2018-01-01 02:28:00,14.412,0.016,822.456,50734
2018-01-01 02:29:00,22.159,0.07,1408,59182
2018-01-01 02:30:00,7.244,0.011,0,47654
2018-01-01 02:31:00,6.708,0.007,0,45527
2018-01-01 02:32:00,8.407,0.015,0,57289
2018-01-01 02:33:00,6.563,0.016,0,39069
2018-01-01 02:34:00,10.88,0.027,0,86144
2018-01-01 02:35:00,22.604,0.04,617.41,35707
2018-01-01 02:36:00,6.359,0.012,1006,74958
2018-01-01 02:37:00,4,0.007,1273,64858
