@timestamp,system.cpu.user.pct,system.cpu.system.pct,system.cpu.idle.pct,system.cpu.iowait.pct,system.cpu.softirq.pct,system.cpu.total.pct
2018-01-01 00:00:00,0.2446,0.0679,3.6356,0.0369,0.015,0.3644
2018-01-01 00:00:10,0.2189,0.0472,3.7209,0.003,0.01,0.2791
2018-01-01 00:00:20,0.2464,0.0563,3.6852,0.003,0.0091,0.3148
2018-01-01 00:00:30,0.2303,0.0711,3.6856,0.003,0.01,0.3144
2018-01-01 00:00:40,0.1982,0.0574,3.7273,0.006,0.0111,0.2727
2018-01-01 00:00:50,0.2469,0.0574,3.6735,0.0111,0.0111,0.3265
2018-01-01 00:01:00,0.2434,0.0621,3.6805,0.004,0.01,0.3195
2018-01-01 00:01:10,0.2151,0.0482,3.7226,0.003,0.0111,0.2774
2018-01-01 00:01:20,0.2447,0.0612,3.6771,0.004,0.013,0.3229
2018-01-01 00:01:30,0.2195,0.0574,3.7029,0.0091,0.0111,0.2971
2018-01-01 00:01:40,0.2083,0.0503,3.7273,0.003,0.0111,0.2727
2018-01-01 00:01:50,0.2516,0.0622,3.6732,0.003,0.01,0.3268
2018-01-01 00:02:00,0.2992,0.0592,3.6255,0.004,0.012,0.3745
2018-01-01 00:02:10,0.3473,0.0554,3.5701,0.0141,0.0131,0.4299
2018-01-01 00:02:20,0.2596,0.0611,3.6582,0.008,0.013,0.3418
2018-01-01 00:02:30,0.2371,0.0603,3.6915,0.001,0.01,0.3085
2018-01-01 00:02:40,0.2192,0.0483,3.7185,0.003,0.0111,0.2815
2018-01-01 00:02:50,0.24,0.0655,3.6723,0.006,0.0161,0.3277
2018-01-01 00:03:00,0.234,0.0595,3.6924,0.004,0.0101,0.3076
2018-01-01 00:03:10,0.2271,0.0523,3.7075,0.004,0.009,0.2925
2018-01-01 00:03:20,0.2442,0.0563,3.6815,0.008,0.01,0.3185
2018-01-01 00:03:30,0.2151,0.0613,3.7055,0.008,0.0101,0.2945
2018-01-01 00:03:40,0.218,0.0502,3.7177,0.003,0.0111,0.2823
2018-01-01 00:03:50,0.234,0.0565,3.6984,0.003,0.0081,0.3016
2018-01-01 00:04:00,0.2176,0.0715,3.6997,0.003,0.0081,0.3003
2018-01-01 00:04:10,0.219,0.0512,3.7047,0.0141,0.011,0.2953
2018-01-01 00:04:20,0.2361,0.0683,3.6846,0.003,0.008,0.3154
2018-01-01 00:04:30,0.229,0.0623,3.6846,0.0141,0.01,0.3154
2018-01-01 00:04:40,0.2276,0.0504,3.709,0.005,0.0081,0.291
2018-01-01 00:04:50,0.2349,0.0615,3.6905,0.003,0.0101,0.3095
2018-01-01 00:05:00,0.2365,0.0581,3.6913,0.005,0.009,0.3087
2018-01-01 00:05:10,0.2039,0.0535,3.7305,0.004,0.0081,0.2695
2018-01-01 00:05:20,0.3252,0.0678,3.591,0.001,0.015,0.409
2018-01-01 00:05:30,0.2117,0.0565,3.7147,0.005,0.0121,0.2853
2018-01-01 00:05:40,0.2264,0.0584,3.6952,0.0111,0.0091,0.3048
2018-01-01 00:05:50,0.2522,0.0573,3.6785,0.003,0.009,0.3215
2018-01-01 00:06:00,0.2355,0.0541,3.6583,0.0401,0.012,0.3417
2018-01-01 00:06:10,0.2595,0.0555,3.6698,0.004,0.0111,0.3302
2018-01-01 00:06:20,0.3738,0.0645,3.5436,0.006,0.0121,0.4564
2018-01-01 00:06:30,0.4366,0.0544,3.4888,0.005,0.0151,0.5112
2018-01-01 00:06:40,0.238,0.0494,3.7005,0.003,0.0091,0.2995
2018-01-01 00:06:50,0.5921,0.0723,3.3156,0.001,0.0191,0.6844
2018-01-01 00:07:00,0.2194,0.0596,3.7089,0.003,0.0091,0.2911
2018-01-01 00:07:10,0.2281,0.0633,3.6593,0.0382,0.0111,0.3407
2018-01-01 00:07:20,0.4338,0.0674,3.4776,0.003,0.0181,0.5224
2018-01-01 00:07:30,0.2361,0.0535,3.6984,0.002,0.0101,0.3016
2018-01-01 00:07:40,0.3474,0.0612,3.5713,0.007,0.0131,0.4287
2018-01-01 00:07:50,0.2346,0.0715,3.6798,0.004,0.0101,0.3202
2018-01-01 00:08:00,0.2616,0.0523,3.6709,0.002,0.0131,0.3291
2018-01-01 00:08:10,0.4157,0.0581,3.5071,0.003,0.016,0.4929
2018-01-01 00:08:20,0.2675,0.0661,3.6474,0.006,0.013,0.3526
2018-01-01 00:08:30,0.2377,0.0512,3.6961,0.004,0.011,0.3039
2018-01-01 00:08:40,0.4037,0.0561,3.5011,0.024,0.015,0.4989
2018-01-01 00:08:50,0.2262,0.0717,3.689,0.002,0.0111,0.311
2018-01-01 00:09:00,0.234,0.0613,3.6847,0.008,0.0121,0.3153
2018-01-01 00:09:10,0.4085,0.0545,3.5199,0.0061,0.0111,0.4801
2018-01-01 00:09:20,0.269,0.0743,3.6336,0.002,0.0211,0.3664
2018-01-01 00:09:30,0.2548,0.06,3.6692,0.008,0.008,0.3308
2018-01-01 00:09:40,0.4193,0.0563,3.5083,0.003,0.0131,0.4917
2018-01-01 00:09:50,0.2866,0.0666,3.5964,0.0323,0.0182,0.4036
2018-01-01 00:10:00,0.2422,0.0583,3.6855,0.004,0.01,0.3145
2018-01-01 00:10:10,0.4147,0.0611,3.5101,0.003,0.011,0.4899
2018-01-01 00:10:20,0.3253,0.0733,3.5763,0.011,0.0141,0.4237
2018-01-01 00:10:30,0.227,0.0515,3.6974,0.0111,0.0131,0.3026
2018-01-01 00:10:40,0.2284,0.0573,3.6982,0.003,0.0131,0.3018
2018-01-01 00:10:50,0.2353,0.0588,3.6978,0.002,0.0061,0.3022
2018-01-01 00:11:00,0.2481,0.0462,3.6916,0.006,0.008,0.3084
2018-01-01 00:11:10,0.299,0.0527,3.6341,0.002,0.0122,0.3659
2018-01-01 00:11:20,0.2289,0.0645,3.6904,0.0091,0.0071,0.3096
2018-01-01 00:11:30,0.2249,0.0622,3.6827,0.0181,0.012,0.3173
2018-01-01 00:11:40,0.3343,0.0524,3.5982,0.003,0.0121,0.4018
2018-01-01 00:11:50,0.233,0.0593,3.6916,0.004,0.0121,0.3084
2018-01-01 00:12:00,0.2331,0.0623,3.6925,0.003,0.009,0.3075
2018-01-01 00:12:10,0.2294,0.0694,3.6851,0.003,0.0131,0.3149
2018-01-01 00:12:20,0.2171,0.0565,3.7092,0.004,0.0131,0.2908
2018-01-01 00:12:30,0.2111,0.0535,3.7202,0.0091,0.0061,0.2798
2018-01-01 00:12:40,0.2337,0.0614,3.6918,0.002,0.0111,0.3082
2018-01-01 00:12:50,0.2183,0.0664,3.6983,0.003,0.0141,0.3017
2018-01-01 00:13:00,0.2466,0.0591,3.6352,0.0511,0.008,0.3648
2018-01-01 00:13:10,0.2486,0.0541,3.6813,0.003,0.013,0.3187
2018-01-01 00:13:20,0.2364,0.0661,3.6834,0.007,0.007,0.3166
2018-01-01 00:13:30,0.2253,0.0493,3.7134,0.002,0.0101,0.2866
2018-01-01 00:13:40,0.2552,0.0658,3.6601,0.007,0.012,0.3399
2018-01-01 00:13:50,0.2254,0.0604,3.7011,0.002,0.0111,0.2989
