@timestamp,system.diskio.iostat.await,system.diskio.iostat.queue.avg_size,system.diskio.iostat.read.per_sec.bytes,system.diskio.iostat.write.per_sec.bytes
2018-01-01 00:00:00,15.042,0.06,24356,40393
2018-01-01 00:01:00,10.657,0.026,9878,57452
2018-01-01 00:02:00,11.718,0.031,6422,97675
2018-01-01 00:03:00,6.485,0.014,4558,47796
2018-01-01 00:04:00,14.753,0.046,26748,74278
2018-01-01 00:05:00,7.011,0.021,13141,77905
2018-01-01 00:06:00,15.181,0.032,10981,96150
2018-01-01 00:07:00,7.14,0.014,2409,46305
2018-01-01 00:08:00,42.343,0.1,2957,100286
2018-01-01 00:09:00,10.533,0.056,18059,97948
2018-01-01 00:10:00,33.542,0.093,6241,74954
2018-01-01 00:11:00,9.4,0.025,4620,103243
2018-01-01 00:12:00,14.718,0.032,7504,49311
2018-01-01 00:13:00,7.239,0.02,6165,98844
2018-01-01 00:14:00,6.766,0.02,4691,70629
2018-01-01 00:15:00,9.082,0.019,8779,33171
2018-01-01 00:16:00,8.833,0.021,12996,35637
2018-01-01 00:17:00,13.427,0.035,5633,92548
2018-01-01 00:18:00,13.023,0.029,6238,43869
2018-01-01 00:19:00,10.046,0.044,55431,74108
2018-01-01 00:20:00,17.637,0.103,99092,76854
2018-01-01 00:21:00,9.343,0.021,16660,70736
2018-01-01 00:22:00,13.763,0.041,18538,74486
2018-01-01 00:23:00,8.254,0.02,13648,73818
2018-01-01 00:24:00,23.565,0.196,114118,82958
2018-01-01 00:25:00,14.536,0.047,3417,79260
2018-01-01 00:26:00,15.62,0.047,21362,96296
2018-01-01 00:27:00,45.479,0.126,9970,78220
2018-01-01 00:28:00,5.162,0.01,1342,73890
2018-01-01 00:29:00,5.595,0.015,5438,74656
2018-01-01 00:30:00,6.902,0.018,7785,61541
2018-01-01 00:31:00,5.285,0.015,2148,46307
2018-01-01 00:32:00,12.951,0.026,6707,31321
2018-01-01 00:33:00,6.146,0.013,4429,91406
2018-01-01 00:34:00,9.933,0.02,13916,49882
2018-01-01 00:35:00,7.062,0.017,8555,99724
2018-01-01 00:36:00,9.528,0.02,5031,43401
2018-01-01 00:37:00,6.321,0.014,0,94133
2018-01-01 00:38:00,21.825,0.038,5282,45531
2018-01-01 00:39:00,5.686,0.013,9127,75900
2018-01-01 00:40:00,8.06,0.027,16493,104655
2018-01-01 00:41:00,27.728,0.048,1881,43597
2018-01-01 00:42:00,22.599,0.06,5369,106515
2018-01-01 00:43:00,6.954,0.015,3086,52394
2018-01-01 00:44:00,7.591,0.017,7846,102464
2018-01-01 00:45:00,7.971,0.018,7435,47224
2018-01-01 00:46:00,18.694,0.045,5502,59451
2018-01-01 00:47:00,6.618,0.015,2549,59644
2018-01-01 00:48:00,6.689,0.014,4291,63901
2018-01-01 00:49:00,5.93,0.011,4219,46070
2018-01-01 00:50:00,14.51,0.035,3213,70895
2018-01-01 00:51:00,8.689,0.018,7302,96399
2018-01-01 00:52:00,6.655,0.013,823.455,46775
2018-01-01 00:53:00,8.215,0.018,549.753,98448
2018-01-01 00:54:00,5.067,0.011,2345,45756
2018-01-01 00:55:00,8,0.022,6118,76507
2018-01-01 00:56:00,8.406,0.019,3087,104144
2018-01-01 00:57:00,11.033,0.028,5552,75923
2018-01-01 00:58:00,9.488,0.019,344.202,71798
2018-01-01 00:59:00,7.861,0.019,7394,45374
2018-01-01 01:00:00,11.057,0.039,5495,73842
2018-01-01 01:01:00,20.712,0.041,0,72782
2018-01-01 01:02:00,8.114,0.014,3283,51127
2018-01-01 01:03:00,7.629,0.012,2549,47895
2018-01-01 01:04:00,15.941,0.036,1879,80403
2018-01-01 01:05:00,8.242,0.021,1672,47018
2018-01-01 01:06:00,5.412,0.011,4289,73318
2018-01-01 01:07:00,17.889,0.043,68.607,100163
2018-01-01 01:08:00,8.813,0.019,0,71306
2018-01-01 01:09:00,7.837,0.019,5082,46276
2018-01-01 01:10:00,10.014,0.024,2215,95729
2018-01-01 01:11:00,18.857,0.044,1612,51368
2018-01-01 01:12:00,65.412,0.131,2079,74309
2018-01-01 01:13:00,30.388,0.071,4286,97305
2018-01-01 01:14:00,5.774,0.011,3088,45582
2018-01-01 01:15:00,21.738,0.053,5017,71301
2018-01-01 01:16:00,6.976,0.015,3154,97974
2018-01-01 01:17:00,8.921,0.019,1342,39388
2018-01-01 01:18:00,5.55,0.01,0,64968
2018-01-01 01:19:00,6.059,0.01,3951,33887
2018-01-01 01:20:00,7.749,0.023,2817,88539
2018-01-01 01:21:00,12.596,0.024,4224,46668
2018-01-01 01:22:00,7.174,0.015,1874,68675
2018-01-01 01:23:00,41.9,0.084,5089,71312
2018-01-01 01:24:00,8.627,0.019,8057,72315
2018-01-01 01:25:00,31.286,0.118,13765,78560
2018-01-01 01:26:00,8.918,0.018,6691,100238
