@timestamp,system.diskio.iostat.await,system.diskio.iostat.queue.avg_size,system.diskio.iostat.read.per_sec.bytes,system.diskio.iostat.write.per_sec.bytes
2018-01-01 00:00:00,14.886,0.035,2132,22051
2018-01-01 00:01:00,6.676,0.015,0,22006
2018-01-01 00:02:00,5.6,0.012,682.923,21942
2018-01-01 00:03:00,7.03,0.012,0,16615
2018-01-01 00:04:00,6.395,0.016,5798,23193
2018-01-01 00:05:00,5.385,0.012,2135,22618
2018-01-01 00:06:00,7.301,0.018,4405,29431
2018-01-01 00:07:00,9.765,0.034,4000,27934
2018-01-01 00:08:00,6.362,0.011,0,17333
2018-01-01 00:09:00,10.355,0.024,3204,22092
2018-01-01 00:10:00,5.077,0.011,3200,20202
2018-01-01 00:11:00,5.355,0.011,1669,20300
2018-01-01 00:12:00,10.776,0.035,1600,35923
2018-01-01 00:13:00,10.419,0.022,68.344,20023
2018-01-01 00:14:00,12.977,0.038,477.509,25248
2018-01-01 00:15:00,9.972,0.035,2937,38450
2018-01-01 00:16:00,6.048,0.013,3001,19071
2018-01-01 00:17:00,10.656,0.023,1334,23818
2018-01-01 00:18:00,6.053,0.015,3935,24480
2018-01-01 00:19:00,6.487,0.017,3735,20678
2018-01-01 00:20:00,8.633,0.02,3333,24931
2018-01-01 00:21:00,5.372,0.013,546.634,21553
2018-01-01 00:22:00,5.073,0.01,0,18679
2018-01-01 00:23:00,7.778,0.021,0,26878
2018-01-01 00:24:00,5.988,0.016,6396,23386
2018-01-01 00:25:00,6,0.011,0,18564
2018-01-01 00:26:00,8.03,0.035,16936,31005
2018-01-01 00:27:00,4.243,0.01,1467,20335
2018-01-01 00:28:00,6.969,0.011,2201,16211
2018-01-01 00:29:00,8.947,0.042,2134,47689
2018-01-01 00:30:00,5.962,0.016,68.298,24811
2018-01-01 00:31:00,8.929,0.025,0,30954
2018-01-01 00:32:00,24.471,0.062,2134,25673
2018-01-01 00:33:00,5.844,0.014,68.27,20268
2018-01-01 00:34:00,11.49,0.029,1804,25050
2018-01-01 00:35:00,8.981,0.016,0,15939
2018-01-01 00:36:00,7.395,0.015,0,20454
2018-01-01 00:37:00,4.868,0.01,2134,19735
2018-01-01 00:38:00,7.596,0.013,0,17879
2018-01-01 00:39:00,8.892,0.021,2134,19141
2018-01-01 00:40:00,7.75,0.021,1267,28537
2018-01-01 00:41:00,10.488,0.022,0,22274
2018-01-01 00:42:00,9.11,0.024,2334,25739
2018-01-01 00:43:00,7.938,0.017,614.374,18866
2018-01-01 00:44:00,8.104,0.031,0,33289
2018-01-01 00:45:00,4.921,0.012,0,23538
2018-01-01 00:46:00,5.437,0.013,0,22741
2018-01-01 00:47:00,7.279,0.021,1733,25124
2018-01-01 00:48:00,57.303,0.085,1334,15613
2018-01-01 00:49:00,9.301,0.025,1334,24417
2018-01-01 00:50:00,5.155,0.008,0,16874
2018-01-01 00:51:00,5.362,0.012,683.208,18014
2018-01-01 00:52:00,7,0.014,1067,20410
2018-01-01 00:53:00,7.848,0.021,68.332,26626
2018-01-01 00:54:00,12.025,0.032,136.585,20608
2018-01-01 00:55:00,9.871,0.028,0,26328
2018-01-01 00:56:00,6.737,0.011,0,14723
2018-01-01 00:57:00,4.724,0.01,0,17615
2018-01-01 00:58:00,4.354,0.008,0,16996
2018-01-01 00:59:00,12.898,0.032,0,20655
2018-01-01 01:00:00,4.237,0.008,1133,13867
2018-01-01 01:01:00,5.164,0.009,2734,14538
2018-01-01 01:02:00,7.614,0.018,0,24996
2018-01-01 01:03:00,5.965,0.011,2134,15936
2018-01-01 01:04:00,6.115,0.018,0,23196
2018-01-01 01:05:00,6.107,0.011,0,18148
2018-01-01 01:06:00,28.215,0.061,613.888,17386
2018-01-01 01:07:00,5.137,0.008,0,12528
2018-01-01 01:08:00,5.676,0.01,614.374,12599
2018-01-01 01:09:00,155.375,0.331,682.297,16524
2018-01-01 01:10:00,5.794,0.01,0,14670
2018-01-01 01:11:00,6.413,0.013,0,17937
2018-01-01 01:12:00,25.455,0.047,0,28132
2018-01-01 01:13:00,7.333,0.021,0,33678
2018-01-01 01:14:00,5.516,0.014,1334,19077
2018-01-01 01:15:00,8.28,0.02,0,20689
2018-01-01 01:16:00,6.416,0.016,0,23459
2018-01-01 01:17:00,7.273,0.013,0,14266
2018-01-01 01:18:00,7.621,0.015,0,15189
2018-01-01 01:19:00,6.846,0.017,3065,21057
2018-01-01 01:20:00,4.437,0.009,68.227,16657
2018-01-01 01:21:00,5.709,0.011,0,19940
2018-01-01 01:22:00,6.929,0.013,2467,13802
2018-01-01 01:23:00,9.964,0.028,0,23005
2018-01-01 01:24:00,9.818,0.031,2800,24400
2018-01-01 01:25:00,5.963,0.016,0,22806
2018-01-01 01:26:00,6.474,0.01,0,14337
2018-01-01 01:27:00,11.356,0.022,1334,18802
2018-01-01 01:28:00,5.548,0.011,68.312,17678
2018-01-01 01:29:00,6.353,0.013,0,16789
2018-01-01 01:30:00,5.874,0.014,0,19474
