@timestamp,system.network.in.bytes,system.network.in.packets,system.network.in.dropped,system.network.out.bytes,system.network.out.packets,system.network.out.errors
2018-01-01 00:00:00,0,58,0,0,52,0
2018-01-01 00:00:10,0,557,1,0,541,0
2018-01-01 00:00:20,0,170,1,0,171,0
2018-01-01 00:00:30,0,116,0,0,49,0
2018-01-01 00:00:40,0,545,0,0,509,0
2018-01-01 00:00:50,1000000,685,2,0,671,0
2018-01-01 00:01:00,0,42,1,0,40,0
2018-01-01 00:01:10,0,1012,1,0,998,0
2018-01-01 00:01:20,0,44,0,0,35,0
2018-01-01 00:01:30,0,44,0,0,51,0
2018-01-01 00:01:40,0,256,1,0,250,0
2018-01-01 00:01:50,0,806,2,0,799,0
2018-01-01 00:02:00,0,107,0,0,110,0
2018-01-01 00:02:10,1000000,963,0,1000000,937,0
2018-01-01 00:02:20,0,119,0,0,116,0
2018-01-01 00:02:30,0,55,1,0,57,0
2018-01-01 00:02:40,0,145,0,0,138,0
2018-01-01 00:02:50,0,769,3,0,747,0
2018-01-01 00:03:00,0,12,0,0,10,0
2018-01-01 00:03:10,0,378,0,0,349,0
2018-01-01 00:03:20,0,128,1,0,112,0
2018-01-01 00:03:30,0,703,0,0,632,0
2018-01-01 00:03:40,0,110,0,0,92,0
2018-01-01 00:03:50,0,31,2,0,9,0
2018-01-01 00:04:00,0,47,0,0,37,0
2018-01-01 00:04:10,0,411,0,0,387,0
2018-01-01 00:04:20,0,48,0,0,32,0
2018-01-01 00:04:30,0,691,0,0,618,0
2018-01-01 00:04:40,0,106,0,0,102,0
2018-01-01 00:04:50,0,41,3,0,19,0
2018-01-01 00:05:00,0,168,0,0,148,0
2018-01-01 00:05:10,0,486,0,0,475,0
2018-01-01 00:05:20,0,56,0,0,51,0
2018-01-01 00:05:30,0,28,1,0,20,0
2018-01-01 00:05:40,1000000,762,0,0,741,0
2018-01-01 00:05:50,0,59,2,0,65,0
2018-01-01 00:06:00,0,9,0,0,11,0
2018-01-01 00:06:10,0,171,0,0,150,0
2018-01-01 00:06:20,0,623,0,0,583,0
2018-01-01 00:06:30,0,65,1,0,72,0
2018-01-01 00:06:40,0,635,2,0,620,0
2018-01-01 00:06:50,0,155,2,0,154,0
2018-01-01 00:07:00,0,34,0,0,36,0
2018-01-01 00:07:10,0,177,0,0,163,0
2018-01-01 00:07:20,1000000,496,1,0,476,0
2018-01-01 00:07:30,0,37,1,0,35,0
2018-01-01 00:07:40,0,40,1,0,29,0
2018-01-01 00:07:50,0,717,1,0,672,0
2018-01-01 00:08:00,0,271,0,0,279,0
2018-01-01 00:08:10,0,171,1,0,134,0
2018-01-01 00:08:20,0,506,0,0,497,0
2018-01-01 00:08:30,0,44,0,0,33,0
2018-01-01 00:08:40,0,66,3,0,42,0
2018-01-01 00:08:50,0,87,0,0,70,0
2018-01-01 00:09:00,0,44,0,0,40,0
2018-01-01 00:09:10,1000000,759,0,0,703,0
2018-01-01 00:09:20,0,749,0,0,739,0
2018-01-01 00:09:30,0,36,2,0,23,0
2018-01-01 00:09:40,0,61,1,0,54,0
2018-01-01 00:09:50,0,52,0,0,55,0
2018-01-01 00:10:00,0,32,0,0,26,0
2018-01-01 00:10:10,0,812,1,0,792,0
2018-01-01 00:10:20,0,236,0,0,206,0
2018-01-01 00:10:30,0,490,2,0,470,0
2018-01-01 00:10:40,0,46,1,0,47,0
2018-01-01 00:10:50,0,66,0,1000000,71,0
2018-01-01 00:11:00,0,225,0,0,204,0
2018-01-01 00:11:10,0,673,0,0,634,0
2018-01-01 00:11:20,0,224,2,0,209,0
2018-01-01 00:11:30,0,182,1,0,150,0
2018-01-01 00:11:40,0,42,0,0,22,0
2018-01-01 00:11:50,0,472,1,0,443,0
2018-01-01 00:12:00,0,5,1,0,2,0
2018-01-01 00:12:10,0,768,0,0,754,0
2018-01-01 00:12:20,1000000,457,2,0,437,0
2018-01-01 00:12:30,0,257,1,0,250,0
2018-01-01 00:12:40,0,42,0,0,33,0
2018-01-01 00:12:50,0,485,1,0,483,0
2018-01-01 00:13:00,0,19,0,0,16,0
2018-01-01 00:13:10,0,802,1,0,765,0
2018-01-01 00:13:20,0,753,2,1000000,712,0
2018-01-01 00:13:30,0,249,0,0,238,0
2018-01-01 00:13:40,0,53,1,0,57,0
2018-01-01 00:13:50,0,524,1,0,521,0
2018-01-01 00:14:00,0,18,0,0,15,0
2018-01-01 00:14:10,1000000,743,2,0,677,0
2018-01-01 00:14:20,0,763,1,0,764,0
2018-01-01 00:14:30,0,74,1,0,74,0
2018-01-01 00:14:40,0,251,1,0,230,0
2018-01-01 00:14:50,0,40,0,0,32,0
2018-01-01 00:15:00,0,3,0,0,0,0
2018-01-01 00:15:10,0,1185,1,0,1160,0
2018-01-01 00:15:20,0,356,2,0,344,0
2018-01-01 00:15:30,0,557,0,0,554,0
2018-01-01 00:15:40,0,26,0,0,10,0
2018-01-01 00:15:50,0,275,1,0,250,0
2018-01-01 00:16:00,0,34,0,0,41,0
2018-01-01 00:16:10,0,1015,1,1000000,977,0
2018-01-01 00:16:20,0,313,2,0,302,0
