@timestamp,system.diskio.iostat.await,system.diskio.iostat.queue.avg_size,system.diskio.iostat.read.per_sec.bytes,system.diskio.iostat.write.per_sec.bytes
2018-01-01 00:00:00,11.315,0.021,824.906,59881
2018-01-01 00:01:00,11.908,0.026,1071,61299
2018-01-01 00:02:00,6,0.011,0,59334
2018-01-01 00:03:00,14.788,0.016,2210,54648
2018-01-01 00:04:00,7.103,0.013,1208,59786
2018-01-01 00:05:00,6.266,0.015,958.769,58385
2018-01-01 00:06:00,29.247,0.091,2611,78202
2018-01-01 00:07:00,19.583,0.008,1072,12868
2018-01-01 00:08:00,7.162,0.018,0,57887
2018-01-01 00:09:00,13.358,0.024,3084,88021
2018-01-01 00:10:00,18.868,0.017,0,6952
2018-01-01 00:11:00,8.343,0.028,1941,85338
2018-01-01 00:12:00,16.625,0.036,1874,54623
2018-01-01 00:13:00,6.226,0.012,0,51695
2018-01-01 00:14:00,11.686,0.02,1204,60260
2018-01-01 00:15:00,8.317,0.014,4289,56090
2018-01-01 00:16:00,10.647,0.024,0,61063
2018-01-01 00:17:00,11.619,0.008,0,53588
2018-01-01 00:18:00,7.611,0.014,890.844,60161
2018-01-01 00:19:00,7.948,0.02,1539,61281
2018-01-01 00:20:00,61.929,0.116,1073,59741
2018-01-01 00:21:00,8.511,0.019,1140,56669
2018-01-01 00:22:00,8.543,0.012,618.601,55108
2018-01-01 00:23:00,26.622,0.066,1542,36545
2018-01-01 00:24:00,14.16,0.012,1474,53481
2018-01-01 00:25:00,7.088,0.016,824.352,71715
2018-01-01 00:26:00,6.366,0.015,1942,34561
2018-01-01 00:27:00,8.229,0.019,0,92699
2018-01-01 00:28:00,8.286,0.01,1410,16926
2018-01-01 00:29:00,16.048,0.045,0,75434
2018-01-01 00:30:00,8.294,0.009,754.012,55292
2018-01-01 00:31:00,8.883,0.022,1141,85429
2018-01-01 00:32:00,5.347,0.009,752.658,34279
2018-01-01 00:33:00,8.75,0.016,0,36504
2018-01-01 00:34:00,10.925,0.025,1476,60927
2018-01-01 00:35:00,14.174,0.033,1548,85588
2018-01-01 00:36:00,61.714,0.195,4079,64067
2018-01-01 00:37:00,11.585,0.021,0,55669
2018-01-01 00:38:00,7.564,0.013,0,56668
2018-01-01 00:39:00,8.242,0.009,890.546,50776
2018-01-01 00:40:00,5.852,0.011,1006,53470
2018-01-01 00:41:00,23.385,0.066,2077,56090
2018-01-01 00:42:00,26.189,0.047,2480,52949
2018-01-01 00:43:00,7.4,0.015,0,55572
2018-01-01 00:44:00,6.082,0.015,0,55149
2018-01-01 00:45:00,8.967,0.014,825.494,50183
2018-01-01 00:46:00,7.817,0.017,0,60720
2018-01-01 00:47:00,7.437,0.009,1207,56176
2018-01-01 00:48:00,31.048,0.076,274.267,62272
2018-01-01 00:49:00,7.661,0.008,205.881,54888
2018-01-01 00:50:00,16.889,0.036,3085,37156
2018-01-01 00:51:00,6.051,0.02,1808,65838
2018-01-01 00:52:00,20.571,0.041,0,82306
2018-01-01 00:53:00,8.603,0.011,0,54035
2018-01-01 00:54:00,8.333,0.012,0,52524
2018-01-01 00:55:00,32.93,0.078,617.824,58189
2018-01-01 00:56:00,18.884,0.041,1472,56861
2018-01-01 00:57:00,10.581,0.016,0,51663
2018-01-01 00:58:00,7.089,0.019,1138,57583
2018-01-01 00:59:00,7.184,0.012,549.868,52020
2018-01-01 01:00:00,7.556,0.009,479.786,48728
2018-01-01 01:01:00,46.472,0.139,1006,55716
2018-01-01 01:02:00,11.815,0.021,1004,59113
2018-01-01 01:03:00,7.623,0.014,0,60151
2018-01-01 01:04:00,9.243,0.016,822.249,58015
2018-01-01 01:05:00,7.571,0.011,0,55514
2018-01-01 01:06:00,17.255,0.044,2743,61142
2018-01-01 01:07:00,7.869,0.008,0,54545
2018-01-01 01:08:00,15.379,0.027,2824,57887
2018-01-01 01:09:00,13.325,0.038,616.867,61714
2018-01-01 01:10:00,37.025,0.099,960.536,57755
2018-01-01 01:11:00,7.314,0.017,2012,36079
2018-01-01 01:12:00,7.338,0.017,0,58914
2018-01-01 01:13:00,12.326,0.028,1607,72849
2018-01-01 01:14:00,9.651,0.02,1608,54213
2018-01-01 01:15:00,36.881,0.067,754.58,32356
2018-01-01 01:16:00,6.593,0.016,0,54576
2018-01-01 01:17:00,10.984,0.012,1339,48205
2018-01-01 01:18:00,8.981,0.016,0,59324
2018-01-01 01:19:00,9.448,0.026,1810,62936
2018-01-01 01:20:00,16,0.031,551.14,59003
2018-01-01 01:21:00,47.355,0.098,686.845,59361
2018-01-01 01:22:00,10.667,0.023,1006,79148
2018-01-01 01:23:00,7.278,0.018,549.545,61314
2018-01-01 01:24:00,11.018,0.021,68.59,82857
2018-01-01 01:25:00,9.841,0.01,0,53110
2018-01-01 01:26:00,10.292,0.031,0,62226
2018-01-01 01:27:00,10.294,0.025,0,39948
2018-01-01 01:28:00,16.741,0.015,0,49590
2018-01-01 01:29:00,7.767,0.016,823.661,52216
2018-01-01 01:30:00,11.134,0.029,1140,55344
2018-01-01 01:31:00,14.179,0.032,1540,75907
2018-01-01 01:32:00,30.421,0.039,3689,47487
2018-01-01 01:33:00,16.708,0.109,119787,110588
2018-01-01 01:34:00,11.898,0.024,1005,194587
2018-01-01 01:35:00,13.476,0.019,1746,56622
2018-01-01 01:36:00,13.478,0.042,1340,65653
2018-01-01 01:37:00,19.692,0.051,2744,62316
2018-01-01 01:38:00,6.157,0.012,959.411,34867
2018-01-01 01:39:00,17.913,0.021,411.71,55953
2018-01-01 01:40:00,6.92,0.012,686.989,56958
2018-01-01 01:41:00,31.213,0.096,1205,81490
2018-01-01 01:42:00,33.244,0.05,1002,55840
2018-01-01 01:43:00,14.571,0.027,0,57394
2018-01-01 01:44:00,9.255,0.032,412.176,58834
2018-01-01 01:45:00,6.683,0.009,0,50904
2018-01-01 01:46:00,51.402,0.11,68.713,54957
2018-01-01 01:47:00,26.389,0.032,2280,50832
2018-01-01 01:48:00,5.702,0.013,2683,53123
2018-01-01 01:49:00,10.588,0.009,0,51356
2018-01-01 01:50:00,6.564,0.013,822.834,60266
2018-01-01 01:51:00,24.088,0.092,6228,66293
2018-01-01 01:52:00,13.095,0.021,0,34252
2018-01-01 01:53:00,19.66,0.015,205.777,53253
2018-01-01 01:54:00,9.034,0.018,0,61188
2018-01-01 01:55:00,18.776,0.046,0,61698
2018-01-01 01:56:00,15.382,0.033,0,84115
2018-01-01 01:57:00,9.56,0.021,2412,60572
2018-01-01 01:58:00,6.31,0.012,0,56896
2018-01-01 01:59:00,62.14,0.119,0,58954
2018-01-01 02:00:00,10.069,0.01,1273,25736
2018-01-01 02:01:00,8.437,0.026,68.728,77923
2018-01-01 02:02:00,9.192,0.016,1540,32810
2018-01-01 02:03:00,6.5,0.01,1808,50948
2018-01-01 02:04:00,30.351,0.049,1271,52396
2018-01-01 02:05:00,6.609,0.013,892.562,53103
2018-01-01 02:06:00,32.923,0.101,756.957,89378
2018-01-01 02:07:00,6,0.005,0,30508
2018-01-01 02:08:00,8.792,0.015,0,59229
2018-01-01 02:09:00,6.16,0.015,892.786,63243
2018-01-01 02:10:00,9.814,0.014,137.427,57776
2018-01-01 02:11:00,52.735,0.12,958.169,60688
2018-01-01 02:12:00,17.417,0.042,0,87620
2018-01-01 02:13:00,6.326,0.009,479.605,52858
2018-01-01 02:14:00,10.411,0.013,0,53744
2018-01-01 02:15:00,13.947,0.026,2146,55128
2018-01-01 02:16:00,18.526,0.059,1476,59190
2018-01-01 02:17:00,5.653,0.011,1541,53074
2018-01-01 02:18:00,32.727,0.036,0,30296
2018-01-01 02:19:00,8.652,0.026,137.231,59435
2018-01-01 02:20:00,33.412,0.057,0,69457
2018-01-01 02:21:00,8.197,0.017,0,57814
2018-01-01 02:22:00,13.867,0.017,756.449,58292
2018-01-01 02:23:00,7.444,0.018,822.593,61119
2018-01-01 02:24:00,10.821,0.017,548.533,58523
2018-01-01 02:25:00,18.092,0.02,960.657,55551
2018-01-01 02:26:00,7.313,0.024,891.74,65581
2018-01-01 02:27:00,9.421,0.017,0,58322
2018-01-01 02:28:00,8.474,0.011,412.245,54349
2018-01-01 02:29:00,3.327,0.006,0,35664
2018-01-01 02:30:00,6.341,0.013,1406,56925
2018-01-01 02:31:00,19.897,0.052,1006,82901
2018-01-01 02:32:00,9.333,0.011,0,49029
2018-01-01 02:33:00,30.922,0.087,411.9,59532
2018-01-01 02:34:00,7.595,0.02,24142,33597
2018-01-01 02:35:00,11.218,0.016,0,52073
2018-01-01 02:36:00,9.321,0.033,1276,59085
2018-01-01 02:37:00,41.88,0.07,0,74871
2018-01-01 02:38:00,5.567,0.009,0,34448
2018-01-01 02:39:00,9.978,0.015,0,57953
2018-01-01 02:40:00,24.037,0.043,342.432,82799
2018-01-01 02:41:00,5.845,1.117,2646000,198549
2018-01-01 02:42:00,42.5,0.108,755.213,160375
2018-01-01 02:43:00,11.782,0.022,68.541,59572
2018-01-01 02:44:00,6.757,0.012,549.914,33430
2018-01-01 02:45:00,10.924,0.022,2140,79465
2018-01-01 02:46:00,9.676,0.024,2278,57088
2018-01-01 02:47:00,14.364,0.011,0,51650
2018-01-01 02:48:00,4.993,0.012,0,54219
2018-01-01 02:49:00,6.824,0.01,961.462,30716
2018-01-01 02:50:00,31.68,0.04,892.487,49210
2018-01-01 02:51:00,18.475,0.056,2755,59608
2018-01-01 02:52:00,5.732,0.009,0,50050
2018-01-01 02:53:00,16.816,0.014,1738,50000
2018-01-01 02:54:00,43.058,0.15,0,92479
2018-01-01 02:55:00,8.311,0.013,0,33736
2018-01-01 02:56:00,8.204,0.019,0,62657
2018-01-01 02:57:00,11.184,0.019,478.624,83132
2018-01-01 02:58:00,17.267,0.029,0,55066
2018-01-01 02:59:00,30.944,0.065,1541,58242
2018-01-01 03:00:00,10.81,0.015,1005,54676
2018-01-01 03:01:00,6.954,0.018,0,38675
2018-01-01 03:02:00,12.373,0.024,960.657,55953
2018-01-01 03:03:00,11.681,0.022,2146,55536
2018-01-01 03:04:00,6.483,0.013,2010,73160
2018-01-01 03:05:00,19.893,0.037,0,53638
2018-01-01 03:06:00,18.54,0.039,1809,54551
2018-01-01 03:07:00,9.048,0.006,0,46159
2018-01-01 03:08:00,8.432,0.016,1073,55052
2018-01-01 03:09:00,4.438,0.01,0,37495
2018-01-01 03:10:00,20.56,0.034,274.381,58413
2018-01-01 03:11:00,8.261,0.019,0,61912
2018-01-01 03:12:00,13.545,0.033,618.653,88945
2018-01-01 03:13:00,8,0.012,0,56415
2018-01-01 03:14:00,7.443,0.01,0,52542
2018-01-01 03:15:00,21.565,0.025,0,31679
2018-01-01 03:16:00,10.256,0.03,1277,60372
2018-01-01 03:17:00,35.559,0.081,823.144,57810
2018-01-01 03:18:00,35.768,0.041,1139,74168
