@timestamp,system.network.in.bytes,system.network.in.packets,system.network.in.dropped,system.network.out.bytes,system.network.out.packets,system.network.out.errors
2018-01-01 00:00:00,3000000,6592,1,3000000,7060,4
2018-01-01 00:00:10,4000000,6628,2,4000000,7172,5
2018-01-01 00:00:20,4000000,6789,0,4000000,7177,8
2018-01-01 00:00:30,4000000,6546,1,4000000,7046,3
2018-01-01 00:00:40,4000000,6582,1,4000000,7109,2
2018-01-01 00:00:50,4000000,6697,0,4000000,7224,5
2018-01-01 00:01:00,4000000,6638,2,3000000,7022,5
2018-01-01 00:01:10,4000000,6863,1,4000000,7481,9
2018-01-01 00:01:20,4000000,6813,0,4000000,7241,4
2018-01-01 00:01:30,4000000,6565,1,4000000,7258,5
2018-01-01 00:01:40,4000000,6640,1,4000000,7055,2
2018-01-01 00:01:50,4000000,6768,2,4000000,7163,7
2018-01-01 00:02:00,4000000,6701,1,4000000,7253,4
2018-01-01 00:02:10,3000000,6418,0,3000000,7012,3
2018-01-01 00:02:20,4000000,6547,0,4000000,6989,4
2018-01-01 00:02:30,4000000,6693,1,4000000,7306,6
2018-01-01 00:02:40,4000000,6979,0,4000000,7358,2
2018-01-01 00:02:50,4000000,7123,3,4000000,7386,9
2018-01-01 00:03:00,4000000,6775,1,3000000,7335,4
2018-01-01 00:03:10,4000000,8061,0,4000000,8448,3
2018-01-01 00:03:20,4000000,6513,0,4000000,7162,5
2018-01-01 00:03:30,4000000,6866,1,4000000,7261,5
2018-01-01 00:03:40,3000000,9399,2,4000000,9526,0
2018-01-01 00:03:50,4000000,6779,1,3000000,7186,6
2018-01-01 00:04:00,4000000,6600,0,4000000,7216,8
2018-01-01 00:04:10,4000000,7153,1,4000000,7592,4
2018-01-01 00:04:20,4000000,6875,1,4000000,7542,6
2018-01-01 00:04:30,4000000,6928,1,4000000,7221,5
2018-01-01 00:04:40,4000000,7466,1,4000000,7982,2
2018-01-01 00:04:50,4000000,6844,1,4000000,7195,6
2018-01-01 00:05:00,4000000,6684,1,3000000,7144,4
2018-01-01 00:05:10,4000000,9754,0,4000000,10193,3
2018-01-01 00:05:20,4000000,6714,1,4000000,7172,3
2018-01-01 00:05:30,4000000,6597,1,4000000,7200,4
2018-01-01 00:05:40,4000000,8739,1,3000000,8901,4
2018-01-01 00:05:50,4000000,6512,1,4000000,7196,8
2018-01-01 00:06:00,4000000,6726,1,4000000,7063,6
2018-01-01 00:06:10,3000000,7037,0,4000000,7585,5
2018-01-01 00:06:20,4000000,6725,1,4000000,7327,6
2018-01-01 00:06:30,4000000,6939,1,4000000,7528,5
2018-01-01 00:06:40,4000000,8009,1,3000000,8814,1
2018-01-01 00:06:50,3000000,6629,0,3000000,7182,2
2018-01-01 00:07:00,4000000,6713,1,4000000,7234,2
2018-01-01 00:07:10,4000000,10396,1,3000000,10375,2
2018-01-01 00:07:20,4000000,7816,0,4000000,8020,6
2018-01-01 00:07:30,4000000,6623,2,4000000,7156,5
2018-01-01 00:07:40,4000000,11243,1,3000000,10888,1
2018-01-01 00:07:50,3000000,9975,0,4000000,10430,2
2018-01-01 00:08:00,4000000,6798,0,4000000,6972,5
2018-01-01 00:08:10,4000000,9375,2,4000000,9503,3
2018-01-01 00:08:20,4000000,10151,0,3000000,10085,0
2018-01-01 00:08:30,4000000,6598,2,4000000,7311,6
2018-01-01 00:08:40,3000000,9711,0,4000000,9651,4
2018-01-01 00:08:50,4000000,8367,1,3000000,8769,4
2018-01-01 00:09:00,4000000,6681,0,4000000,7326,4
2018-01-01 00:09:10,4000000,8910,1,4000000,9299,2
2018-01-01 00:09:20,4000000,7130,1,4000000,7738,5
2018-01-01 00:09:30,4000000,6762,1,4000000,7206,4
2018-01-01 00:09:40,3000000,9619,0,3000000,9891,1
2018-01-01 00:09:50,4000000,7688,1,4000000,8110,2
2018-01-01 00:10:00,4000000,6789,1,4000000,7271,4
2018-01-01 00:10:10,4000000,9011,1,4000000,9194,3
2018-01-01 00:10:20,4000000,6978,0,4000000,7681,7
2018-01-01 00:10:30,4000000,6995,0,3000000,7244,7
2018-01-01 00:10:40,4000000,10866,0,4000000,10662,0
2018-01-01 00:10:50,4000000,7520,0,4000000,7798,4
2018-01-01 00:11:00,3000000,6416,3,3000000,7053,6
2018-01-01 00:11:10,4000000,10411,2,4000000,10371,2
2018-01-01 00:11:20,4000000,8153,0,4000000,8462,2
2018-01-01 00:11:30,4000000,6634,0,4000000,7153,6
2018-01-01 00:11:40,4000000,10420,0,3000000,10152,2
2018-01-01 00:11:50,3000000,8245,0,4000000,8643,1
2018-01-01 00:12:00,4000000,6619,4,4000000,7175,6
2018-01-01 00:12:10,4000000,11459,1,3000000,11043,1
2018-01-01 00:12:20,4000000,7997,0,4000000,8267,5
2018-01-01 00:12:30,4000000,6774,0,4000000,7026,4
2018-01-01 00:12:40,4000000,6984,0,4000000,7556,4
2018-01-01 00:12:50,4000000,7141,2,3000000,7375,3
2018-01-01 00:13:00,4000000,6789,1,4000000,7239,6
2018-01-01 00:13:10,4000000,6959,1,4000000,7400,5
2018-01-01 00:13:20,4000000,7024,0,4000000,7625,6
2018-01-01 00:13:30,4000000,6777,0,4000000,7085,4
2018-01-01 00:13:40,3000000,6688,0,4000000,7325,3
2018-01-01 00:13:50,4000000,6734,4,4000000,7335,7
2018-01-01 00:14:00,4000000,6770,1,3000000,7242,8
2018-01-01 00:14:10,4000000,7481,0,4000000,7985,4
2018-01-01 00:14:20,4000000,6567,0,4000000,7224,6
2018-01-01 00:14:30,4000000,6878,0,4000000,7211,2
2018-01-01 00:14:40,4000000,7494,1,4000000,7972,2
2018-01-01 00:14:50,4000000,6442,2,3000000,7017,4
2018-01-01 00:15:00,4000000,6596,1,4000000,7255,4
2018-01-01 00:15:10,4000000,6851,0,4000000,7396,3
2018-01-01 00:15:20,4000000,6640,0,4000000,7049,3
2018-01-01 00:15:30,4000000,6766,1,4000000,7147,6
2018-01-01 00:15:40,4000000,6915,2,4000000,7282,5
2018-01-01 00:15:50,4000000,6740,1,4000000,7296,4
2018-01-01 00:16:00,4000000,6638,1,4000000,7257,6
2018-01-01 00:16:10,4000000,6634,0,4000000,7366,5
2018-01-01 00:16:20,3000000,6277,0,3000000,7099,3
2018-01-01 00:16:30,4000000,6661,2,4000000,7105,5
2018-01-01 00:16:40,4000000,6749,2,4000000,7091,7
2018-01-01 00:16:50,4000000,6696,1,4000000,7111,6
2018-01-01 00:17:00,4000000,6599,0,3000000,7057,6
2018-01-01 00:17:10,4000000,6668,0,4000000,7154,2
2018-01-01 00:17:20,4000000,6995,1,4000000,7314,4
2018-01-01 00:17:30,4000000,6586,1,4000000,7215,5
2018-01-01 00:17:40,4000000,6604,3,4000000,7138,6
2018-01-01 00:17:50,4000000,6762,0,4000000,7285,5
2018-01-01 00:18:00,4000000,6779,0,4000000,7256,7
2018-01-01 00:18:10,4000000,6620,0,4000000,7298,3
2018-01-01 00:18:20,4000000,6920,1,3000000,7443,1
2018-01-01 00:18:30,4000000,6773,2,4000000,7333,4
2018-01-01 00:18:40,3000000,6647,2,4000000,7172,5
2018-01-01 00:18:50,4000000,6494,0,4000000,7131,3
2018-01-01 00:19:00,4000000,6688,0,4000000,7028,1
2018-01-01 00:19:10,4000000,8050,1,3000000,8432,4
2018-01-01 00:19:20,4000000,6671,1,4000000,7210,5
2018-01-01 00:19:30,4000000,6668,2,4000000,7255,7
2018-01-01 00:19:40,4000000,9425,1,4000000,9497,3
2018-01-01 00:19:50,4000000,6831,0,3000000,7386,1
2018-01-01 00:20:00,3000000,6776,0,4000000,7182,4
2018-01-01 00:20:10,4000000,7210,2,4000000,7390,6
2018-01-01 00:20:20,4000000,6727,0,4000000,7181,4
2018-01-01 00:20:30,4000000,6694,1,4000000,7477,7
2018-01-01 00:20:40,4000000,7443,2,4000000,7861,8
2018-01-01 00:20:50,4000000,6559,0,4000000,7111,8
2018-01-01 00:21:00,4000000,6952,0,3000000,7448,3
2018-01-01 00:21:10,4000000,9605,2,4000000,9901,4
2018-01-01 00:21:20,4000000,6691,1,4000000,6961,4
2018-01-01 00:21:30,4000000,6777,1,4000000,7089,5
2018-01-01 00:21:40,4000000,8346,1,3000000,8876,3
2018-01-01 00:21:50,4000000,6889,0,4000000,7122,7
2018-01-01 00:22:00,3000000,6885,1,4000000,7303,5
2018-01-01 00:22:10,4000000,7274,1,4000000,7649,4
2018-01-01 00:22:20,4000000,6796,1,3000000,7288,4
2018-01-01 00:22:30,4000000,6813,0,4000000,7211,5
2018-01-01 00:22:40,4000000,7296,1,4000000,7346,4
2018-01-01 00:22:50,4000000,6476,1,4000000,7407,4
2018-01-01 00:23:00,4000000,6496,2,4000000,7133,5
2018-01-01 00:23:10,3000000,11757,0,3000000,11197,1
2018-01-01 00:23:20,4000000,7137,1,4000000,7666,4
2018-01-01 00:23:30,4000000,6709,0,4000000,7332,7
2018-01-01 00:23:40,4000000,10717,2,3000000,10461,2
2018-01-01 00:23:50,4000000,8552,2,4000000,8939,2
2018-01-01 00:24:00,4000000,6737,0,4000000,7195,3
2018-01-01 00:24:10,3000000,11589,1,3000000,11205,0
2018-01-01 00:24:20,4000000,8124,0,4000000,8433,8
2018-01-01 00:24:30,4000000,6800,0,4000000,7261,6
2018-01-01 00:24:40,4000000,10878,2,3000000,10572,4
2018-01-01 00:24:50,4000000,7243,0,4000000,7781,3
2018-01-01 00:25:00,4000000,6684,0,4000000,7180,3
2018-01-01 00:25:10,3000000,9145,1,4000000,9501,2
2018-01-01 00:25:20,4000000,6641,0,4000000,7186,8
2018-01-01 00:25:30,4000000,6927,1,3000000,7245,2
2018-01-01 00:25:40,4000000,10610,2,4000000,10418,4
2018-01-01 00:25:50,4000000,7197,1,4000000,7480,6
2018-01-01 00:26:00,4000000,6549,0,3000000,7077,2
2018-01-01 00:26:10,3000000,9170,1,4000000,9407,2
2018-01-01 00:26:20,5000000,6936,0,4000000,7170,5
2018-01-01 00:26:30,3000000,7035,2,4000000,7792,6
2018-01-01 00:26:40,4000000,11079,2,3000000,10892,2
2018-01-01 00:26:50,4000000,7334,0,4000000,7866,3
2018-01-01 00:27:00,4000000,6949,0,4000000,7379,4
2018-01-01 00:27:10,4000000,10611,1,4000000,10440,2
2018-01-01 00:27:20,4000000,7617,0,3000000,8111,5
2018-01-01 00:27:30,4000000,7248,1,4000000,7729,5
2018-01-01 00:27:40,3000000,11282,1,4000000,11068,1
2018-01-01 00:27:50,4000000,7254,1,3000000,7643,6
2018-01-01 00:28:00,4000000,7569,1,4000000,8048,5
2018-01-01 00:28:10,4000000,10654,0,4000000,10387,1
2018-01-01 00:28:20,4000000,6917,0,3000000,7290,6
2018-01-01 00:28:30,4000000,6782,2,4000000,7340,2
2018-01-01 00:28:40,3000000,6746,1,4000000,7139,4
2018-01-01 00:28:50,4000000,6590,0,4000000,7131,5
2018-01-01 00:29:00,4000000,6688,1,4000000,7354,5
2018-01-01 00:29:10,4000000,6900,1,4000000,7417,5
2018-01-01 00:29:20,4000000,6598,1,4000000,7186,4
2018-01-01 00:29:30,4000000,6761,1,3000000,7616,4
2018-01-01 00:29:40,4000000,6749,0,4000000,7354,4
2018-01-01 00:29:50,4000000,6635,1,4000000,6961,7
2018-01-01 00:30:00,4000000,7294,1,4000000,7822,5
2018-01-01 00:30:10,4000000,7084,2,4000000,7211,6
2018-01-01 00:30:20,4000000,6814,1,4000000,7297,5
2018-01-01 00:30:30,4000000,7487,0,3000000,7627,6
2018-01-01 00:30:40,4000000,6809,0,4000000,7280,5
2018-01-01 00:30:50,4000000,6610,1,4000000,7103,2
